component,Calanoida indet (small),Calanoides acutus,Calanus simillimus,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Clio sp.,Cnidaria indet,Copepoda nauplius indet,Ctenocalanus sp.,Cyllopus magellanicus,Egg indet,Euphausia frigida furcilia,Euphausia superba,Euphausia triacantha,Euphausia triacantha furcilia,Euphausia vallentini,Euphausia vallentini calyptopis,Euphausia vallentini furcilia,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Globigerina bulloides,Harpacticoida indet,Hyperiidea indet,Limacina sp.,Metridia lucens,Neogloboquadrina incompta,Neogloboquadrina pachyderma,Oikopleura sp.,Oithona frigida,Oithona similis,Ostracoda indet,Paraeuchaeta exigua,Paraeuchaeta sp.,Pisces larvae,Pleuromamma robusta,Primno macropa,Radiozoa indet,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura F3,Thysanoessa macrura F6,Tomopteris sp.
component_1,0.33736998857561706,0.03684379940440642,0.15447933131517988,0.0001783141305500258,0.04755923422864312,0.011404061754992725,9.29440924063786e-05,0.00013467049091046905,0.0068267947684717166,0.010695345086255376,0.0009826294587116232,0.0,0.0004913147293558116,2.312620496689134e-05,1.8285918167232046e-05,0.0001256832552504733,0.00028398126126102463,7.033665824582613e-05,0.00013051960002336357,7.324297756591072e-05,0.002705403418154974,8.257108769008647e-06,0.01784357063526456,0.01575701101918695,0.0072373469114673985,3.320852545410717e-05,0.00031174446057950143,0.023844239809301896,0.02563721928503258,0.0004913147293558116,0.0010652355118415465,0.007429150798354814,0.0,0.24127258831915263,0.004019606854926674,0.0030829188405354243,0.00016815039475244137,0.0006278562728147997,0.0049523164699622774,0.00021305544632825807,0.005150539142931852,0.0011572210503574285,0.0002351516670862994,0.0004995598311885799,0.002446492395507746,0.006051209821216645,0.004991567251238465,0.014966174200088955,1.8285918167232046e-05
component_2,0.2614690675914605,0.014048093271393258,0.0,1.0195728066349474e-05,0.047360284409176,0.00613573386469543,5.3477579333426944e-05,4.681118176078894e-05,0.016107414380357222,0.0017522884380606254,0.0,0.022440757497114282,0.0,0.0024428726654297287,3.546753612457621e-05,7.54405610615786e-05,0.0003994405798741428,6.17030400949056e-05,0.00033180726638010096,0.0005028291354045353,0.0,6.857044727265685e-05,0.05699184407495549,0.04800720294909022,0.010536690422159717,0.0008195413324845939,0.000387351302909931,0.0,0.026523364656961597,0.0,0.0,0.0,0.0003878392263080699,0.4547119137088724,0.0,0.0,0.0002898365252117004,0.0,0.0,0.0,0.00814308556638203,0.004736272575992538,0.009468445441843752,0.0003405324615487534,0.0,0.001982512473359882,0.0,0.003295844572734708,3.546753612457621e-05
