component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Calocalanus sp.,Candacia maxima,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Clione limacina antarctica,Cnidaria indet,Copepoda nauplius indet,Decapoda (natant) indet juv,Decapoda zoea indet,Egg indet,Euchirella rostromagna,Euchirella sp.,Eukrohnia hamata,Euphausia frigida calyptopis,Euphausia longirostris furcilia,Euphausia spinifera calyptopis,Euphausia spinifera furcilia,Euphausia superba,Euphausia vallentini,Euphausia vallentini calyptopis,Euphausia vallentini furcilia,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Haloptilus oxycephalus,Hansarsia megalops,Harpacticoida indet,Hyperiella antarctica,Hyperiidea indet,Limacina sp.,Metridia lucens,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta exigua,Pelagobia longicirrata,Pisces egg,Pisces larvae,Pleuromamma borealis,Pleuromamma piseki,Pleuromamma xiphias,Primno macropa,Pseudosagitta gazellae,Pyrosomatidae indet,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Salpidae indet,Siphonophorae nectophore,Subeucalanus longiceps,Teuthida indet,Themisto gaudichaudii,Thysanoessa gregaria,Thysanoessa gregaria furcilia,Thysanoessa macrura,Thysanoessa macrura C1,Thysanoessa macrura C2,Thysanoessa macrura C3,Thysanoessa macrura F1,Thysanoessa macrura F2,Thysanoessa macrura F3,Thysanoessa macrura F6,Tomopteris sp.,Vibilia sp.
component_1,0.04710583169525647,0.0,4.2661480414178666e-06,0.0025607811439486592,0.0,0.0,0.0,0.01638312171906178,0.0,2.646256264295156e-06,0.0,0.0016976840197908498,0.0,0.0,0.00035706529502215097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002860281934534437,0.0,0.0,0.0,0.0,0.0,0.0,0.0017126931636774687,0.17586132808147115,2.126740615049495e-05,0.0,0.0,3.5620286154883226e-06,0.00021228171481195714,0.0,0.0,0.0,0.036852590652710945,0.6996852810869962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015700629785228562,0.012897744061622654,0.0,0.0,0.0,0.0,0.0,0.0006234673073562978,0.0,0.0,0.0021622970472255244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
component_2,0.6834869863579287,0.0011576330861814636,9.275779969651897e-07,0.025924176125607573,3.683512682680601e-05,0.00010405000848174744,0.002168289367712486,0.06893864257249886,0.03222845531935432,0.0,2.0878453536227555e-05,0.03993529272955589,8.132969042114341e-05,4.425388902863486e-05,0.0009208713035451523,8.347607641566885e-05,6.241601188378316e-05,0.00032835357093900954,0.007007757286572011,9.0733361217444e-05,8.553557311567654e-05,0.0001276274538218396,0.0,0.00010109268336930082,0.005757269515049883,0.002242936485862449,0.0018397171480485485,0.0007296200665337262,0.00013556817558779954,0.0033472024140106067,0.047054478345594154,0.0,0.00046614843205104733,4.873483717064328e-05,0.0,0.0014419098012946822,0.0024651239971241728,0.0028721576732263078,0.010387192837462615,0.030829535873312306,1.3803682955208374e-05,0.001373100533074224,0.006325257306398821,2.042471526803157e-05,0.00037332385922504176,3.670026468781442e-05,4.4679945787852065e-05,2.3084271618626748e-05,0.00045820176293543975,1.8134696168172452e-05,0.0003948499960138215,8.808670167632416e-05,0.0003366039041198074,0.0012926402842688021,0.005787003636877862,0.0012356965773455035,7.826130746933077e-06,0.0002307586933726096,0.001364323908952072,2.157100437825859e-06,0.0002815452952648615,7.129811469041811e-05,0.00027548428507846837,0.0,0.00023378281853729142,0.001470221998142473,0.0009786978384503412,0.0038399022965873732,3.736962744788325e-05,0.00046528996403763235,0.0001274150206408289,0.00017797186153102916,6.115367932068536e-05
