component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Calocalanus sp.,Candacia maxima,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Clione limacina antarctica,Cnidaria indet,Copepoda nauplius indet,Decapoda (natant) indet juv,Decapoda zoea indet,Egg indet,Euchirella rostromagna,Euchirella sp.,Eukrohnia hamata,Euphausia frigida calyptopis,Euphausia longirostris furcilia,Euphausia spinifera calyptopis,Euphausia spinifera furcilia,Euphausia superba,Euphausia vallentini,Euphausia vallentini calyptopis,Euphausia vallentini furcilia,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Haloptilus oxycephalus,Hansarsia megalops,Harpacticoida indet,Hyperiella antarctica,Hyperiidea indet,Limacina sp.,Metridia lucens,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta exigua,Pelagobia longicirrata,Pisces egg,Pisces larvae,Pleuromamma borealis,Pleuromamma piseki,Pleuromamma xiphias,Primno macropa,Pseudosagitta gazellae,Pyrosomatidae indet,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Salpidae indet,Siphonophorae nectophore,Subeucalanus longiceps,Teuthida indet,Themisto gaudichaudii,Thysanoessa gregaria,Thysanoessa gregaria furcilia,Thysanoessa macrura,Thysanoessa macrura C1,Thysanoessa macrura C2,Thysanoessa macrura C3,Thysanoessa macrura F1,Thysanoessa macrura F2,Thysanoessa macrura F3,Thysanoessa macrura F6,Tomopteris sp.,Vibilia sp.
component_1,2.5724058377586347,0.0,0.0002329703930817336,0.1398418863832333,0.0,0.0,0.0,0.8946671024400719,0.0,0.00014450960353521795,0.0,0.09270895186464345,0.0,0.0,0.019499005034412428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015619734714869443,0.0,0.0,0.0,0.0,0.0,0.0,0.0935285873102816,9.603624237427868,0.0011613933512403351,0.0,0.0,0.00019451908341251462,0.011592507822904687,0.0,0.0,0.0,2.0124858413466717,38.20916512643225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08573968500820704,0.7043338568497435,0.0,0.0,0.0,0.0,0.0,0.03404697217683347,0.0,0.0,0.1180810389515173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
component_2,36.297966725891285,0.0614784598415173,4.926091636202631e-05,1.3767561068246417,0.0019562043383269455,0.005525787353793649,0.11515141749914119,3.6611268453826185,1.7115576772608532,0.0,0.0011087927449567945,2.120844954796311,0.004319178646640311,0.0023501927959334577,0.04890474376553186,0.004433166840951597,0.0033147292746462907,0.017437884305276638,0.3721612055359689,0.004818579712758933,0.004542540602531622,0.006777915548650037,0.0,0.0053687325880529945,0.3057515087490366,0.11911570455196314,0.09770192140856286,0.03874795779025231,0.0071996237306540065,0.17775999290929378,2.49892378843057,0.0,0.024755760700108653,0.002588162661937446,0.0,0.07657555305920967,0.13091542430034062,0.1525317756374755,0.5516330047463245,1.6372652144661868,0.0007330726621040865,0.07292129690195907,0.3359156557812372,0.0010846960512523494,0.019826122941038044,0.001949042210105918,0.002372819406795231,0.001225937201188425,0.02433373667200384,0.0009630799287109731,0.020969312222606798,0.004678023474124097,0.01787603503126177,0.0686482917208967,0.3073305997723884,0.06562418033266848,0.0004156225928431771,0.012254909809449903,0.07245519642497837,0.00011455720661754522,0.014952035610526486,0.003786431411725965,0.014630153335571544,0.0,0.012415512127845864,0.07807912986407926,0.05197573952954329,0.2039258223992155,0.0019845900810639256,0.024710170010003165,0.0067666338524514135,0.0094515577281456,0.0032476905361086446
