component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Candacia maxima,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Copepoda nauplius indet,Ctenocalanus sp.,Decapoda zoea indet,Eukrohnia hamata,Euphausia frigida,Euphausia frigida furcilia,Euphausia triacantha,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Heterorhabdus sp.,Hyperiidea indet,Limacina sp.,Metridia gerlachei,Metridia lucens,Metridia sp.,Neocalanus tonsus,Oikopleura sp.,Oithona frigida,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta antarctica,Paraeuchaeta sp.,Pleuromamma robusta,Primno macropa,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpidae indet,Siphonophorae nectophore,Siphonophorae sp.,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura F1,Thysanoessa macrura F5,Thysanoessa sp.,Tomopteris sp.
component_1,0.3335479076802231,0.002035492146330132,0.0,0.5059465321364035,0.0009171914569634725,0.0006324764433752443,0.005441106021973021,0.0003932511265643595,0.0,0.058190978324708126,0.0,0.0,0.0017433415021805192,0.0025031456544051954,0.0,4.045944887940208e-06,0.005600125859117713,0.0024333766644940966,0.0,0.0,0.0,0.0022553148175032734,0.009371651031870433,0.0,0.0046151150768307106,0.00011137887429869266,0.00011966205479148528,0.0,0.0,0.042659275694206814,4.045944887940208e-06,0.0024067462565922604,0.0,0.000551990959917648,3.971410357893485e-05,0.0,0.00010481124430108114,0.00171772164061776,0.0002497632897306263,0.00020454115922335952,0.0,0.01555261782890246,0.0,0.0,0.0006141259175305,0.0,3.255314358912249e-05
component_2,0.192012076799701,0.018825949874708932,0.003571678880222518,0.0,0.0,0.0005106779453707727,0.00268973835180102,0.0,0.042408317359596805,0.15508767285767705,7.008941472464756e-06,5.524887141472044e-05,2.368273399128418e-05,0.0,0.00034747005232624247,7.327608928459833e-05,0.001456064519884598,0.009012642264874039,0.10149142290409549,0.00033889750006361894,0.00010438648749518699,0.00014235803742667318,0.012379088747945426,0.000983371498910347,8.763305316913922e-05,0.0027843606306741033,0.0008522668928403514,0.000736687833826769,0.0002418966711215257,0.39371920625755463,7.327608928459833e-05,0.0016385273074713716,0.00021000768548796024,0.00040570184009071445,8.445840050083426e-05,0.00015355565809668914,0.0013107585775122821,0.04771499304410765,1.2273096827744154e-05,0.0,0.00019073977005759236,0.007237572952216267,0.00011538789049658085,0.0003206317416767855,0.00031371741068580034,0.00019975790795064398,7.555857008725399e-05
