component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Candacia maxima,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Copepoda nauplius indet,Ctenocalanus sp.,Decapoda zoea indet,Eukrohnia hamata,Euphausia frigida,Euphausia frigida furcilia,Euphausia triacantha,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Heterorhabdus sp.,Hyperiidea indet,Limacina sp.,Metridia gerlachei,Metridia lucens,Metridia sp.,Neocalanus tonsus,Oikopleura sp.,Oithona frigida,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta antarctica,Paraeuchaeta sp.,Pleuromamma robusta,Primno macropa,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpidae indet,Siphonophorae nectophore,Siphonophorae sp.,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura F1,Thysanoessa macrura F5,Thysanoessa sp.,Tomopteris sp.
component_1,12.839643490363187,0.07835454183501893,0.0,19.475982154998174,0.0353065063478317,0.024346643651491622,0.2094507562685099,0.015137868207258579,0.0,2.2400123006048305,0.0,0.0,0.06710845085381803,0.09635646654341225,0.0,0.00015574521304631726,0.2155720898755278,0.09367076851768792,0.0,0.0,0.0,0.0868164289102285,0.3607537489956957,0.0,0.17765493618480854,0.004287435194239659,0.004606289194054733,0.0,0.0,1.642132595824427,0.00015574521304631726,0.09264565357740673,0.0,0.021248423306077853,0.0015287606959949592,0.0,0.004034619854061326,0.06612223603680394,0.009614425763977516,0.007873638248246355,0.0,0.5986848175837443,0.0,0.0,0.023640255740543913,0.0,0.0012531056215638115
component_2,7.180908659894656,0.7040568944372284,0.13357440963522074,0.0,0.0,0.019098442876359235,0.10059140938018747,0.0,1.5859953105801923,5.800001914610491,0.00026212189022266406,0.0020662090937396188,0.0008856919441863925,0.0,0.012994759232808052,0.0027403948380595065,0.054454211914554664,0.33705672042638596,3.7955979112569285,0.01267416109228438,0.0039038681551896042,0.005323936289846935,0.4629558050374893,0.03677633735395281,0.0032773196399085067,0.10413011357579643,0.031873259293596266,0.027550808958147356,0.009046503373161568,14.724394969859139,0.0027403948380595065,0.06127799421683754,0.007853912277288983,0.015172524069314918,0.003158593301347159,0.00574270729935699,0.04902002924590941,1.7844555012790708,0.0004589918965670541,0.0,0.0071333266606020745,0.2706722991356659,0.004315300974418521,0.011991054358761669,0.011732470731533173,0.007470588907704854,0.00282575554263087
