component,Calanoida indet (small),Calanoides acutus,Calanus simillimus,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Copepoda nauplius indet,Ctenocalanus citer,Decapoda zoea indet,Euchirella rostromagna,Eukrohnia hamata,Euphausia frigida,Euphausia longirostris,Euphausia superba,Euphausia vallentini,Euphausia vallentini furcilia,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Heterorhabdus austrinus,Hyperiidea indet,Limacina sp.,Metridia gerlachei,Metridia lucens,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta antarctica,Paraeuchaeta sp.,Pelagobia longicirrata,Primno macropa,Pseudosagitta gazellae,Rhincalanus gigas,Rhincalanus gigas nauplius,Teuthida indet,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura F1,Thysanoessa macrura F6
component_1,0.4713700162812208,0.007841050624343497,0.10598883415610522,0.0018750608020037466,0.07048943123451942,0.015516932563802441,0.003085964399919812,0.005727511919696265,1.8938137770957437e-05,4.3570256483046835e-05,0.0007262118549188972,6.630828754049679e-05,0.0,0.0009016969301425993,0.0010146784593307292,3.768363525383696e-05,6.988639332208573e-05,0.0018801958867426293,0.0006219517997604348,0.02675050821443835,0.0015074958380364306,0.00037264482780396686,8.040987624594605e-05,0.0051075789988420444,0.0019603934271384886,0.0019923833604153845,0.07366252564160727,0.011371128772218297,0.17809198583942504,0.0011488726549085874,0.00424224992853241,0.00021516420475049016,0.0003515790446698713,1.4540765205990055e-05,0.00027787645482231824,0.00019701109801400563,1.743044618900029e-05,0.001883829318953233,7.5619722447817135e-06,0.00068810205868217,0.00012135941498321171,3.5766441164781446e-05,0.0026256777778308374
component_2,0.0505056216354879,0.0015523800148941917,0.01904601329224845,0.001008242836333897,0.0029762937423583914,0.0,0.026192277586572152,0.007086777331852024,6.247264869237118e-06,0.00011505993856139143,0.0010454851263395609,0.00012384195073297463,0.00019390752123374957,0.002616486672336331,0.0008509974306216907,7.026359440992462e-05,0.00023097818458190565,0.002440341254119258,0.0,0.12202540249887697,0.07638289866453868,0.00024606261171888336,0.0003339547968052136,0.0016049042206110276,2.604258238962478e-05,0.0,0.0,0.02174161010307864,0.6437236245471514,0.0,0.0034915218982955964,8.869825354098383e-05,0.0,2.921391030725249e-05,0.0,0.00013391655264635845,0.0005016578858175983,0.010106900306939573,8.490410199559627e-05,0.001904797963492934,0.0013263784064802,9.567781959738948e-05,9.061749816260432e-05
