component,Calanoida indet (small),Calanoides acutus,Calanus simillimus,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Copepoda nauplius indet,Ctenocalanus citer,Decapoda zoea indet,Euchirella rostromagna,Eukrohnia hamata,Euphausia frigida,Euphausia longirostris,Euphausia superba,Euphausia vallentini,Euphausia vallentini furcilia,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Heterorhabdus austrinus,Hyperiidea indet,Limacina sp.,Metridia gerlachei,Metridia lucens,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta antarctica,Paraeuchaeta sp.,Pelagobia longicirrata,Primno macropa,Pseudosagitta gazellae,Rhincalanus gigas,Rhincalanus gigas nauplius,Teuthida indet,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura F1,Thysanoessa macrura F6
component_1,18.71681882054881,0.3113467527196961,4.208527775168226,0.07445355473709041,2.798943224239603,0.6161351070622494,0.12253523678838175,0.2274238903425125,0.0007519818427443834,0.0017300561520474439,0.028835893765763888,0.0026329214021451465,0.0,0.03580392789017636,0.040290116529339115,0.0014963144646114221,0.0027749982320697795,0.07465745495850053,0.02469601109351274,1.0621897836381162,0.05985855166575931,0.014796710621195546,0.0031928570615323694,0.2028080434287377,0.07784188074206037,0.07911211381702093,2.9249381561754677,0.45151653618919124,7.071547440895342,0.04561860234440119,0.1684481841468171,0.008543584228700194,0.013960245779107228,0.0005773741614279647,0.011033716782492242,0.007822773829054074,0.0006921155186209523,0.0748017286501518,0.0003002653107811534,0.02732265760984916,0.004818851653588014,0.0014201879118625285,0.10425850934795422
component_2,1.126244609353044,0.03461712908040899,0.4247144992071341,0.022483201326285496,0.06636953817487558,0.0,0.5840718415755121,0.15803081932715998,0.00013931020259406386,0.002565766569363555,0.023313681716400515,0.0027616000933799924,0.004324019652281064,0.058346059601656265,0.018976724526394626,0.0015668353714973896,0.005150672872437968,0.05441812403121629,0.0,2.721092173864658,1.7032921303011992,0.005487046412611617,0.007446988622058361,0.03578838688565044,0.0005807337298337183,0.0,0.0,0.48482466672665586,14.354644860959713,0.0,0.07785881232734847,0.001977917045166522,0.0,0.000651452411359843,0.0,0.0029862575815744106,0.011186665391809052,0.2253777227040631,0.0018933097759816846,0.042475834745160236,0.0295774308262541,0.0021335571183326942,0.0020207150315912866
