component,Calanoida indet (small),Calanoides acutus,Calanus simillimus,Candacia maxima,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Cnidaria indet,Copepoda nauplius indet,Ctenocalanus citer,Decapoda (natant) indet juv,Decapoda zoea indet,Egg indet,Euchirella rostromagna,Eukrohnia hamata,Euphausia frigida,Euphausia frigida furcilia,Euphausia longirostris,Euphausia longirostris furcilia,Euphausia spinifera calyptopis,Euphausia triacantha calyptopis,Euphausia vallentini,Euphausia vallentini calyptopis,Euphausia vallentini furcilia,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Hyperiidea indet,Limacina sp.,Metridia gerlachei,Metridia lucens,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta sp.,Phronima sp.,Pisces egg,Pisces larvae,Pleuromamma piseki,Pleuromamma robusta,Pleuromamma sp.,Primno macropa,Pseudosagitta gazellae,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Siphonophorae nectophore,Spongiobranchaea australis,Subeucalanus longiceps,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura C3,Thysanoessa macrura F1,Thysanoessa macrura F2,Thysanoessa macrura F3,Thysanoessa macrura F6,Thysanoessa macrura furcilia,Tomopteris sp.
component_1,0.37259643193268355,0.00019320080729031574,0.0636401449307021,7.076433719796138e-05,0.0019693830923198006,0.015822272739834577,0.014908838605542539,4.532305091083488e-05,0.03333693495334471,0.04024207696806507,8.158377442779867e-05,8.337485712569691e-05,0.002185095361225358,1.0983144344057264e-05,0.0004343254798310575,0.00010279365710876197,3.1850640672066046e-05,0.00023120035000835176,0.00025382644272385076,0.0004785341036005754,0.00016882764129363677,0.0,0.0,0.0,0.003183293068144377,0.003954514267037189,0.0,0.07437610395632378,0.028962573277662117,0.0021417094135574603,0.0,6.257782419868847e-05,0.014876266059137602,0.006691923637949703,0.0005539185313726501,0.2454935765871037,0.0004177019021592477,0.004278595828052051,0.0016354683602297808,0.0001332289738596527,5.593422432516018e-05,0.000533266268066939,0.0019375334027662739,0.0002875165743768633,7.076433719796138e-05,0.0005564919065463732,0.00015884676660492817,7.736199943614648e-05,0.053999800326616124,0.0001245573476635295,0.0,0.00013494135849885633,0.0003372350203365925,0.004845132911720856,0.002602433121561173,0.0,0.0005316315058369949,4.727001240180563e-05,0.0,0.0,2.8989546194680047e-06,4.716540438368368e-05
component_2,0.2635503364053876,0.0,0.06999760185156424,0.0,0.00033763528081436116,0.0,0.0,0.0,0.01770361957367299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013322248596995405,0.011544979598161845,0.03345552752574055,0.0,0.0,0.0004041753639221123,0.0,0.051326114065673285,0.0,0.42363715986185324,0.0,0.0,0.0,0.0,0.012892726320875557,0.0,0.0,0.0,0.00012238579958042775,0.0,4.6092120111756775e-06,0.0,0.0,0.0,6.393391968185786e-05,9.607690135669556e-05,0.0,0.06996391105704435,0.00017306010447083942,0.00029663740933470175,0.0,0.0,0.0042916698736588585,0.0010733070565624044,0.0011581391202039031,0.011276238123884428,1.2450226648357806e-05,0.012984290379743066,0.0003111663711578141,0.0,0.0
