component,Calanoida indet (small),Calanoides acutus,Calanus simillimus,Candacia maxima,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Cnidaria indet,Copepoda nauplius indet,Ctenocalanus citer,Decapoda (natant) indet juv,Decapoda zoea indet,Egg indet,Euchirella rostromagna,Eukrohnia hamata,Euphausia frigida,Euphausia frigida furcilia,Euphausia longirostris,Euphausia longirostris furcilia,Euphausia spinifera calyptopis,Euphausia triacantha calyptopis,Euphausia vallentini,Euphausia vallentini calyptopis,Euphausia vallentini furcilia,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Hyperiidea indet,Limacina sp.,Metridia gerlachei,Metridia lucens,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta sp.,Phronima sp.,Pisces egg,Pisces larvae,Pleuromamma piseki,Pleuromamma robusta,Pleuromamma sp.,Primno macropa,Pseudosagitta gazellae,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Siphonophorae nectophore,Spongiobranchaea australis,Subeucalanus longiceps,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura C3,Thysanoessa macrura F1,Thysanoessa macrura F2,Thysanoessa macrura F3,Thysanoessa macrura F6,Thysanoessa macrura furcilia,Tomopteris sp.
component_1,20.65435760572755,0.010709814215854816,3.5278016610650997,0.003922721209748585,0.10916997363730968,0.8770853698431023,0.8264504371329723,0.0025124193928515843,1.8479859628115272,2.230762769745995,0.0045224814502818475,0.004621767593071602,0.12112767897229583,0.0006088351134786693,0.024076220298670483,0.005698221377247358,0.0017655953359511404,0.012816265262853128,0.01407051079532429,0.02652686299499576,0.00935872214052835,0.0,0.0,0.0,0.17646136076033697,0.21921292000749573,0.0,4.1229344051051475,1.6054993939582294,0.11872264016516618,0.0,0.003468913409835277,0.8246448239710666,0.3709573469920022,0.03070569240844778,13.60859011568631,0.023154715720274038,0.23717792418078504,0.09065988149650785,0.007385360228136996,0.003100634822556666,0.02956086332495063,0.1074044310252731,0.01593807571894943,0.003922721209748585,0.030848343831103867,0.008805446431554875,0.004288453309013292,2.9934027569682096,0.0069046608624751095,0.0,0.0074802838550574405,0.018694147636027843,0.2685831082355684,0.14426220900425993,0.0,0.029470242586790416,0.0026203464566468587,0.0,0.0,0.00016069945995641127,0.0026145476587262507
component_2,10.990279001438267,0.0,2.9189610769343592,0.0,0.01407968582962101,0.0,0.0,0.0,0.7382563843542579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5555493914539581,0.48143572336232293,1.3951246910291173,0.0,0.0,0.01685446535791656,0.0,2.140343743571344,0.0,17.666039230915946,0.0,0.0,0.0,0.0,0.5376379377397468,0.0,0.0,0.0,0.0051035946360321605,0.0,0.00019220816285236034,0.0,0.0,0.0,0.002666100239304416,0.004006490623026811,0.0,2.917556141404381,0.0072167573682281145,0.012370038814283888,0.0,0.0,0.1789663786314711,0.04475784082358003,0.04829541190166719,0.4702289693818477,0.0005191853152717007,0.5414562388930799,0.012975909200241725,0.0,0.0
