component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Candacia maxima,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Copepoda nauplius indet,Ctenocalanus sp.,Ctenophora indet,Eukrohnia hamata,Euphausia frigida,Euphausia frigida furcilia,Euphausia triacantha furcilia,Euphausia vallentini,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Hyperiidea indet,Limacina sp.,Metridia gerlachei,Metridia sp.,Neocalanus tonsus,Oikopleura sp.,Oithona frigida,Oithona similis,Ostracoda indet,Paraeuchaeta sp.,Pisces larvae,Pleuromamma robusta,Rhincalanus gigas,Rhincalanus gigas nauplius,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura F1,Thysanoessa macrura F2,Thysanoessa macrura F3,Thysanoessa macrura F4,Thysanoessa macrura F5,Thysanoessa macrura F6,Tomopteris sp.
component_1,0.24058404052258942,0.009126714925641323,0.0012685574359058579,0.0,0.00033463254777965726,0.0,0.0,0.006267258473841258,0.04954543196399007,0.2235415679073759,0.0,3.4949223912582324e-05,0.0,6.048403643140587e-05,0.00018271513992820925,1.2982321355321043e-05,0.0,0.006055360493523127,0.013294053870940768,0.01332156592452894,9.249956655088091e-05,0.0003942096693297481,0.0,8.879700662781163e-05,0.00034462173031939066,0.0,0.0,2.4717413913776884e-05,0.37365410965355894,0.0,0.0,0.0,6.7219737877216e-05,2.576925441919902e-05,0.05272929097326289,0.004507693382689983,3.7434799234987867e-06,0.0005687466747278709,2.18178992261363e-05,0.0014857460586914114,0.00018587349210662818,0.0020659132565014017,6.118338880352329e-05,4.7732573725593336e-05
component_2,0.5410752388083523,0.0,0.0,0.1767926993517512,0.00035490566452726034,0.00042775055779732234,0.04252406604997315,0.0,0.0,0.059208827284751804,0.00020716189688625868,8.558538466628408e-05,0.00018791369449507964,0.00016014939982770892,0.0003259117153177977,0.0,0.000837508293953226,0.003426963019741193,0.0034056092070842707,0.0,0.0,0.001927695140862104,0.06111120160754462,0.0,0.000448304756423843,0.0007590398072471477,0.000822961858363367,1.2605732893081147e-07,0.08941321340588711,0.013668183816716023,0.0022419440517762058,7.868981523477596e-05,5.412648342821272e-05,3.231269690870828e-05,0.0,0.0,0.0,0.0,2.1389558287180376e-05,0.0,0.0,0.00014700347726645296,0.0002251502847990106,2.8366852801470892e-05
