component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Candacia maxima,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Copepoda nauplius indet,Ctenocalanus sp.,Ctenophora indet,Eukrohnia hamata,Euphausia frigida,Euphausia frigida furcilia,Euphausia triacantha furcilia,Euphausia vallentini,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Hyperiidea indet,Limacina sp.,Metridia gerlachei,Metridia sp.,Neocalanus tonsus,Oikopleura sp.,Oithona frigida,Oithona similis,Ostracoda indet,Paraeuchaeta sp.,Pisces larvae,Pleuromamma robusta,Rhincalanus gigas,Rhincalanus gigas nauplius,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura F1,Thysanoessa macrura F2,Thysanoessa macrura F3,Thysanoessa macrura F4,Thysanoessa macrura F5,Thysanoessa macrura F6,Tomopteris sp.
component_1,16.544528265245493,0.6276276378438039,0.08723639485330364,0.0,0.0230120735905249,0.0,0.0,0.4309880021169994,3.407149525635578,15.372548323102997,0.0,0.0024033947622382735,0.0,0.004159377522141061,0.012564988893129458,0.0008927707014357921,0.0,0.41641616220148936,0.9142079813345906,0.9160999353779085,0.0063610274812901145,0.02710908422059991,0.0,0.006106409148470016,0.02369901156245492,0.0,0.0,0.001699771739854278,25.69551565083137,0.0,0.0,0.0,0.004622579498109194,0.0017721049043263938,3.626097737067437,0.3099859010555278,0.0002574323270578269,0.03911167762982239,0.00150037737187807,0.10217206265886593,0.012782183046049778,0.1420691089545632,0.004207470716779949,0.0032824825514635248
component_2,22.278783488058004,0.0,0.0,7.279442836455664,0.014613247643898887,0.01761263754196301,1.7509292471888394,0.0,0.0,2.4379246157409717,0.008529895135968493,0.0035239798792523662,0.00773735002791322,0.006594154654650008,0.013419421220934143,0.0,0.03448442030267369,0.14110526903161058,0.14022602537988504,0.0,0.0,0.07937288494079457,2.516254915504983,0.0,0.01845895707042509,0.03125347883543816,0.03388547053416611,5.190412971988153e-06,3.6815908021007275,0.562787734656347,0.09231208996343113,0.0032400546737120436,0.0022286590085380496,0.001330475924068918,0.0,0.0,0.0,0.0,0.0008807154787470796,0.0,0.0,0.006052871037351206,0.009270567358356676,0.0011680057161614584
