component,Calanoida indet (small),Calanoides acutus,Calanoides brevicornis,Calanus simillimus,Candacia cheirura,Candacia sp.,Centropages bradyi,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Clio sp.,Cnidaria indet,Copepoda nauplius indet,Ctenocalanus sp.,Decapoda zoea indet,Egg indet,Euchirella sp.,Eukrohnia hamata,Euphausia frigida,Euphausia frigida calyptopis,Euphausia frigida furcilia,Euphausia longirostris,Euphausia longirostris furcilia,Euphausia spinifera furcilia,Euphausia triacantha furcilia,Euphausia vallentini,Euphausia vallentini calyptopis,Euphausia vallentini furcilia,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Globigerina bulloides,Haloptilus oxycephalus,Hansarsia megalops,Harpacticoida indet,Heterorhabdus austrinus,Heterorhabdus sp.,Hyperia sp.,Hyperiidea indet,Limacina sp.,Mecynocera clausi,Metridia lucens,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta exigua,Paraeuchaeta sp.,Phronima sp.,Pisces egg,Pisces larvae,Pleuromamma borealis,Pleuromamma piseki,Pleuromamma robusta,Pleuromamma sp.,Primno macropa,Pseudosagitta sp.,Pyrosomatidae indet,Radiozoa indet,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Siphonophorae nectophore,Spongiobranchaea australis,Subeucalanus longiceps,Subeucalanus sp.,Teuthida indet,Themisto gaudichaudii,Thysanoessa gregaria,Thysanoessa gregaria calyptopis,Thysanoessa gregaria furcilia,Thysanoessa macrura,Thysanoessa macrura C3,Thysanoessa macrura F1,Thysanoessa macrura F3,Thysanoessa macrura F6,Tomopteris sp.,Turborotalita quinqueloba,Vibilia sp.
component_1,0.4144250561736599,0.007353862149316478,0.0,0.08997876003795331,9.966633899462273e-06,2.0561305382695347e-05,3.840292329776429e-05,0.00120221177386821,0.0681774396328149,0.013877273592838796,9.875769924381343e-06,4.7370166581119316e-05,0.007665798937871197,0.014622284720626138,3.929767191265891e-05,0.000877085522157615,0.00014880713239533497,0.00012233769493097548,2.0015738271274745e-05,2.0229903684430657e-05,3.0981375026101354e-05,0.00012705728680445359,0.00019905218749417428,0.00011193709802688543,5.760883403350974e-05,0.001339275249395196,3.767608777875143e-05,2.0015738271274745e-05,0.0006964139138246891,0.00024835113029370357,0.00042129648066045305,0.0025261437882671636,0.05078601394114151,0.0001782330210801203,8.777595890933833e-05,8.445293524261515e-06,2.6100186943663594e-05,1.2646368517645985e-05,0.00010769570337896249,6.242351442988422e-06,0.002557290322544441,0.015553579890969227,3.7671124835589917e-05,0.012772185932222487,0.0,0.010170890545368072,0.2401489505911191,0.0007687922143894679,0.003970856198001719,0.0004156480377117738,0.0005497740969977167,8.174214152068553e-05,1.0864066307951659e-05,7.372744468087689e-05,0.00014224269364052915,4.553350978386447e-05,0.0001032038007342047,5.599132350597363e-05,0.0003395170692459797,0.00019008977407636548,1.1979113493677415e-05,0.011794204606750795,0.0028404600127526574,0.002571830442742874,0.0009806199357780799,3.4381999849447846e-05,2.4116477242681e-05,0.001123900816464759,8.573957902051677e-05,2.683413926259934e-05,0.0012035144796937952,0.0003863540106427169,0.0004899386002404079,0.0021267636573280777,0.00890529230942012,0.00023147889214896364,0.0007491942699647346,0.0005073222378303241,0.0020214587333411273,0.00010051817386004472,2.7500221050709513e-05,8.244703726342138e-05
component_2,0.08604618249149419,0.0,0.0003300941504990265,0.0,7.121403082998497e-05,0.00012249027348247243,0.00011355178969050975,0.003319676649870125,0.04353117981284757,0.009450360469950613,0.0,0.0,0.010079694820510451,0.0031756713469580766,0.0005516211284743151,0.001271367815303608,0.0015696670964575354,0.0,0.0,0.0,0.0,0.0002935507332597067,0.0005884129301460403,0.00019428721324240997,0.0002448858057578103,0.0003831294139094527,0.0,0.0,0.0010312346110539698,0.0006103836286962898,0.0002777110153067423,0.012461607810487793,0.030580216753627147,0.0011961309322529071,4.031958173276043e-05,5.703053464499348e-06,2.7075362555362896e-05,0.0,0.0007815741167142735,4.4109839044263925e-05,0.002005807750496008,0.0,0.0,0.005458818909388339,0.7111800394228872,0.014232078725742664,0.004400992078725199,0.003372547969781487,0.0066118214595943066,0.00023041770946224404,0.0010940471815300112,0.0002432729034672678,0.00021584514581803388,0.0,0.0007309809344417292,9.191310578793813e-05,0.0,0.00012030011406972526,0.00048127897463167893,0.0009879391882023996,9.702225263964425e-05,0.0,0.0,0.0,0.002528353356440339,0.00011829265430576983,0.0,0.004029494995138304,0.002185860782722649,0.0,0.002531325798484779,0.00388073588808455,0.0026730425880994737,0.020008687966567372,0.0,0.0,0.0,0.0,0.0,0.0001637790824874514,0.0007878623347369032,0.0011443360486467341
