component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Clione limacina antarctica,Copepoda nauplius indet,Decapoda (natant) indet juv,Eukrohnia hamata,Euphausia frigida,Euphausia frigida calyptopis,Euphausia frigida furcilia,Euphausia longirostris,Euphausia longirostris furcilia,Euphausia spinifera calyptopis,Euphausia spinifera furcilia,Euphausia triacantha,Euphausia triacantha furcilia,Euphausia vallentini,Euphausia vallentini calyptopis,Euphausia vallentini furcilia,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Heterorhabdus austrinus,Hyperiidea indet,Limacina sp.,Metridia lucens,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Onchocalanus sp.,Ostracoda indet,Paraeuchaeta antarctica,Paraeuchaeta biloba,Paraeuchaeta exigua,Paraeuchaeta sp.,Pelagobia longicirrata,Pisces larvae,Pleuromamma borealis,Primno macropa,Pseudosagitta gazellae,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Siphonophorae nectophore,Subeucalanus longiceps,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura C2,Thysanoessa macrura C3,Thysanoessa macrura F1,Thysanoessa macrura F2,Thysanoessa macrura F3,Thysanoessa macrura F4,Thysanoessa macrura F5,Thysanoessa macrura F6,Thysanoessa macrura furcilia,Tomopteris sp.,Vibilia antarctica
component_1,0.28099428685076405,0.0,7.532645506988018e-05,0.0,0.0002731784462587777,0.00281164877410624,0.0038357593782072205,1.6076613569550022e-05,0.008240058565765946,5.198818472245616e-07,0.0013870154291504798,0.00019691392859251276,2.0751784737795614e-05,0.0,4.703619432499639e-06,5.484254663568442e-07,1.0397636944491231e-06,1.3925626903879042e-06,0.0,0.0,0.0,5.889254213482521e-07,0.0,0.0,0.0,8.311330223668514e-05,0.07084042012727006,0.0056242583699590174,4.2109275503020545e-06,0.0002485830079978083,0.0,0.0037199784935266233,0.0,0.0001020408286970429,0.002116885607171972,0.5539719258036985,2.0049576285779775e-05,0.0,7.218263122163813e-06,0.0,0.0,0.0,0.00035259576453119663,0.0,8.210666292437957e-06,2.111126669750135e-05,0.0,9.926542621725107e-05,0.06203233663211987,0.0002572063098696023,0.0,0.0,0.0005951053727006311,9.139165007963462e-05,3.378075970992264e-05,2.1089920273659053e-05,0.0005562048701384287,0.0,0.0008376620568059022,0.0002632087163758284,2.088586993946039e-05,0.0,0.00021145100595770154,0.0,0.0
component_2,0.3310350141223533,0.06134812606527906,9.222904345149113e-05,0.3349535369145339,9.568471061245165e-05,0.02340736751227954,0.01666338761150922,1.4497901407497192e-05,0.0,1.6857278467373517e-05,0.0,0.0003885062657420001,3.325350054140193e-06,0.00024337617149656772,2.017186477029022e-05,1.6339719866277703e-05,3.3714556934747035e-05,1.030600617648506e-05,0.00027889823555211896,0.00035293725931133055,0.0003015314717351542,6.279765146014224e-05,0.0016119568619336335,0.0006883065831694177,0.004521060771598674,0.0003719490449098174,0.1053634558352079,0.0,5.423256010808082e-06,0.002151778604828859,0.001813479429070143,0.029720262246256648,0.001976268948508592,0.0012480860867862878,0.00047398806367655123,0.0,8.397498543912221e-05,0.005052883492764982,5.012796935422381e-06,5.385260310194586e-05,0.0017957457858878603,1.7225724392905166e-05,0.0014510432118687228,4.058369935984783e-05,2.9117561158687483e-05,2.7353092242788715e-05,0.0009849415595961845,0.0015773025768384653,0.04405677892761194,0.0006907369396805909,4.363587186634235e-05,0.001101957017519437,0.0007478783845950446,0.0013860698075788985,9.544605873730218e-06,0.00023012760650791074,0.008141116743153105,7.829693793371476e-05,0.003737607394990057,0.0008904187402320454,0.0020981025470719933,0.005207476579278077,0.0010633590656148062,9.059264198058316e-05,2.2641653974319226e-05
