component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Clione limacina antarctica,Copepoda nauplius indet,Decapoda (natant) indet juv,Eukrohnia hamata,Euphausia frigida,Euphausia frigida calyptopis,Euphausia frigida furcilia,Euphausia longirostris,Euphausia longirostris furcilia,Euphausia spinifera calyptopis,Euphausia spinifera furcilia,Euphausia triacantha,Euphausia triacantha furcilia,Euphausia vallentini,Euphausia vallentini calyptopis,Euphausia vallentini furcilia,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Heterorhabdus austrinus,Hyperiidea indet,Limacina sp.,Metridia lucens,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Onchocalanus sp.,Ostracoda indet,Paraeuchaeta antarctica,Paraeuchaeta biloba,Paraeuchaeta exigua,Paraeuchaeta sp.,Pelagobia longicirrata,Pisces larvae,Pleuromamma borealis,Primno macropa,Pseudosagitta gazellae,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Siphonophorae nectophore,Subeucalanus longiceps,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura C2,Thysanoessa macrura C3,Thysanoessa macrura F1,Thysanoessa macrura F2,Thysanoessa macrura F3,Thysanoessa macrura F4,Thysanoessa macrura F5,Thysanoessa macrura F6,Thysanoessa macrura furcilia,Tomopteris sp.,Vibilia antarctica
component_1,18.168847780254854,0.0,0.0048705434951341895,0.0,0.01766348228125467,0.18179878018447881,0.24801688691039128,0.0010394999415851637,0.5327950666174889,3.361511101098419e-05,0.0896832191270988,0.012732284469219307,0.001341792469502656,0.0,0.0003041319681019781,3.546071675950051e-05,6.723022202196837e-05,9.004190024531527e-05,0.0,0.0,0.0,3.807940885318306e-05,0.0,0.0,0.0,0.0053740343043154,4.580480352133438,0.36365968627284145,0.0002722749367347554,0.016073162496249425,0.0,0.24053059495335147,0.0,0.006597871809942788,0.1368759941562326,35.81934603463154,0.0012963882777745155,0.0,0.0004667266561688987,0.0,0.0,0.0,0.022798537456144994,0.0,0.0005308945876220013,0.0013650362623884168,0.0,0.006418416683828211,4.010957284413017,0.016630737743873667,0.0,0.0,0.03847899916752417,0.005909305122509763,0.0021842347328467817,0.0013636560210682454,0.0359637262858252,0.0,0.05416250476823617,0.01701884816187926,0.0013504623027791095,0.0,0.013672239330145637,0.0,0.0
component_2,19.45787646239641,3.605975825072444,0.005421122410515803,19.68820295099303,0.0056242427507958125,1.3758594889769138,0.9794557184513827,0.0008521708052514876,0.0,0.0009908524111263194,0.0,0.02283597384318002,0.00019546044311725846,0.014305385463306022,0.0011856801727064485,0.0009604308820053821,0.0019817048222526387,0.0006057757833696166,0.016393333579352687,0.020745266505610142,0.017723690474563073,0.0036911773441236258,0.09474906322333615,0.040457908958882974,0.26574301273229983,0.021862758492026405,6.193148820610508,0.0,0.00031877306321212743,0.12647919549595588,0.10659433954893316,1.7469245443744628,0.11616292964809252,0.07336113660214619,0.02786050053381964,0.0,0.004935957898405413,0.2970029712469141,0.0002946467272023285,0.003165397174417421,0.10555197537732461,0.0010125092600885817,0.08529073467649831,0.002385465509213735,0.0017114984329198652,0.0016077848777893886,0.05789378878881711,0.09271212220650092,2.589609331741975,0.04060076265935742,0.002564868874536723,0.06477182956192953,0.04395947436233552,0.08147166895813457,0.0005610215054310324,0.013526649287808779,0.47852594769830264,0.00460220846950965,0.2196924792063709,0.052337840736188926,0.1233241754640401,0.3060897839736203,0.06250308411863259,0.005324936519883574,0.0013308516837853173
