component,Calanoida indet (small),Calanoides acutus,Calanus simillimus,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Cnidaria indet,Copepoda nauplius indet,Ctenocalanus sp.,Egg indet,Egg mass,Euphausia longirostris,Euphausia triacantha furcilia,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Globigerina bulloides,Haloptilus oxycephalus,Hansarsia megalops,Heterorhabdus sp.,Hyperiidea indet,Limacina sp.,Mecynocera clausi,Metridia lucens,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta exigua,Paraeuchaeta sp.,Pisces larvae,Pleuromamma borealis,Pleuromamma piseki,Pleuromamma robusta,Pleuromamma sp.,Primno macropa,Pseudosagitta sp.,Radiozoa indet,Rhincalanus gigas nauplius,Salpa thompsoni,Sapphirina sp.,Subeucalanus longiceps,Subeucalanus sp.,Teuthida indet,Themisto gaudichaudii,Thysanoessa gregaria,Thysanoessa gregaria calyptopis,Thysanoessa gregaria furcilia,Thysanoessa macrura F3,Turborotalita quinqueloba
component_1,0.336738196908101,0.0014024094017831275,0.012842736810586295,0.0016477348810670532,0.0464981889775598,0.003656539354548568,0.0,0.015772245519670824,0.022073750277362126,0.0016762220695649608,0.00042274464286312283,0.00021951989054291157,0.0,0.00028300200535304274,0.0,0.0026193766421138886,0.0018152848274664434,0.12274031639989826,0.000548360815441412,0.00017620247967064682,0.0007212219637138252,0.0,0.0022894391718139675,0.001967669041289049,0.0017541797854589746,0.0,0.002928791260190065,0.028604124813349865,0.37564204377603677,0.0,0.0,0.0,3.3857037258751244e-05,0.00021901249389309982,0.0,0.0,0.0,0.0,0.0003915015140393374,0.0007180256789124821,0.00314487784188969,0.001923638822506182,0.0005742273499726993,4.0381078721287964e-05,0.000517465782862571,0.002755651686869274,0.0,0.0,0.0014225049487080939,0.0008954518304680806,0.0022123353091487987,4.904163717434572e-05,6.172527212967635e-05
component_2,0.35913162272572585,7.212919446177629e-05,0.0,0.0009695843460912126,0.1525219945145956,0.04566682671394253,0.0003645672151522511,0.0,0.0024356892014527963,0.00034802689493610805,0.0,0.0,0.002068752533234251,0.010756392221867075,0.0031059765667126016,0.0,0.0005078895119028885,0.016488977005349972,0.00019158116134150485,6.63967578551414e-05,0.0007553545023027329,0.0005115060321425383,0.002602734797024837,0.00040866503572831186,0.0,0.20335139056451854,0.03027418163909208,0.006215343760445535,0.10239640939026,0.002691393849917025,0.007778872738951428,0.0005180832328654632,0.00352792649368423,0.0,0.005455311641525021,0.0024948626414245697,0.0005115060321425383,0.0026231652982678603,0.0,1.5825284240373974e-06,0.0019293824028459377,0.0004658964943051489,0.0,0.0,0.008459906483256677,0.0,0.0003645672151522511,0.0009001254010661483,0.0017957367775461338,0.004971276874065907,0.014298411608423463,0.0,0.0
