component,Calanoida indet (small),Calanoides acutus,Calanus simillimus,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Cnidaria indet,Copepoda nauplius indet,Ctenocalanus sp.,Egg indet,Egg mass,Euphausia longirostris,Euphausia triacantha furcilia,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Globigerina bulloides,Haloptilus oxycephalus,Hansarsia megalops,Heterorhabdus sp.,Hyperiidea indet,Limacina sp.,Mecynocera clausi,Metridia lucens,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta exigua,Paraeuchaeta sp.,Pisces larvae,Pleuromamma borealis,Pleuromamma piseki,Pleuromamma robusta,Pleuromamma sp.,Primno macropa,Pseudosagitta sp.,Radiozoa indet,Rhincalanus gigas nauplius,Salpa thompsoni,Sapphirina sp.,Subeucalanus longiceps,Subeucalanus sp.,Teuthida indet,Themisto gaudichaudii,Thysanoessa gregaria,Thysanoessa gregaria calyptopis,Thysanoessa gregaria furcilia,Thysanoessa macrura F3,Turborotalita quinqueloba
component_1,13.806161035953393,0.05749834802565318,0.5265482032550947,0.06755661615298615,1.9064112441024352,0.14991697296810028,0.0,0.6466571465386713,0.9050168760030883,0.06872458199551576,0.01733239849249329,0.009000247038376265,0.0,0.011602993943892132,0.0,0.10739362527592489,0.07442611169223631,5.032314686543657,0.022482622385297687,0.00722424670442467,0.029569875544641723,0.0,0.09386629190958584,0.08067381692641919,0.07192082403015963,0.0,0.12007952810269426,1.1727601949873065,15.401206622431292,0.0,0.0,0.0,0.0013881279667306685,0.00897944393400401,0.0,0.0,0.0,0.0,0.016051439956251152,0.02943882886478985,0.12893901054943285,0.07886859169047597,0.02354314223264504,0.0016556116316788429,0.021215935686518125,0.11298085960321466,0.0,0.0,0.0583222591812604,0.0367132457348029,0.09070505759098589,0.002010691826803943,0.0025307169036215037
component_2,11.42728260773249,0.0022950936014128048,0.0,0.030851402755138427,4.8531285604565,1.453082105936162,0.011600238835666202,0.0,0.07750169321864504,0.01107393900136671,0.0,0.0,0.0658260602709015,0.3422598456409496,0.09882970408296798,0.0,0.016160640330049877,0.5246661341667455,0.006095960184043539,0.0021126920277564636,0.024034779508761248,0.016275715127756076,0.08281695121372429,0.013003396414169328,0.0,6.470479516728118,0.9633003818545369,0.19776729522106265,3.258172308076603,0.08563801176373517,0.2475175437988977,0.016484996423728294,0.11225581517065496,0.0,0.1735836776717626,0.079384545016259,0.016275715127756076,0.08346703351432959,0.0,5.035479582385837e-05,0.0613914135668988,0.014824455908308392,0.0,0.0,0.2691874958975516,0.0,0.011600238835666202,0.028641274367077918,0.05713891606195384,0.15818207633756978,0.4549640854543257,0.0,0.0
