component,Calanoida indet (small),Calanus propinquus,Calanus simillimus,Echinoidea larvae,Euphausia frigida,Euphausia superba,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Limacina sp.,Metridia gerlachei,Nauplius indet,Oikopleura sp.,Oithona similis,Paraeuchaeta antarctica,Pelagobia longicirrata,Pisces egg,Rhincalanus gigas,Rhincalanus gigas nauplius,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura furcilia
component_1,0.9666428696659499,0.013083418432060357,0.1465690079454922,0.004194313234250209,0.0,0.0,0.0,0.5506247254533604,0.0027477905802836553,0.005643367527901596,0.0,0.05806718050598798,0.155821837957684,23.929880949482058,0.0027477905802836553,0.0,0.06542824930558883,0.0,0.061421340975924284,0.07393607754777541,0.0022991845999826626,0.0
component_2,18.683905327406954,0.0,0.22102443774048375,0.0,0.11452995141895127,0.02964780855529635,0.008678350475799287,2.367628890081974,0.0,0.0,0.00430574434889779,0.0,0.24810099713944764,0.7449534833817432,0.0,0.013765560105261835,0.0,0.02044910271171322,0.0,0.0,0.0,0.1152342733861721
