component,Calanoida indet (small),Calanus propinquus,Calanus simillimus,Echinoidea larvae,Euphausia frigida,Euphausia superba,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Limacina sp.,Metridia gerlachei,Nauplius indet,Oikopleura sp.,Oithona similis,Paraeuchaeta antarctica,Pelagobia longicirrata,Pisces egg,Rhincalanus gigas,Rhincalanus gigas nauplius,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura furcilia
component_1,0.03712273345971802,0.0005024526331665622,0.005628802928320469,0.0001610774538640587,0.0,0.0,0.0,0.021146067033421926,0.00010552552604070297,0.00021672660620350543,0.0,0.002229998826170473,0.005984146512874481,0.9189977188963259,0.00010552552604070297,0.0,0.002512691642309139,0.0,0.002358811243883333,0.002839424347910018,8.829736375062749e-05,0.0
component_2,0.8277387902953909,0.0,0.009791876886287871,0.0,0.005073932980223977,0.001313464222732508,0.00038447033415762235,0.10489125474587599,0.0,0.0,0.00019075410393189497,0.0,0.010991429021107543,0.03300310531204775,0.0,0.0006098450976709847,0.0,0.0009059409820703071,0.0,0.0,0.0,0.005105136018502632
