component,Calanus propinquus,Clio pyramidata,Clione limacina antarctica,Euphausia superba,Spongiobranchaea australis,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura furcilia
component_1,0.0,0.0005731045658831633,0.0,0.0,0.022878269787830394,0.0,4.36773099180711,0.0
component_2,0.0,8.918110355375385e-05,0.0,3.7922750462922568,0.03512000412572994,0.0,0.0,0.0
component_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.213363839400644
component_4,0.0,1.9739273597226707,0.0,6.180406438600611e-05,0.0,0.1509745711449243,3.3555695448491004e-05,0.0
