component,Calanoida indet (small),Calanoides acutus,Calanus simillimus,Candacia maxima,Chaetognatha indet,Clausocalanus laticeps,Clio pyramidata,Cnidaria indet,Copepoda indet,Copepoda nauplius indet,Ctenocalanus citer,Decapoda zoea indet,Egg indet,Eukrohnia hamata,Euphausia crystallorophias calyptopis,Euphausia frigida calyptopis,Euphausia longirostris furcilia,Euphausia triacantha calyptopis,Euphausia triacantha furcilia,Euphausia vallentini,Euphausia vallentini calyptopis,Euphausia vallentini furcilia,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Euphausiidae nauplius indet,Fritillaria sp.,Haloptilus oxycephalus,Harpacticoida indet,Hyperiidea indet,Limacina sp.,Metridia lucens,Myctophidae indet,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta sp.,Pelagobia longicirrata,Phalacrophorus pictus,Phronima sp.,Pisces larvae,Pleuromamma robusta,Pleuromamma sp.,Primno macropa,Pseudosagitta gazellae,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Sapphirina sp.,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura calyptopis,Thysanoessa macrura furcilia,Tomopteris sp.,Vanadis longissima,Vibilia antarctica
component_1,0.0,0.006178850368413842,0.015054600833574367,8.329372575238259e-05,0.0006012011367333687,0.0160280139223238,3.78167698326692e-05,3.0182339488191577e-05,0.0,0.0072397423351371285,0.41618571133949417,0.00010622347125936555,0.0,6.564376375398696e-05,0.0,3.294127325330065e-05,8.26260767904402e-06,9.043608710802195e-06,7.4462100930132e-05,0.00020697981996441612,4.112476934963613e-05,8.155859453880535e-05,0.0012203208425969466,0.0031063549735604315,0.0,0.0,0.006389997508265644,0.0003641365049402222,0.0,0.0004581586725978681,0.0022835021897970004,0.0003192835873135181,2.8264958359713788e-05,0.0006491423900528377,0.009614760910212253,0.4857960228314983,1.8741597743843743e-05,0.0017064394743141764,0.00010465238758766522,1.639996038283643e-05,7.95214174949716e-06,4.060997909594936e-05,0.0002802262677051868,1.7393263681545695e-05,7.19451095810676e-05,9.307866465570831e-05,9.315773935310935e-05,0.004339285241040346,0.016239861008241027,0.0006899464084728809,2.618907417426347e-07,0.0005339323815445081,0.002203915210653098,0.0,0.0007348434952488194,0.00046658746153828586,1.4851421833669338e-06,4.368702510139882e-05
component_2,0.5162080146870904,0.003614021644047943,0.019343679275930805,0.0,0.00037183198280173576,0.0,0.0,0.0021424501661326326,8.90018065641335e-05,0.09429117546228209,0.0,0.0,0.00029549690855134827,6.930704164093229e-05,0.00013147552707059367,0.0,0.0,1.5280812872002432e-07,0.0,0.0,0.0,0.0,0.0009102582963941109,0.0007269214705140897,0.000363658544799253,0.0008907607780074126,0.014172392895686435,0.0011366007034426212,0.00021526362906931556,0.0004943964031741304,0.0,0.0,0.0,0.0,0.0016497169193154739,0.33845025776045917,0.0,0.0,1.6695041641733476e-05,7.3553877067100194e-06,2.2072185169353756e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00045798482829762237,0.0,0.0013469376282978078,1.076872041440092e-06,0.0,0.0002802396457147583,0.0003728599368315281,0.0018745913227561156,5.3352440439487135e-05,0.0,0.0
