component,Calanoida indet (small),Calanoides acutus,Calanus simillimus,Candacia maxima,Chaetognatha indet,Clausocalanus laticeps,Clio pyramidata,Cnidaria indet,Copepoda indet,Copepoda nauplius indet,Ctenocalanus citer,Decapoda zoea indet,Egg indet,Eukrohnia hamata,Euphausia crystallorophias calyptopis,Euphausia frigida calyptopis,Euphausia longirostris furcilia,Euphausia triacantha calyptopis,Euphausia triacantha furcilia,Euphausia vallentini,Euphausia vallentini calyptopis,Euphausia vallentini furcilia,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Euphausiidae nauplius indet,Fritillaria sp.,Haloptilus oxycephalus,Harpacticoida indet,Hyperiidea indet,Limacina sp.,Metridia lucens,Myctophidae indet,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta sp.,Pelagobia longicirrata,Phalacrophorus pictus,Phronima sp.,Pisces larvae,Pleuromamma robusta,Pleuromamma sp.,Primno macropa,Pseudosagitta gazellae,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Sapphirina sp.,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura calyptopis,Thysanoessa macrura furcilia,Tomopteris sp.,Vanadis longissima,Vibilia antarctica
component_1,0.0,0.35437781886943026,0.8634319152029459,0.004777174894626101,0.034480904186725836,0.9192604248256078,0.002168918748784789,0.001731058530059167,0.0,0.415223535921486,23.869648208842012,0.006092272803702298,0.0,0.003764890300700027,0.0,0.0018892926467295732,0.00047388829845139744,0.0005186813304341877,0.004270651552099243,0.011870987768847105,0.0023586436302346697,0.004677659292490291,0.06998949848844223,0.17815988970892369,0.0,0.0,0.36648781642879963,0.02088445142661377,0.0,0.026276938493499283,0.1309665191991957,0.018311985972564917,0.0016210902832595941,0.0372304960642164,0.5514388271530106,27.86203334305115,0.001074893569933873,0.09787003453449745,0.006002165879008885,0.0009405928034322299,0.0004560820347638159,0.002329118680381646,0.016071917528046206,0.000997562083392761,0.004126293645496685,0.005338374001187627,0.005342909200637672,0.24887258106024324,0.9314105666424362,0.039570743551471055,1.5020313538467635e-05,0.030622815170077644,0.12640193867081773,0.0,0.04214574225456037,0.026760357845371823,8.517789172286803e-05,0.0025055976023420096
component_2,24.22871427530029,0.16962754414316233,0.9079139898547878,0.0,0.0174522878634161,0.0,0.0,0.10055793681499257,0.004177384464933347,4.425646026326549,0.0,0.0,0.013869428530405584,0.003252991936210793,0.006170928945221561,0.0,0.0,7.172194898882045e-06,0.0,0.0,0.0,0.0,0.042723839135708146,0.03411875079146744,0.017068659774787765,0.04180870456083123,0.6651947437798466,0.053347435346406846,0.01010360322620366,0.02320496553797838,0.0,0.0,0.0,0.0,0.0774310331029094,15.88548484015813,0.0,0.0,0.0007835976626534866,0.0003452321197259205,0.001035979009787286,0.0,0.0,0.0,0.0,0.0,0.0,0.021495953630188882,0.0,0.06321979902319086,5.054401377112874e-05,0.0,0.013153314383834313,0.017500535863771306,0.08798572716765495,0.0025041475500567002,0.0,0.0
