component,Calanoida indet (small),Calanoides acutus,Copepoda indet,Copepoda nauplius indet,Ctenocalanus sp.,Euphausia crystallorophias,Euphausia crystallorophias furcilia,Euphausia superba,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Globigerina bulloides,Limacina sp.,Metridia gerlachei,Microsetella sp.,Oithona similis,Oncaea curvata,Pleuragramma antarctica,Polychaeta indet,Pteropoda indet,Sagittidae indet,Siphonophorae nectophore,Themisto gaudichaudii,Thysanoessa macrura,Tomopteris sp.
component_1,0.002041351933753526,0.0006100204625837803,0.0018300027828519686,0.002444786851326528,0.00549635510288068,0.0,0.0,0.0006381356540917536,0.00040638444487589744,0.0,2.6257597712200704e-05,0.7894980620563524,4.0381983709518145e-05,4.318165678899456e-05,0.00018229805437555425,0.0009779745893629087,0.191779968685575,0.0022598811409987748,0.0,0.0009872265297587405,0.0,2.3319491521937407e-05,0.0,0.0,0.0007144109814800012,0.0
component_2,0.0006726089800377942,0.00023832482295452553,0.00047235626904882364,0.0001615441658407092,0.0,0.005274487734739939,0.007249789051108554,0.0,0.0,0.007967848702760632,0.0,0.0,4.3506228625402443e-05,0.002315545848222303,0.0,0.0,0.002128465840175278,0.0001680736834396481,0.9660306424427515,0.0006143097234855232,0.005005265456705495,0.0,8.979992778896694e-05,4.4934997411338655e-05,0.0007367527074911631,0.0007857434174124862
