component,Calanoida indet (small),Calanoides acutus,Copepoda indet,Copepoda nauplius indet,Ctenocalanus sp.,Euphausia crystallorophias,Euphausia crystallorophias furcilia,Euphausia superba,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Globigerina bulloides,Limacina sp.,Metridia gerlachei,Microsetella sp.,Oithona similis,Oncaea curvata,Pleuragramma antarctica,Polychaeta indet,Pteropoda indet,Sagittidae indet,Siphonophorae nectophore,Themisto gaudichaudii,Thysanoessa macrura,Tomopteris sp.
component_1,0.04045343586900985,0.012088764927731584,0.036265133410920254,0.04844829863397648,0.10892117375314611,0.0,0.0,0.012645923190256862,0.008053313496375886,0.0,0.000520346358489806,15.645469403885949,0.0008002490708462195,0.0008557301437088214,0.003612597382052969,0.019380505476862302,3.8005003134943753,0.04478402537914211,0.0,0.019563851019234555,0.0,0.0004621219590715193,0.0,0.0,0.014157470030303486,0.0
component_2,0.010015072658285332,0.0035486300198199015,0.007033332137276437,0.002405374603125116,0.0,0.07853653380555084,0.10794854998815778,0.0,0.0,0.1186403780750717,0.0,0.0,0.0006478028894988816,0.03447821929501184,0.0,0.0,0.03169261885090494,0.0025025983915634613,14.384088469426292,0.009147003233666287,0.074527844127348,0.0,0.001337110904265276,0.0006690770972893236,0.010970165602454238,0.01169963180645208
