component,Calanoida indet (small),Calanoides acutus,Calanus simillimus,Candacia sp.,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Cnidaria indet,Copepoda nauplius indet,Ctenocalanus sp.,Decapoda (natant) indet juv,Decapoda zoea indet,Egg indet,Euchirella rostrata,Euphausia frigida,Euphausia frigida furcilia,Euphausia longirostris,Euphausia triacantha calyptopis,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Euphausiidae nauplius indet,Foraminifera indet,Fritillaria sp.,Gammaridea indet,Globigerina bulloides,Globigerinita uvula,Globorotalia sp.,Haloptilus oxycephalus,Harpacticoida indet,Hyperiidea indet,Limacina sp.,Mecynocera clausi,Metridia lucens,Neocalanus tonsus,Neogloboquadrina incompta,Neogloboquadrina pachyderma,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta sp.,Pisces larvae,Primno macropa,Pseudosagitta sp.,Radiozoa indet,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Siphonophorae nectophore,Subeucalanus longiceps,Subeucalanus sp.,Themisto gaudichaudii,Thysanoessa gregaria,Thysanoessa gregaria calyptopis,Thysanoessa gregaria furcilia,Thysanoessa macrura,Thysanoessa macrura C3,Thysanoessa macrura F1,Thysanoessa macrura F3,Thysanoessa macrura F4,Travisiopsis sp.,Turborotalita quinqueloba
component_1,27.42116146867602,0.34473024866227486,0.0,0.0017791561403312083,0.04300183809627973,4.473788433704715,0.982569103045044,0.003819216409721941,0.8588160366967534,0.6367459794292911,0.0016903858187203586,0.0054306563376018925,0.34041939953805267,0.0006409472660661066,0.0020182216852174433,8.880622255833427e-05,0.004828327252330663,0.0042066590790945995,0.034683121955456905,0.006752857130266739,0.0006394518224087323,0.001365115080929709,0.6934418234945134,0.998343191885591,0.0033403143240679787,0.45074321745547075,0.04896546324420867,0.00020359637422824687,0.0,0.03463001895264326,0.11139676765562541,0.0,0.0009147070279310877,0.19679701931926746,0.2833529036763292,0.016700061325022345,0.10299083290348576,1.6239229951192435,14.313958982261227,0.05053819965002301,0.0,0.005414308425032816,0.0020966818291675215,0.002814922425707144,0.018934069430366598,1.1546811978642197,0.0834056592416002,2.5064759381346025,0.2686864266012618,0.00248910411473462,0.07469913563478381,0.0016747550519195875,0.0008380717683853305,0.0,0.09522647866435453,0.06371751093675859,0.2343517136912894,0.0,0.11982701880225809,0.0437520917127064,0.008681240421203823,0.0006394518224087323,0.21318852249304338
component_2,12.194428234868656,0.8800611674459847,13.42208067947638,0.005204601089623213,0.06806250023818679,2.1112754904795583,0.19236417381762846,0.0,0.0,0.09683271916810131,0.0,0.0,0.3464548798879931,0.0,0.0,0.006749459048848611,0.0,0.0,0.0,0.0,0.0,0.002787025706303997,0.6758938476094638,0.4794447371348623,0.0004734596538519128,0.317045545938123,0.04637206993991816,0.0,0.016892033227806552,0.0,0.03338734842675292,2.794039968298682,0.0,0.4597463848281424,0.0,0.0094380042101447,0.1341213289618485,0.03687140012538622,1.0506170446950662,0.0,0.28581710323054565,0.006414868905714048,0.0,0.00948540180878148,0.0,0.3200497297718186,0.08089292478991968,0.4526258881430513,0.0,0.0,0.0,0.0,0.23640269033514466,0.18129302031985967,0.0,0.25296864735577146,0.0,0.022730120434526463,0.031540569459832024,0.04457910437744642,0.0006930585186881466,0.0,0.24358803417307878
