component,Calanoida indet (small),Calanoides acutus,Calanus simillimus,Candacia sp.,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Cnidaria indet,Copepoda nauplius indet,Ctenocalanus sp.,Decapoda (natant) indet juv,Decapoda zoea indet,Egg indet,Euchirella rostrata,Euphausia frigida,Euphausia frigida furcilia,Euphausia longirostris,Euphausia triacantha calyptopis,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Euphausiidae nauplius indet,Foraminifera indet,Fritillaria sp.,Gammaridea indet,Globigerina bulloides,Globigerinita uvula,Globorotalia sp.,Haloptilus oxycephalus,Harpacticoida indet,Hyperiidea indet,Limacina sp.,Mecynocera clausi,Metridia lucens,Neocalanus tonsus,Neogloboquadrina incompta,Neogloboquadrina pachyderma,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta sp.,Pisces larvae,Primno macropa,Pseudosagitta sp.,Radiozoa indet,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Siphonophorae nectophore,Subeucalanus longiceps,Subeucalanus sp.,Themisto gaudichaudii,Thysanoessa gregaria,Thysanoessa gregaria calyptopis,Thysanoessa gregaria furcilia,Thysanoessa macrura,Thysanoessa macrura C3,Thysanoessa macrura F1,Thysanoessa macrura F3,Thysanoessa macrura F4,Travisiopsis sp.,Turborotalita quinqueloba
component_1,0.4647574939916082,0.005842785567431274,0.0,3.015467270212747e-05,0.0007288322390533954,0.07582562479975204,0.016653428576555687,6.473137360070036e-05,0.014555954877073264,0.010792120021861277,2.8650116731374145e-05,9.20434472871132e-05,0.005769721578575877,1.0863327051187782e-05,3.420656173928537e-05,1.5051644509741211e-06,8.183465447034304e-05,7.129808611172041e-05,0.000587839463409927,0.0001144532466551887,1.083798098233505e-05,2.3137147737078554e-05,0.011753050084491625,0.01692078143861108,5.6614528023238506e-05,0.007639584793577081,0.0008299089013976551,3.4507269424086273e-06,0.0,0.0005869394279194796,0.0018880484925314013,0.0,1.550324359977923e-05,0.00333548561129774,0.004802509389629248,0.0002830470423285943,0.0017455774606415174,0.027523647476023816,0.242605321926052,0.0008565649944121911,0.0,9.176636876561158e-05,3.5536371927016264e-05,4.770973300481419e-05,0.00032091093842149995,0.01957053279787693,0.0014136310461584452,0.04248191591331409,0.004553929287036576,4.21874832679769e-05,0.0012660653751162061,2.8385193014857173e-05,1.4204363126806971e-05,0.0,0.0016139804886181445,0.0010799393286159236,0.003971994960615407,0.0,0.0020309316596468624,0.0007415481844019145,0.00014713714980695708,1.083798098233505e-05,0.0036133029439625844
component_2,0.32475412665514997,0.023437219878813843,0.3574481726412212,0.000138605570420763,0.0018125964905525856,0.05622612350766746,0.005122918275844547,0.0,0.0,0.0025787863554899053,0.0,0.0,0.00922656230996729,0.0,0.0,0.0001797472285363889,0.0,0.0,0.0,0.0,0.0,7.422226625010399e-05,0.017999967851249125,0.012768262184070919,1.2608871316612709e-05,0.008443351947132055,0.0012349509779776779,0.0,0.00044985770490166624,0.0,0.0008891502718149478,0.07440906553944672,0.0,0.012243668404296776,0.0,0.0002513468245988807,0.003571832497097993,0.0009819352835283926,0.02797935370379715,0.0,0.007611696256273097,0.00017083664022275348,0.0,0.00025260908679390723,0.0,0.008523357428195419,0.002154288059821777,0.012054039941380774,0.0,0.0,0.0,0.0,0.006295723568177994,0.004828078475569832,0.0,0.006736897422402439,0.0,0.0006053338679195996,0.0008399680486736793,0.001187201878622751,1.8457086271081343e-05,0.0,0.006487078998532075
