component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Candacia sp.,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Clio pyramidata,Clione limacina antarctica,Cnidaria indet,Copepoda nauplius indet,Ctenocalanus citer,Decapoda zoea indet,Egg indet,Egg mass,Euphausia frigida,Euphausia frigida calyptopis,Euphausia frigida furcilia,Euphausia spinifera calyptopis,Euphausia superba,Euphausia triacantha,Euphausia triacantha furcilia,Euphausia vallentini,Euphausia vallentini furcilia,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Hansarsia megalops,Harpacticoida indet,Hyperiidea indet,Limacina sp.,Metridia gerlachei,Metridia lucens,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Ostracoda indet,Paraeuchaeta antarctica,Paraeuchaeta exigua,Paraeuchaeta sp.,Pelagobia longicirrata,Pleuromamma robusta,Primno macropa,Pseudosagitta gazellae,Radiozoa indet,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Siphonophorae nectophore,Spongiobranchaea australis,Subeucalanus longiceps,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura C2,Thysanoessa macrura C3,Thysanoessa macrura calyptopis,Thysanoessa macrura F1,Thysanoessa macrura F2,Thysanoessa macrura F3,Thysanoessa macrura F4,Thysanoessa macrura F5,Thysanoessa macrura F6,Thysanoessa macrura furcilia,Tomopteris sp.,Vibilia antarctica
component_1,32.952701705061,0.7475061217959682,0.001189670020307151,0.0,0.005991324960404018,0.0035778548909709594,1.9417343722410145,0.6161602355525932,0.0028095972006174394,9.45576680538861e-06,8.100785186944452e-06,1.7085612075531091,0.370588297719956,0.0,0.0015297467771325883,0.0019939658134356408,0.08598491651985458,0.0051375962297971044,0.0015297467771325883,0.006345195333113268,0.010351850731559527,0.0,0.0034196239567531065,0.0,0.0051375962297971044,0.010287228857744662,0.12042782528960701,0.007182179612437723,0.24189700259710734,1.9960980255339356,9.406439061752838e-05,0.001466864338497277,0.010609019276983194,0.0,0.0005572913337851139,0.0860382912395606,0.0007573735129724581,0.47483159918461854,31.38389668987863,0.0,0.00026853390426365576,0.0,0.004343236212946888,0.00028258108808324275,0.01089243491698871,0.0011408293898701107,0.0,0.4785867274470668,0.04109237185448781,1.0528478656418303,0.0010374070948969375,0.00022028485626441677,0.0,0.0013875215202371572,0.45089534406349324,0.11727609565078044,0.006617957205290496,0.0186205771046303,0.004380439621725514,0.11668287957535232,0.012275371785276767,0.01588464860079217,0.0023031783550046883,0.010856414899667152,0.06834345678161546,0.00011962663968146041,0.0011030278093099853,8.650351384779053e-05
component_2,16.181315006229415,0.42007054608306743,0.0,18.400055645015208,0.0014843939059512553,0.0,1.4677755292623866,0.3792551376527565,0.0,3.123687296229492e-05,1.8630176251849625e-05,0.0,0.14715286720386309,0.006694869479640398,0.000758839368740892,0.0,0.0034835228938300392,0.0019585005111923616,0.000758839368740892,0.001431453102238703,0.0,0.03852317579041193,0.0020593636352228034,0.05515517893774221,0.0019585005111923616,0.012948793418959803,0.039226216884018665,0.020065731194010162,0.16979648152222282,0.0,0.0,0.0,0.13477412936664052,4.213431690912618,0.0,0.32275061081100787,0.0011457523521181021,0.0,0.0,0.406902597542379,0.00021822582746624811,0.21312881805416725,0.0030751750633353134,0.0,0.008995988361369158,0.0,0.06019466838994664,0.0,0.009027522942221432,0.21765912896970782,0.0047074186620522755,0.0,8.39633268353659e-05,0.004572956096120335,0.05982825192314731,0.02488476037550648,0.0,0.0,8.30065007427781e-05,0.0,0.011617545027988114,0.018461150912789173,0.01223281968228999,0.10648385484580244,0.5477206749140325,0.0005826820044036355,0.0,8.060144981449385e-06
