component,Calanoida indet (small),Calanoides acutus,Calanus simillimus,Candacia sp.,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Clio sp.,Cnidaria indet,Copepoda nauplius indet,Ctenocalanus sp.,Decapoda zoea indet,Egg indet,Eukrohnia hamata,Euphausia longirostris,Euphausia vallentini,Euphausia vallentini calyptopis,Euphausia vallentini furcilia,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Globigerina bulloides,Globigerinita uvula,Globorotalia inflata,Globorotalia sp.,Haloptilus oxycephalus,Hansarsia megalops,Harpacticoida indet,Hyperiidea indet,Limacina sp.,Mecynocera clausi,Metridia lucens,Myctophidae indet,Neocalanus tonsus,Neogloboquadrina incompta,Neogloboquadrina pachyderma,Oikopleura sp.,Oithona similis,Ostracoda indet,Paraeuchaeta exigua,Paraeuchaeta sp.,Pelagobia longicirrata,Pisces egg,Pisces larvae,Pleuromamma borealis,Pleuromamma piseki,Pleuromamma robusta,Pleuromamma sp.,Primno macropa,Pseudosagitta sp.,Radiozoa indet,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Siphonophorae nectophore,Subeucalanus longiceps,Subeucalanus sp.,Themisto gaudichaudii,Thysanoessa gregaria,Thysanoessa gregaria calyptopis,Thysanoessa gregaria furcilia,Thysanoessa macrura,Thysanoessa macrura C3,Thysanoessa macrura F1,Thysanoessa macrura F2,Thysanoessa macrura F3,Thysanoessa macrura F6,Tomopteris sp.,Turborotalita quinqueloba
component_1,0.3445043971236685,0.0038747180726751286,0.018336840172979683,0.00012178325726115954,0.0006612671141259932,0.05029498592003666,0.005965610011715845,1.7744003725987832e-05,2.1561178408155188e-05,0.01282538926391034,0.01327892839298,7.623515127342438e-06,0.0023558628828742397,1.994805813627083e-05,8.903142654714875e-06,5.632367597902336e-05,7.811563211515457e-06,2.201512460846145e-05,0.00033423965272189255,0.0005704933160106334,0.0001792804634295678,0.012224597547820305,0.03769266196329961,0.006368708501691315,2.7626901417668434e-05,3.6028843424700038e-06,1.1361431381900997e-05,2.230195571740833e-05,1.7515345198930978e-05,0.00034957268258614286,0.0006686183503245289,0.004143517363818827,7.017582906938778e-05,0.010392132673461339,1.6761084157158856e-05,0.0,0.00029101565767760854,0.001146915208330622,0.013186583519565899,0.405384432576388,0.0007661289355289716,3.8273344221255745e-05,0.00012647749330913971,6.830504141300801e-05,8.586769754102869e-05,6.270099168244445e-05,0.00013993729512488132,1.1467303536453724e-05,2.6420748599679246e-05,0.00019720996596739416,0.00038197446542381677,0.00010365461077026021,0.02906237093512317,0.005466491837816713,0.012101182727206944,0.0005243749822555033,1.0523149372474582e-05,3.4935731196733644e-05,7.360801557269552e-05,0.0010367502034818194,0.00012159669011717455,2.3789605223574916e-05,0.0003781474541441378,0.002037811039927876,6.81408283217955e-05,0.00012104214503346992,2.8804799892789938e-05,0.0001838396233649473,0.0007266795136233145,6.495213070262134e-05,0.0004427133120136873
component_2,0.0014078579935976549,0.0,0.0,0.0008491698770837741,0.00010845730846500597,0.0010339940249506356,0.0001028630507729649,0.0,0.0,0.0013725524893082452,0.0,3.6253138410219783e-06,0.0,1.833814719581906e-05,3.5906975945505644e-06,2.7257333211226714e-05,1.1207499967574402e-07,3.6881355333416896e-06,0.00014212152931268612,7.494347990527061e-05,0.0,0.002498686806754539,0.007554858252983255,0.0009079913884036826,0.0,8.768646333207983e-09,3.43474400498517e-07,0.0,1.495493544484614e-06,0.0,0.00354013388620019,0.0005585577691015119,4.1781145993500206e-05,0.0,5.384478565643949e-06,0.9599766298335065,0.0,0.0003071931538583409,0.0099850577501582,0.0003921553090979401,0.0007000313068268359,0.0,0.0,0.0,0.0029744578462048837,1.8482739774374968e-05,0.0,0.0,0.0,0.0,1.8270854175200158e-05,0.0021559889003173664,0.0,0.0,0.0,0.0,0.0,1.6373141992185605e-05,9.279207984537116e-06,0.0,0.0011354696179336746,5.286794808417253e-06,0.0017011840612861564,0.0,1.7471671483747742e-07,0.0,0.0,0.0,0.0,0.00020085471941000055,0.00014529712558502116
