component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Copepoda nauplius indet,Ctenocalanus citer,Egg indet,Eukrohnia hamata,Euphausia superba,Euphausia superba F2,Euphausia superba F3,Euphausia superba F5,Euphausia superba F6,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Limacina sp.,Metridia lucens,Metridia sp.,Oikopleura sp.,Oithona similis,Paraeuchaeta antarctica,Primno macropa,Rhincalanus gigas nauplius,Salpa thompsoni,Themisto gaudichaudii,Thysanoessa macrura F1,Thysanoessa macrura F3,Thysanoessa macrura F5,Vibilia antarctica
component_1,0.0,0.938448007045569,0.3602513221861517,0.20059345048867877,0.0,0.0,0.21193370560180563,0.520662066530142,1.910938285692196,0.033966889402409293,0.014409726451035228,0.05930143213804452,0.016613790271154165,0.0004637574195751219,0.05978627041729007,0.3161382668690651,0.01660025341365764,0.012239258094806195,3.6538302860552716,1.0210070800776097,0.007089006600227476,1.6166635138844212,0.007623408088665754,0.01694585397611754,1.3947116736652543,20.636649087081288,0.022330766586710085,0.0035027719218472357,0.0,0.01654250829916244,0.08502941783692004,0.006872344743873238,0.026204512036597846,0.0,0.0
component_2,17.849400891096355,2.530462525136567,1.6027348591321344,0.28863120151186267,0.010674547835490503,0.9767179133193782,1.8733188782513837,0.0,7.5964225636244445,0.0,0.0,0.04731835720171946,5.2113993572226914e-05,0.05821802746653923,0.5123515355353818,0.41312939779656543,0.2943076014425414,0.0,0.0,0.0,0.0,0.0,0.012665486513998687,1.0729962586591135,0.0,19.174519332349526,0.10408102157270961,0.0,0.31298154068371337,0.040685929147207714,0.3326256911740087,0.0,0.0002718388164875848,0.0787288209422113,0.01375708619809187
