component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Copepoda nauplius indet,Ctenocalanus citer,Egg indet,Eukrohnia hamata,Euphausia superba,Euphausia superba F2,Euphausia superba F3,Euphausia superba F5,Euphausia superba F6,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Limacina sp.,Metridia lucens,Metridia sp.,Oikopleura sp.,Oithona similis,Paraeuchaeta antarctica,Primno macropa,Rhincalanus gigas nauplius,Salpa thompsoni,Themisto gaudichaudii,Thysanoessa macrura F1,Thysanoessa macrura F3,Thysanoessa macrura F5,Vibilia antarctica
component_1,0.0,0.02827728165828093,0.010855079907193267,0.006044274648877131,0.0,0.0,0.006385978808833941,0.01568857069706635,0.05758032382233709,0.0010234890920717422,0.00043419336011751825,0.0017868686242790348,0.0005006061320200787,1.3973921917878303e-05,0.0018014777539037054,0.009525866908024936,0.0005001982399159628,0.0003687928855268208,0.1100970830079509,0.030764948683035174,0.00021360569238473655,0.048713246962605705,0.00022970825884949752,0.0005106118636570427,0.04202540208112961,0.6218227694421091,0.0006728698571225884,0.00010554539780058661,0.0,0.0004984582661990265,0.0025621033657301936,0.00020707724510716957,0.000789593415952248,0.0,0.0
component_2,0.3233759736316384,0.045844159576952065,0.029036601772093783,0.005229105244418949,0.0001933898129377056,0.01769510966279362,0.033938747853394256,0.0,0.13762369715471817,0.0,0.0,0.0008572623767102704,9.441444849646551e-07,0.001054730712239005,0.00928222620222871,0.007484627751005204,0.0053319440660413294,0.0,0.0,0.0,0.0,0.0,0.00022945946802201844,0.019439375694681016,0.0,0.3473830239932689,0.001885626408023559,0.0,0.005670258126019906,0.0007371032804607496,0.006026149415017421,0.0,4.924879131175455e-06,0.001426322893434366,0.00024923588028444364
