component,Calanoida indet (small),Calanus simillimus,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Copepoda nauplius indet,Ctenocalanus sp.,Eukrohnia hamata,Euphausia triacantha furcilia,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Limacina sp.,Metridia sp.,Oikopleura sp.,Oithona similis,Ostracoda indet,Paraeuchaeta sp.,Pleuromamma robusta,Rhincalanus gigas,Rhincalanus gigas nauplius,Themisto gaudichaudii,Thysanoessa macrura F1,Thysanoessa macrura F3,Thysanoessa macrura F5,Tomopteris sp.
component_1,0.4041388397182666,0.0,0.07512435731963665,0.0,0.3569143184010766,0.5941268053776904,2.3599081943904014,0.0,0.04315107867405394,0.04966137682662074,8.424054067066093,1.4286170830419296,0.0016202354319777117,0.0,0.002643981552825648,0.0,24.385037457066748,0.1768567886394918,0.0,0.0,0.0,0.6636334227132183,0.12736445540939764,0.019322278598385954,0.027465603541590486,0.0,0.00035069411546446533
component_2,15.268132502009781,2.9536639631031814,0.020493559962182096,0.4631333187438295,0.12288789944021364,2.9604309096630246,4.303394993567874,0.01256205852921084,0.0,0.18334372872905472,8.003304275829153,0.4035738923574357,0.10455621438826203,1.1634879424871067,0.025453588089952146,0.5114682799006192,0.0,0.47301408798891814,0.01993016870458942,0.024700959816251845,0.4502753283326878,9.342954589102424,0.0,0.03257176026054535,0.11082465352159412,0.02612794423291095,0.03708442154808902
