component,Calanoida indet (small),Calanus simillimus,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Copepoda nauplius indet,Ctenocalanus sp.,Eukrohnia hamata,Euphausia triacantha furcilia,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Limacina sp.,Metridia sp.,Oikopleura sp.,Oithona similis,Ostracoda indet,Paraeuchaeta sp.,Pleuromamma robusta,Rhincalanus gigas,Rhincalanus gigas nauplius,Themisto gaudichaudii,Thysanoessa macrura F1,Thysanoessa macrura F3,Thysanoessa macrura F5,Tomopteris sp.
component_1,0.010325470931433977,0.0,0.0019193759458688007,0.0,0.009118916712464438,0.015179533505835905,0.06029404023384087,0.0,0.0011024805455955933,0.0012688142104721454,0.21522881951894618,0.03650018932449741,4.1395907076458785e-05,0.0,6.755192024102542e-05,0.0,0.6230210281209231,0.004518569983020854,0.0,0.0,0.0,0.016955380037539252,0.003254074720817321,0.000493671002113498,0.0007017273845312238,0.0,8.959994781935874e-06
component_2,0.3247338624892514,0.06282069579285811,0.0004358720938397975,0.009850259776259638,0.002613670154693666,0.06296462018527132,0.09152776725603162,0.000267179092562218,0.0,0.0038994891605460165,0.170220156906854,0.008583506126096332,0.0022237784051903704,0.024745916599412294,0.0005413656171488256,0.010878283251144084,0.0,0.010060411237867682,0.00042388947454129037,0.0005253581659228722,0.009576786586954386,0.1987128242685566,0.0,0.0006927601339645501,0.002357100175307165,0.0005557083191765649,0.0007887387305490949
