component,Calanoida indet (small),Calanoides acutus,Calanus australis,Calanus propinquus,Calanus simillimus,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Clio sp.,Clione limacina antarctica,Cnidaria indet,Copepoda nauplius indet,Ctenocalanus sp.,Decapoda zoea indet,Egg indet,Egg mass,Euphausia superba,Euphausia triacantha furcilia,Euphausia vallentini,Euphausia vallentini calyptopis,Euphausia vallentini furcilia,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Globigerina bulloides,Globorotalia sp.,Haloptilus oxycephalus,Hansarsia megalops,Harpacticoida indet,Heterorhabdus sp.,Hyperiidea indet,Limacina sp.,Mecynocera clausi,Metridia lucens,Neocalanus tonsus,Neogloboquadrina pachyderma,Oikopleura sp.,Oithona similis,Ostracoda indet,Paraeuchaeta sp.,Phronima sp.,Pisces larvae,Pleuromamma robusta,Primno macropa,Pseudosagitta gazellae,Pseudosagitta sp.,Radiozoa indet,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Siphonophorae nectophore,Solmundella bitentaculata,Spongiobranchaea australis,Subeucalanus longiceps,Subeucalanus sp.,Teuthida indet,Themisto gaudichaudii,Thysanoessa gregaria,Thysanoessa gregaria furcilia,Thysanoessa macrura,Thysanoessa macrura C3,Thysanoessa macrura F1,Thysanoessa macrura F2,Thysanoessa macrura F3,Thysanoessa macrura F6,Tomopteris sp.,Vibilia sp.
component_1,0.5976307945910126,0.00859712562745943,0.0,1.438204116038047e-05,0.02853302909879304,0.0010356940515569815,0.09031234883826261,0.025124112973334306,0.0,0.0,0.0,0.0,0.011941152620652342,4.918805373246166e-05,0.0,0.0,0.0,0.0006722457576322411,0.0002225781740702199,0.00036322227102358423,0.0008421293404279411,0.0013765399850343247,0.0003585386133079453,0.0,0.003493004473750513,0.0012245656228551942,0.0010121023563603516,0.0,2.5384665672829453e-05,8.162538992660085e-06,7.499759836982167e-05,1.3343190699629643e-05,0.002096999851923651,0.007549298317931069,0.0,0.015078851191106147,0.003855480975159147,1.8563217951805832e-05,0.0,0.14604350716511147,0.003118616201909675,9.476173713088732e-05,7.286711903085499e-05,0.0001604824768657247,2.0077770832176373e-05,0.0002408391675693423,0.00014835346543027334,0.00026828429181279505,0.0005412298240250431,0.0022741396332967307,0.024400696207941115,0.003482754303865295,0.00024043199011476314,6.877585466749595e-05,0.00023116427758394388,0.0001064460690255839,3.9800888857268e-05,0.00011012977741068516,0.002101861555750112,0.00012000801564385147,0.000987998302044903,0.0003166475325873479,0.001294551192328987,0.008265755640807565,4.84464514524114e-05,0.0033174426687585003,0.0,0.0,0.0003600943799118144
component_2,0.1866826723468776,0.0,1.2468712590687697e-05,1.6235667693106316e-05,0.0,0.0,0.009790447534429588,0.0,0.000307611699040699,6.386481715138114e-05,5.648337860993661e-05,0.019817528580928438,0.0035632063369973183,4.8352054862911855e-05,0.005431204068236321,0.00037003378679421883,0.0003217726744234436,0.0,0.00034844375063151965,0.0,0.0,0.0,0.00026185326726807073,0.00014303002721834275,0.008154383297206627,0.18922215280903168,0.0,1.6251357329025422e-05,0.00013917527585749563,4.277225632296641e-05,0.0,6.978801830444287e-06,0.0,0.0012929780737677436,0.0001436901270320234,0.0,0.0,0.00015529612963754007,0.01816909424560387,0.504123621195754,0.0,0.0,0.0,0.0,2.1752900059652742e-05,0.0,0.00011185751727198952,0.0,0.015492948900314302,0.0,0.02771191038631346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011194144496169298,0.0,0.0,0.006387554786289891,0.0,0.0,0.00021968981482369521,0.0,0.00013973225335675186,9.353671882627306e-05,0.0
