component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Calocalanus sp.,Candacia maxima,Chaetognatha indet,Clausocalanus laticeps,Cnidaria indet,Egg indet,Euchirella rostromagna,Eukrohnia hamata,Euphausia frigida,Euphausia longirostris,Euphausia superba,Euphausia triacantha calyptopis,Euphausia vallentini,Euphausia vallentini calyptopis,Euphausia vallentini furcilia,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Heterorhabdus austrinus,Hyperiidea indet,Limacina sp.,Metridia gerlachei,Metridia lucens,Nauplius indet,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paracalanus sp.,Paraeuchaeta antarctica,Paraeuchaeta exigua,Pelagobia longicirrata,Phronima sp.,Pisces larvae,Pleuromamma borealis,Primno macropa,Pseudosagitta gazellae,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Siphonophorae nectophore,Solmundella bitentaculata,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura furcilia,Tomopteris sp.
component_1,41.09307514923957,0.34669955206603764,0.01911550151540576,0.0,2.797239871219847e-05,0.018086321425440886,0.06928370805538103,0.30749568735584965,0.00029968150358657727,0.002249870417154833,0.0,0.021687491615635778,0.019605436602948584,7.335711619019295e-05,0.00022459711238817558,0.00040801871074614635,0.05819909487750519,0.004208169656571403,0.0,0.02506286808909378,0.05535211776442115,0.14847329607870746,0.3458778691990986,0.012606599879408483,0.05737459640438907,0.16936633652163727,0.00011598996256420443,0.29546338760997,0.004498221581471767,0.0022993704858093504,0.73414682335451,13.484737772270837,0.026350722584118323,0.0,7.050733200145205e-05,0.012881408280036866,0.0255693346611967,0.0036576556284511836,0.00026014290602508465,0.0029219913127381345,0.006274679311703031,0.019005097236449404,0.0015017240749545908,0.07548510663915657,0.05932361262417998,0.10301023003754423,0.00797755090306645,0.006571669284297228,0.07536176377069778,0.11262211142129545,0.27287851001040786,0.004847153800850084
component_2,3.6634764789921386,0.0,0.0007730277904252377,23.78421773703183,0.00029796973207347934,0.0013203316907903213,0.1686616479798444,0.3444324751980219,0.0,0.000784414779207521,0.014501103391467601,0.10130275855185913,0.033142009208819836,0.0012418771329775055,0.0,0.0,0.011413653227816178,0.0,0.02054654135005774,0.0,0.10584985433560375,1.4957822513641343,0.0,0.007278738765651658,0.3258476729994356,1.6441117832492858,0.0,0.0,0.0,0.0,0.4456786815741364,0.0,0.0,0.4133435936589876,0.0010057494416501583,0.0,0.007101619137107698,0.0,0.0,0.0007007231892489292,0.0,0.039377768309815306,0.022721156235216915,0.0,0.0,0.0,0.0003865192180365694,0.0,0.0,0.0,0.08281500078180086,0.0014846160045052872
