component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Calocalanus sp.,Candacia maxima,Chaetognatha indet,Clausocalanus laticeps,Cnidaria indet,Egg indet,Euchirella rostromagna,Eukrohnia hamata,Euphausia frigida,Euphausia longirostris,Euphausia superba,Euphausia triacantha calyptopis,Euphausia vallentini,Euphausia vallentini calyptopis,Euphausia vallentini furcilia,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Heterorhabdus austrinus,Hyperiidea indet,Limacina sp.,Metridia gerlachei,Metridia lucens,Nauplius indet,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paracalanus sp.,Paraeuchaeta antarctica,Paraeuchaeta exigua,Pelagobia longicirrata,Phronima sp.,Pisces larvae,Pleuromamma borealis,Primno macropa,Pseudosagitta gazellae,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Siphonophorae nectophore,Solmundella bitentaculata,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura furcilia,Tomopteris sp.
component_1,0.7071274466467297,0.005965987410668604,0.00032893853109970287,0.0,4.813475459333495e-07,0.0003112284549734099,0.0011922303549561843,0.005291369396550182,5.15690333879407e-06,3.8715650206045734e-05,0.0,0.0003731971996410855,0.00033736930796949405,1.2623253450015538e-06,3.864855137525967e-06,7.021164224536069e-06,0.0010014869222714422,7.24139591281634e-05,0.0,0.000431280498067389,0.0009524962918714183,0.0025549205643545796,0.0059518479356952215,0.00021693369871317734,0.0009872989964970547,0.0029144468905650243,1.995949092804592e-06,0.005084318223920931,7.740515719024271e-05,3.956744474878524e-05,0.01263315940160514,0.23204464876323672,0.00045344182956696337,0.0,1.213286410593262e-06,0.00022166258702216085,0.0004399957478422574,6.294074307815796e-05,4.476525259613781e-06,5.028147074893904e-05,0.00010797434711560473,0.0003270387001526698,2.584158783040633e-05,0.0012989436912119402,0.001020837563712298,0.0017725945473878425,0.00013727727068593652,0.00011308493473255758,0.001296821213706458,0.0019379952898652285,0.0046956788541048025,8.340956422100569e-05
component_2,0.11189741873076384,0.0,2.3611401588560764e-05,0.7264664005803823,9.101203206876432e-06,4.032828077785484e-05,0.00515161026856475,0.010520363682615906,0.0,2.395920637430466e-05,0.00044292246655820055,0.0030941967983857156,0.0010122912766832868,3.7931960627511544e-05,0.0,0.0,0.00034861922597413295,0.0,0.0006275746423104846,0.0,0.0032330835317495774,0.0456872519506345,0.0,0.00022232218062883175,0.009952708504380464,0.050217836993194175,0.0,0.0,0.0,0.0,0.01361283314836397,0.0,0.0,0.012625188518219414,3.0719663973800334e-05,0.0,0.00021691222935597045,0.0,0.0,2.140292603797879e-05,0.0,0.0012027566314438624,0.0006939961940191369,0.0,0.0,0.0,1.1805863374895773e-05,0.0,0.0,0.0,0.002529505750291891,4.534618951783863e-05
