component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Candacia sp.,Chaetognatha indet,Clausocalanus laticeps,Copepoda nauplius indet,Ctenocalanus sp.,Euphausia frigida,Euphausia frigida furcilia,Euphausia superba,Euphausia triacantha,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Limacina sp.,Metridia gerlachei,Metridia sp.,Neogloboquadrina pachyderma,Oithona similis,Ostracoda indet,Paraeuchaeta sp.,Pisces egg,Rhincalanus gigas,Rhincalanus gigas nauplius,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura F2,Thysanoessa macrura F3,Thysanoessa macrura F5,Tomopteris sp.
component_1,0.4169724879790097,0.0,0.004769332727507666,0.0,0.0004869111984589655,0.003968082755535388,0.03180402286266026,0.21106689139455953,0.0001802864593019246,0.00034766737143398,2.0979553303116256e-05,0.0006789876148973223,0.007691511706292565,0.006318572446563575,0.017145819055730736,0.0,0.009017384697408166,3.730817589378128e-05,0.0,0.0033580809115760445,0.220172369223611,6.363889218327258e-05,0.0,5.429089497315691e-05,0.004751078873654566,0.05481250210851082,0.004471719513359358,0.00019276559438213166,0.00018494687014637137,0.0009827111943610334,0.0004496499246857203,0.0
component_2,0.30808666106833854,0.2686808587939654,0.029637364593224358,0.001091639103935287,0.0,0.0,0.0,0.04595924802757168,0.0009471628122918032,0.0,0.0,0.0,0.01580387402643494,0.0026640710836529856,0.0,0.0014923943170755906,0.007642596812280637,0.0006367091776796157,0.027902074032652782,0.0021499947637305286,0.14377887175029583,0.0,0.012620242430829586,0.0,0.08813573105868394,0.011271838468476077,0.02532592970046075,0.0032395454216682254,0.0,0.0009413603480615259,8.517120018407803e-05,0.0019066610085060178
