component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Candacia sp.,Chaetognatha indet,Clausocalanus laticeps,Copepoda nauplius indet,Ctenocalanus sp.,Euphausia frigida,Euphausia frigida furcilia,Euphausia superba,Euphausia triacantha,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Limacina sp.,Metridia gerlachei,Metridia sp.,Neogloboquadrina pachyderma,Oithona similis,Ostracoda indet,Paraeuchaeta sp.,Pisces egg,Rhincalanus gigas,Rhincalanus gigas nauplius,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura F2,Thysanoessa macrura F3,Thysanoessa macrura F5,Tomopteris sp.
component_1,15.714943112694332,0.0,0.17974757246350323,0.0,0.018350807320174207,0.14954990213368968,1.1986364195488495,7.954731515537563,0.006794672391098977,0.013102957921051138,0.0007906816305463469,0.02558982199053997,0.28987924239523166,0.23813563103996196,0.6461950820480098,0.0,0.33984901073900886,0.001406078047620928,0.0,0.1265600297732324,8.297900597965482,0.0023984353866180266,0.0,0.0020461261849088045,0.17905961754283387,2.0657846196870597,0.16853106570403997,0.007264988547523556,0.006970314893694859,0.037036617428747365,0.01694649692911897,0.0
component_2,10.25101914475556,8.939863276701121,0.9861290027673508,0.036322290990463295,0.0,0.0,0.0,1.5292097677176053,0.031515107107639745,0.0,0.0,0.0,0.5258449510423765,0.08864208397344012,0.0,0.049656686410298086,0.2542934055199442,0.021185331255180618,0.928390388909651,0.07153713636189239,4.783978513749113,0.0,0.41991544301619127,0.0,2.932554961278216,0.37504977182803156,0.8426739064842846,0.10778993813841228,0.0,0.03132204074214027,0.002833915628288518,0.06344065151336978
