component,Calanoida indet (small),Calanoides acutus,Calanus simillimus,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Cnidaria indet,Copepoda nauplius indet,Ctenocalanus sp.,Decapoda zoea indet,Egg indet,Egg mass,Eukrohnia hamata,Euphausia longirostris furcilia,Euphausia spinifera calyptopis,Euphausia superba,Euphausia triacantha furcilia,Euphausia vallentini calyptopis,Euphausia vallentini furcilia,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Euphausiidae nauplius indet,Foraminifera indet,Fritillaria sp.,Globigerina bulloides,Hyperiidea indet,Hyperoche medusarum,Limacina sp.,Lucicutia sp.,Mecynocera clausi,Metridia lucens,Neocalanus tonsus,Neogloboquadrina pachyderma,Oikopleura sp.,Oithona similis,Ostracoda indet,Pisces larvae,Primno macropa,Pseudosagitta sp.,Radiozoa indet,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Subeucalanus longiceps,Themisto gaudichaudii,Thysanoessa gregaria calyptopis,Thysanoessa gregaria furcilia,Thysanoessa macrura,Thysanoessa macrura C3,Thysanoessa macrura F1,Thysanoessa macrura F2,Turborotalita quinqueloba,Vibilia sp.
component_1,5.8235773231636205,0.052937842430174895,0.04051937933676023,0.018530367784916874,0.45819819766268394,0.0,0.000493627662082627,0.9508020794537546,0.45325829122270533,0.0,0.38771920171147845,0.00048472582850064177,0.0,0.0,0.00017144934499717227,0.10984903386913458,0.0,0.0,0.0,0.021177368117207943,0.019164344395007776,0.0,0.0144507958614442,0.12476842715389862,5.46371798804326,0.05060541744446791,0.0,0.0005364038694687011,0.10990643831124608,0.0,0.0,0.0,0.0,0.16602760111079579,0.44313911001932416,27.78221264543313,0.0,0.0,0.001120339931407518,0.0,1.4446129336930087,0.04088187526897493,1.539441776999738,0.0,0.0,0.282560326916172,0.0,0.0,0.15217739401609126,0.016885597094318472,0.05109914523726322,0.0,0.03251740046396229,0.001494515216492317
component_2,23.68457579500699,0.18839192913300862,0.43828335269556934,0.01289891481530442,4.828031251733013,1.7681274163494638,0.004186574860416954,0.42263267892669054,0.5042753640304567,0.0003363950011446852,0.0,0.0,0.0014392053410646611,0.0007303152811217738,2.308986407219068e-05,0.0,0.006667631511975297,0.018715995907359752,0.011563143434371214,0.0011307714564063045,0.010328749579166435,0.024010334604493606,0.01081292467748432,0.0,3.3610962279613825,0.0,0.038475875640582295,0.0019432531069305315,0.06507966661466974,0.005300205462907386,0.02450694868678941,0.0304894737041783,0.05256576409618862,0.0,0.5188038823851595,2.1167633243590025,0.10852452240575487,0.02142370703032474,0.0023940499605404415,0.009221908289163049,0.43084749308803644,0.01848255963635906,2.3189838546784913,0.17381605477302803,0.009587786430876617,0.0,0.0006175142884113798,0.004142503322022651,0.0067227832343427244,0.01406122959787882,0.14863458583418443,0.01112319275623811,0.0,0.000712032757277666
