component,Calanoida indet (small),Calanoides acutus,Calanus simillimus,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Cnidaria indet,Copepoda nauplius indet,Ctenocalanus sp.,Decapoda zoea indet,Egg indet,Egg mass,Eukrohnia hamata,Euphausia longirostris furcilia,Euphausia spinifera calyptopis,Euphausia superba,Euphausia triacantha furcilia,Euphausia vallentini calyptopis,Euphausia vallentini furcilia,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Euphausiidae nauplius indet,Foraminifera indet,Fritillaria sp.,Globigerina bulloides,Hyperiidea indet,Hyperoche medusarum,Limacina sp.,Lucicutia sp.,Mecynocera clausi,Metridia lucens,Neocalanus tonsus,Neogloboquadrina pachyderma,Oikopleura sp.,Oithona similis,Ostracoda indet,Pisces larvae,Primno macropa,Pseudosagitta sp.,Radiozoa indet,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Subeucalanus longiceps,Themisto gaudichaudii,Thysanoessa gregaria calyptopis,Thysanoessa gregaria furcilia,Thysanoessa macrura,Thysanoessa macrura C3,Thysanoessa macrura F1,Thysanoessa macrura F2,Turborotalita quinqueloba,Vibilia sp.
component_1,0.12644821074036955,0.0011494473386874885,0.0008798033808298898,0.0004023526641337412,0.009948926414775228,0.0,1.0718211707094084e-05,0.020644908626341944,0.009841665482894824,0.0,0.008418605370121127,1.0524924854994886e-05,0.0,0.0,3.7227054273443624e-06,0.0023851686023058684,0.0,0.0,0.0,0.00045982738066511564,0.0004161182936684222,0.0,0.0003137723050719793,0.0027091156337441754,0.11863453084584913,0.001098803043993285,0.0,1.1647017934962569e-05,0.002386415033595563,0.0,0.0,0.0,0.0,0.003604982286484199,0.009621946178707751,0.6032393637928153,0.0,0.0,2.4326109517596384e-05,0.0,0.03136709801229933,0.0008876743095538706,0.033426130956709654,0.0,0.0,0.006135274897552859,0.0,0.0,0.0033042506556800666,0.00036663951062633883,0.001109523429853611,0.0,0.0007060552094399604,3.24506337879357e-05
component_2,0.5716564920622919,0.0045470719118274085,0.010578510086047984,0.00031133124184059614,0.11653049785737131,0.04267593918919077,0.00010104815552435056,0.010200761742883034,0.012171308793120018,8.119308868609806e-06,0.0,0.0,3.473699861678674e-05,1.7627061397214125e-05,5.57302390042649e-07,0.0,0.00016093152241735849,0.0004517336792710891,0.0002790907496134794,2.7292565832218488e-05,0.00024929712919160245,0.0005795190833073825,0.0002609832932438489,0.0,0.08112420909667545,0.0,0.000928662784087401,4.690281404707462e-05,0.001570778140319003,0.000127927005674882,0.0005915054776026015,0.000735901108527788,0.0012687396458304306,0.0,0.012521972529274537,0.0510906974649839,0.0026193733980360324,0.0005170876317956906,5.778335293439919e-05,0.00022258214748412233,0.010399036429626996,0.00044609940652939656,0.05597153974757126,0.0041952651799912494,0.00023141306836801427,0.0,1.4904470106068353e-05,9.998443450792489e-05,0.00016226267736024766,0.0003393851448122804,0.0035874793229361455,0.0002684719965685118,0.0,1.7185790101615443e-05
