id,topic_label,group_id,ship,best_k,component,dominant_species,n_segments,period_start,period_end,top3_detail,umap_x,umap_y
396,G187_component_1,187,SA,2,component_1,Globigerina bulloides,148,2021-11-17,2021-11-20,"Globigerina bulloides (0.51), Oithona similis (0.25), Copepoda nauplius indet (0.06)",1.0150573253631592,10.973819732666016
397,G187_component_2,187,SA,2,component_2,Ctenocalanus sp.,148,2021-11-17,2021-11-20,"Ctenocalanus sp. (0.29), Fritillaria sp. (0.29), Calanoida indet (small) (0.16)",10.37057113647461,2.2306859493255615
398,G188_component_1,188,SA,3,component_1,Globigerina bulloides,58,2022-01-06,2022-01-07,"Globigerina bulloides (0.75), Limacina sp. (0.10), Euphausiidae metanauplius indet (0.07)",1.0555604696273804,10.929573059082031
399,G188_component_2,188,SA,3,component_2,Euphausia superba,58,2022-01-06,2022-01-07,"Euphausia superba (1.00), Calanus propinquus (0.00), Chaetognatha indet (0.00)",2.6844539642333984,2.993610382080078
400,G188_component_3,188,SA,3,component_3,Limacina sp.,58,2022-01-06,2022-01-07,"Limacina sp. (0.29), Oithona similis (0.25), Copepoda nauplius indet (0.17)",-2.197702407836914,3.0009405612945557
401,G189_component_1,189,SA,2,component_1,Neocalanus tonsus,72,2022-02-01,2022-02-04,"Neocalanus tonsus (0.68), Ctenocalanus sp. (0.07), Calanus simillimus (0.05)",11.074357032775879,16.13815689086914
402,G189_component_2,189,SA,2,component_2,Calanoida indet (small),72,2022-02-01,2022-02-04,"Calanoida indet (small) (0.25), Copepoda indet (0.23), Clausocalanus sp. (0.17)",8.862953186035156,3.112806558609009
403,G190_component_1,190,SA,2,component_1,Oithona similis,144,2022-11-24,2022-11-27,"Oithona similis (0.49), Fritillaria sp. (0.21), Copepoda nauplius indet (0.13)",3.0031394958496094,-1.6086291074752808
404,G190_component_2,190,SA,2,component_2,Calanoida indet (small),144,2022-11-24,2022-11-27,"Calanoida indet (small) (0.32), Ctenocalanus sp. (0.20), Oithona similis (0.13)",9.061580657958984,2.898374557495117
405,G191_component_1,191,SA,2,component_1,Oithona similis,208,2023-01-10,2023-01-14,"Oithona similis (0.69), Copepoda nauplius indet (0.15), Fritillaria sp. (0.09)",-1.576518177986145,8.174930572509766
406,G191_component_2,191,SA,2,component_2,Copepoda indet,208,2023-01-10,2023-01-14,"Copepoda indet (0.41), Calanoida indet (small) (0.12), Calanus simillimus (0.11)",8.847942352294922,3.132290840148926
407,G192_component_1,192,SH,2,component_1,Oithona similis,110,1999-12-07,1999-12-09,"Oithona similis (0.77), Calanoida indet (small) (0.17), Fritillaria sp. (0.02)",1.037831425666809,8.76511001586914
408,G192_component_2,192,SH,2,component_2,Calanoida indet (small),110,1999-12-07,1999-12-09,"Calanoida indet (small) (0.49), Oithona similis (0.22), Rhincalanus gigas nauplius (0.15)",10.452513694763184,13.391005516052246
409,G193_component_1,193,SH,2,component_1,Limacina sp.,275,2000-03-09,2000-03-16,"Limacina sp. (0.97), Oithona similis (0.01), Oikopleura sp. (0.01)",-2.596848964691162,2.497342348098755
410,G193_component_2,193,SH,2,component_2,Oithona similis,275,2000-03-09,2000-03-16,"Oithona similis (0.70), Calanoida indet (small) (0.16), Oikopleura sp. (0.04)",1.0373187065124512,8.828886985778809
411,G194_component_1,194,SH,2,component_1,Oithona similis,61,2000-12-06,2000-12-07,"Oithona similis (0.77), Nauplius indet (0.09), Calanoida indet (small) (0.05)",0.43266627192497253,7.80580472946167
412,G194_component_2,194,SH,2,component_2,Calanoida indet (small),61,2000-12-06,2000-12-07,"Calanoida indet (small) (0.55), Limacina sp. (0.14), Nauplius indet (0.08)",11.029464721679688,8.4993257522583
413,G195_component_1,195,SH,2,component_1,Oithona similis,188,2000-12-08,2000-12-11,"Oithona similis (0.82), Calanoida indet (small) (0.13), Nauplius indet (0.02)",0.4247371256351471,7.800721645355225
414,G195_component_2,195,SH,2,component_2,Nauplius indet,188,2000-12-08,2000-12-11,"Nauplius indet (0.50), Calanoida indet (small) (0.29), Oikopleura sp. (0.07)",10.558724403381348,13.323652267456055
415,G196_component_1,196,SH,2,component_1,Limacina sp.,138,2001-03-14,2001-03-16,"Limacina sp. (0.61), Oithona similis (0.34), Calanoida indet (small) (0.04)",-2.4443447589874268,3.008437395095825
416,G196_component_2,196,SH,2,component_2,Calanoida indet (small),138,2001-03-14,2001-03-16,"Calanoida indet (small) (0.46), Oithona similis (0.35), Calanus simillimus (0.08)",8.227326393127441,14.97384262084961
417,G197_component_1,197,SH,2,component_1,Oithona similis,98,2001-12-06,2001-12-08,"Oithona similis (0.75), Calanoida indet (small) (0.11), Nauplius indet (0.09)",0.4356837570667267,7.808312892913818
418,G197_component_2,197,SH,2,component_2,Calanoida indet (small),98,2001-12-06,2001-12-08,"Calanoida indet (small) (0.43), Foraminifera indet (0.22), Oithona similis (0.10)",15.37348747253418,10.53131103515625
419,G198_component_1,198,SH,2,component_1,Calanoida indet (small),111,2002-03-05,2002-03-07,"Calanoida indet (small) (0.55), Oithona similis (0.26), Rhincalanus gigas nauplius (0.11)",10.410633087158203,13.39189624786377
420,G198_component_2,198,SH,2,component_2,Fritillaria sp.,111,2002-03-05,2002-03-07,"Fritillaria sp. (0.52), Calanoida indet (small) (0.12), Oithona similis (0.09)",5.971349239349365,-1.7813923358917236
421,G199_component_1,199,SH,2,component_1,Oithona similis,59,2002-03-10,2002-03-11,"Oithona similis (0.37), Ctenocalanus citer (0.33), Fritillaria sp. (0.06)",-1.8860971927642822,3.993372917175293
422,G199_component_2,199,SH,2,component_2,Ctenocalanus citer,59,2002-03-10,2002-03-11,"Ctenocalanus citer (0.24), Calanoida indet (small) (0.22), Euphausia superba C2 (0.16)",14.438735961914062,7.783153533935547
423,G200_component_1,200,SH,2,component_1,Calanus simillimus,217,2002-03-13,2002-03-17,"Calanus simillimus (0.46), Ctenocalanus citer (0.17), Clausocalanus laticeps (0.16)",15.622661590576172,0.48259246349334717
424,G200_component_2,200,SH,2,component_2,Oithona similis,217,2002-03-13,2002-03-17,"Oithona similis (0.31), Ctenocalanus citer (0.21), Calanoida indet (small) (0.18)",1.4656310081481934,12.285850524902344
425,G201_component_1,201,SH,2,component_1,Calanoida indet (small),130,2002-12-07,2002-12-09,"Calanoida indet (small) (0.47), Oithona similis (0.26), Copepoda nauplius indet (0.14)",7.948271751403809,15.227680206298828
426,G201_component_2,201,SH,2,component_2,Foraminifera indet,130,2002-12-07,2002-12-09,"Foraminifera indet (0.44), Oithona similis (0.36), Copepoda nauplius indet (0.16)",-4.534817218780518,4.701004981994629
427,G202_component_1,202,SH,2,component_1,Calanoida indet (small),63,2003-03-14,2003-03-15,"Calanoida indet (small) (0.41), Oithona similis (0.28), Copepoda nauplius indet (0.14)",7.944397449493408,15.22596263885498
428,G202_component_2,202,SH,2,component_2,Oithona similis,63,2003-03-14,2003-03-15,"Oithona similis (0.50), Copepoda nauplius indet (0.20), Limacina sp. (0.15)",-1.9793000221252441,7.5719757080078125
429,G203_component_1,203,SH,2,component_1,Calanoida indet (small),59,2003-03-17,2003-03-17,"Calanoida indet (small) (0.77), Oithona similis (0.13), Copepoda nauplius indet (0.05)",12.792469024658203,8.356171607971191
430,G203_component_2,203,SH,2,component_2,Oithona similis,59,2003-03-17,2003-03-17,"Oithona similis (0.45), Thysanoessa macrura furcilia (0.29), Thysanoessa macrura (0.07)",2.486149787902832,2.136310577392578
431,G204_component_1,204,SH,2,component_1,Oithona similis,124,2004-03-11,2004-03-14,"Oithona similis (0.54), Oikopleura sp. (0.20), Calanoida indet (small) (0.13)",0.805406391620636,0.9662612676620483
432,G204_component_2,204,SH,2,component_2,Foraminifera indet,124,2004-03-11,2004-03-14,"Foraminifera indet (0.69), Calanoida indet (small) (0.11), Oikopleura sp. (0.10)",-7.460977077484131,5.9637346267700195
433,G205_component_1,205,SH,2,component_1,Oithona similis,173,2004-12-06,2004-12-09,"Oithona similis (0.40), Copepoda nauplius indet (0.25), Foraminifera indet (0.17)",-2.009103775024414,7.595365524291992
434,G205_component_2,205,SH,2,component_2,Calanoida indet (small),173,2004-12-06,2004-12-09,"Calanoida indet (small) (0.54), Oithona similis (0.20), Copepoda nauplius indet (0.10)",7.956737518310547,15.216370582580566
435,G206_component_1,206,SH,2,component_1,Calanoida indet (small),171,2005-03-14,2005-03-17,"Calanoida indet (small) (0.67), Oithona similis (0.16), Calanus simillimus (0.04)",12.242679595947266,8.258990287780762
436,G206_component_2,206,SH,2,component_2,Oithona similis,171,2005-03-14,2005-03-17,"Oithona similis (0.66), Copepoda nauplius indet (0.17), Foraminifera indet (0.07)",-1.878045916557312,7.913707256317139
437,G207_component_1,207,SH,2,component_1,Oithona similis,124,2005-12-07,2005-12-09,"Oithona similis (0.88), Copepoda nauplius indet (0.05), Calanoida indet (small) (0.03)",-1.3813382387161255,7.966976642608643
438,G207_component_2,207,SH,2,component_2,Calanoida indet (small),124,2005-12-07,2005-12-09,"Calanoida indet (small) (0.71), Copepoda nauplius indet (0.10), Calanus simillimus (0.05)",10.30495548248291,7.502571105957031
439,G208_component_1,208,SH,2,component_1,Calanoida indet (small),156,2006-03-13,2006-03-16,"Calanoida indet (small) (0.39), Oithona similis (0.36), Metridia lucens (0.06)",5.105500221252441,16.242305755615234
440,G208_component_2,208,SH,2,component_2,Oithona similis,156,2006-03-13,2006-03-16,"Oithona similis (0.51), Foraminifera indet (0.41), Oikopleura sp. (0.03)",-4.139400959014893,4.742906093597412
441,G209_component_1,209,SH,2,component_1,Oithona similis,180,2006-12-06,2006-12-09,"Oithona similis (0.72), Copepoda nauplius indet (0.09), Ctenocalanus citer (0.05)",-1.557064175605774,8.099961280822754
442,G209_component_2,209,SH,2,component_2,Calanoida indet (small),180,2006-12-06,2006-12-09,"Calanoida indet (small) (0.51), Oithona similis (0.17), Calanus simillimus (0.07)",14.070794105529785,7.672757148742676
443,G210_component_1,210,SH,2,component_1,Oithona similis,99,2007-03-12,2007-03-14,"Oithona similis (0.62), Foraminifera indet (0.11), Ctenocalanus citer (0.06)",-3.2054314613342285,4.908101558685303
444,G210_component_2,210,SH,2,component_2,Oithona similis,99,2007-03-12,2007-03-14,"Oithona similis (0.35), Calanoida indet (small) (0.32), Ctenocalanus citer (0.14)",5.308244705200195,16.177215576171875
445,G211_component_1,211,SH,2,component_1,Clausocalanus laticeps,116,2007-03-15,2007-03-17,"Clausocalanus laticeps (0.24), Oithona similis (0.23), Calanoida indet (small) (0.19)",1.4722561836242676,12.272345542907715
446,G211_component_2,211,SH,2,component_2,Oithona similis,116,2007-03-15,2007-03-17,"Oithona similis (0.60), Calanoida indet (small) (0.08), Oikopleura sp. (0.08)",-2.391292095184326,4.68172025680542
447,G212_component_1,212,SH,2,component_1,Calanoida indet (small),21,2007-12-06,2007-12-06,"Calanoida indet (small) (0.46), Oithona similis (0.23), Foraminifera indet (0.15)",15.00074291229248,10.67802619934082
448,G212_component_2,212,SH,2,component_2,Neocalanus tonsus,21,2007-12-06,2007-12-06,"Neocalanus tonsus (0.56), Calanoida indet (small) (0.20), Ctenocalanus citer (0.11)",10.908517837524414,15.505343437194824
449,G213_component_1,213,SH,2,component_1,Oithona similis,47,2007-12-08,2007-12-09,"Oithona similis (0.51), Foraminifera indet (0.30), Ctenocalanus citer (0.14)",-3.9533095359802246,4.766117095947266
450,G213_component_2,213,SH,2,component_2,Ctenocalanus citer,47,2007-12-08,2007-12-09,"Ctenocalanus citer (0.38), Clausocalanus laticeps (0.18), Calanus simillimus (0.15)",-1.4176896810531616,3.830519437789917
451,G214_component_1,214,SH,2,component_1,Ctenocalanus citer,107,2008-03-12,2008-03-13,"Ctenocalanus citer (0.37), Oithona similis (0.26), Fritillaria sp. (0.12)",-1.6785845756530762,3.923309803009033
452,G214_component_2,214,SH,2,component_2,Calanus simillimus,107,2008-03-12,2008-03-13,"Calanus simillimus (0.35), Ctenocalanus citer (0.21), Calanoida indet (small) (0.16)",15.641548156738281,0.49572888016700745
453,G215_component_1,215,SH,2,component_1,Ctenocalanus citer,44,2008-03-15,2008-03-15,"Ctenocalanus citer (0.30), Oithona similis (0.18), Metridia sp. (0.09)",-1.4411582946777344,3.8454325199127197
454,G215_component_2,215,SH,2,component_2,Fritillaria sp.,44,2008-03-15,2008-03-15,"Fritillaria sp. (0.44), Foraminifera indet (0.26), Oithona similis (0.23)",4.75476598739624,-2.0019237995147705
455,G216_component_1,216,SH2,2,component_1,Calanoida indet (small),165,2009-12-02,2009-12-05,"Calanoida indet (small) (0.38), Oithona similis (0.21), Foraminifera indet (0.13)",15.010558128356934,10.72508716583252
456,G216_component_2,216,SH2,2,component_2,Oithona similis,165,2009-12-02,2009-12-05,"Oithona similis (0.36), Foraminifera indet (0.24), Subeucalanus longiceps (0.18)",-3.86643123626709,4.785730838775635
457,G217_component_1,217,SH2,2,component_1,Foraminifera indet,184,2010-03-07,2010-03-12,"Foraminifera indet (0.47), Oithona similis (0.17), Oikopleura sp. (0.12)",-6.132773399353027,5.394728660583496
458,G217_component_2,217,SH2,2,component_2,Ctenocalanus citer,184,2010-03-07,2010-03-12,"Ctenocalanus citer (0.40), Oithona similis (0.19), Calanus simillimus (0.10)",-1.4342682361602783,3.848889112472534
459,G218_component_1,218,SH2,2,component_1,Ctenocalanus sp.,177,2010-12-03,2010-12-06,"Ctenocalanus sp. (0.49), Calanoida indet (small) (0.11), Oithona similis (0.10)",2.5602355003356934,17.358436584472656
460,G218_component_2,218,SH2,2,component_2,Oithona similis,177,2010-12-03,2010-12-06,"Oithona similis (0.62), Calanoida indet (small) (0.11), Copepoda nauplius indet (0.09)",1.378784418106079,8.17035961151123
461,G219_component_1,219,SH2,2,component_1,Ctenocalanus sp.,147,2011-03-10,2011-03-13,"Ctenocalanus sp. (0.60), Calanus simillimus (0.18), Oithona similis (0.12)",2.571028232574463,17.355907440185547
462,G219_component_2,219,SH2,2,component_2,Calanoida indet (small),147,2011-03-10,2011-03-13,"Calanoida indet (small) (0.56), Oithona similis (0.18), Calanus simillimus (0.08)",14.152534484863281,7.702904224395752
463,G220_component_1,220,SH2,2,component_1,Calanoida indet (small),182,2011-12-03,2011-12-06,"Calanoida indet (small) (0.59), Oithona similis (0.17), Foraminifera indet (0.04)",13.89869499206543,6.280088901519775
464,G220_component_2,220,SH2,2,component_2,Oithona similis,182,2011-12-03,2011-12-06,"Oithona similis (0.43), Ctenocalanus sp. (0.36), Foraminifera indet (0.06)",2.210810661315918,17.055944442749023
465,G221_component_1,221,SH2,2,component_1,Calanoida indet (small),185,2012-03-10,2012-03-13,"Calanoida indet (small) (0.53), Calanus simillimus (0.21), Ctenocalanus sp. (0.10)",11.148538589477539,1.2408486604690552
466,G221_component_2,221,SH2,2,component_2,Oithona similis,185,2012-03-10,2012-03-13,"Oithona similis (0.42), Ctenocalanus sp. (0.34), Calanoida indet (small) (0.17)",2.297107219696045,17.109285354614258
467,G222_component_1,222,SH2,2,component_1,Calanoida indet (small),184,2012-12-03,2012-12-06,"Calanoida indet (small) (0.36), Ctenocalanus sp. (0.25), Oithona similis (0.12)",9.323148727416992,2.682079792022705
468,G222_component_2,222,SH2,2,component_2,Oithona similis,184,2012-12-03,2012-12-06,"Oithona similis (0.56), Copepoda nauplius indet (0.13), Foraminifera indet (0.11)",-3.468886137008667,9.403160095214844
469,G223_component_1,223,SH2,2,component_1,Oithona similis,37,2013-03-10,2013-03-10,"Oithona similis (0.40), Ctenocalanus sp. (0.24), Calanoida indet (small) (0.18)",2.1871190071105957,16.877643585205078
470,G223_component_2,223,SH2,2,component_2,Limacina sp.,37,2013-03-10,2013-03-10,"Limacina sp. (0.31), Oithona similis (0.24), Copepoda nauplius indet (0.17)",-2.2442803382873535,3.0768282413482666
471,G224_component_1,224,SH2,2,component_1,Calanoida indet (small),82,2013-03-12,2013-03-13,"Calanoida indet (small) (0.37), Oithona similis (0.26), Ctenocalanus sp. (0.14)",10.1871337890625,3.076408863067627
472,G224_component_2,224,SH2,2,component_2,Fritillaria sp.,82,2013-03-12,2013-03-13,"Fritillaria sp. (0.77), Oithona similis (0.10), Foraminifera indet (0.07)",6.358420372009277,-1.1858537197113037
473,G225_component_1,225,SH2,2,component_1,Calanoida indet (small),108,2013-12-01,2013-12-02,"Calanoida indet (small) (0.40), Ctenocalanus sp. (0.28), Oithona similis (0.16)",9.115184783935547,2.8551268577575684
474,G225_component_2,225,SH2,2,component_2,Oithona similis,108,2013-12-01,2013-12-02,"Oithona similis (0.68), Copepoda nauplius indet (0.11), Ctenocalanus sp. (0.09)",-3.463040828704834,9.397467613220215
475,G226_component_1,226,SH2,2,component_1,Oithona similis,171,2014-03-06,2014-03-10,"Oithona similis (0.67), Ctenocalanus sp. (0.09), Fritillaria sp. (0.09)",-4.10150146484375,9.86759090423584
476,G226_component_2,226,SH2,2,component_2,Calanoida indet (small),171,2014-03-06,2014-03-10,"Calanoida indet (small) (0.53), Ctenocalanus sp. (0.10), Oithona similis (0.08)",13.777765274047852,5.68123722076416
477,G227_component_1,227,SH2,2,component_1,Oithona similis,177,2014-12-03,2014-12-06,"Oithona similis (0.64), Fritillaria sp. (0.11), Ctenocalanus sp. (0.09)",-4.11480712890625,9.97153377532959
478,G227_component_2,227,SH2,2,component_2,Calanoida indet (small),177,2014-12-03,2014-12-06,"Calanoida indet (small) (0.56), Oithona similis (0.12), Copepoda nauplius indet (0.05)",13.83281421661377,5.980051517486572
479,G228_component_1,228,SH2,2,component_1,Calanoida indet (small),167,2015-02-28,2015-03-03,"Calanoida indet (small) (0.52), Calanus simillimus (0.26), Ctenocalanus sp. (0.11)",11.011367797851562,1.60649836063385
480,G228_component_2,228,SH2,2,component_2,Oithona similis,167,2015-02-28,2015-03-03,"Oithona similis (0.78), Calanoida indet (small) (0.16), Fritillaria sp. (0.01)",1.0243922472000122,8.618803977966309
481,G229_component_1,229,SH2,2,component_1,Calanoida indet (small),177,2015-12-09,2015-12-13,"Calanoida indet (small) (0.53), Oithona similis (0.17), Ctenocalanus sp. (0.11)",13.834197998046875,5.56606388092041
482,G229_component_2,229,SH2,2,component_2,Oithona similis,177,2015-12-09,2015-12-13,"Oithona similis (0.60), Copepoda nauplius indet (0.15), Foraminifera indet (0.09)",-1.9626628160476685,7.602278232574463
483,G230_component_1,230,SH2,2,component_1,Calanus simillimus,170,2016-03-16,2016-03-20,"Calanus simillimus (0.51), Calanoida indet (small) (0.33), Ctenocalanus sp. (0.06)",12.291926383972168,-0.14889764785766602
484,G230_component_2,230,SH2,2,component_2,Oithona similis,170,2016-03-16,2016-03-20,"Oithona similis (0.39), Calanoida indet (small) (0.19), Ctenocalanus sp. (0.16)",2.222412347793579,16.200359344482422
485,G231_component_1,231,SH2,2,component_1,Oithona similis,179,2016-12-05,2016-12-08,"Oithona similis (0.48), Rhincalanus gigas nauplius (0.16), Ctenocalanus sp. (0.11)",-4.130438327789307,10.003268241882324
486,G231_component_2,231,SH2,2,component_2,Calanoida indet (small),179,2016-12-05,2016-12-08,"Calanoida indet (small) (0.52), Oithona similis (0.11), Ctenocalanus sp. (0.11)",13.824936866760254,5.970117092132568
487,G232_component_1,232,SH2,2,component_1,Calanoida indet (small),169,2017-03-12,2017-03-15,"Calanoida indet (small) (0.30), Clausocalanus brevipes (0.28), Ctenocalanus sp. (0.09)",8.80939769744873,11.810093879699707
488,G232_component_2,232,SH2,2,component_2,Oithona similis,169,2017-03-12,2017-03-15,"Oithona similis (0.38), Ctenocalanus sp. (0.20), Calanoida indet (small) (0.13)",2.1895265579223633,16.9055233001709
489,G233_component_1,233,SH2,2,component_1,Oithona similis,121,2017-12-06,2017-12-08,"Oithona similis (0.73), Ctenocalanus sp. (0.20), Fritillaria sp. (0.04)",-3.7949821949005127,9.594799041748047
490,G233_component_2,233,SH2,2,component_2,Calanoida indet (small),121,2017-12-06,2017-12-08,"Calanoida indet (small) (0.41), Ctenocalanus sp. (0.26), Oithona similis (0.11)",9.569916725158691,2.6366517543792725
491,G234_component_1,234,SH2,2,component_1,Calanoida indet (small),48,2018-03-11,2018-03-11,"Calanoida indet (small) (0.42), Oithona similis (0.22), Ctenocalanus sp. (0.21)",10.05314826965332,2.835172653198242
492,G234_component_2,234,SH2,2,component_2,Calanoida indet (small),48,2018-03-11,2018-03-11,"Calanoida indet (small) (0.31), Calanoides acutus (0.27), Oithona similis (0.14)",11.3279447555542,-0.5896136164665222
493,G235_component_1,235,SH2,2,component_1,Oithona similis,117,2018-12-04,2018-12-05,"Oithona similis (0.78), Ctenocalanus sp. (0.09), Copepoda nauplius indet (0.05)",-3.5329787731170654,9.454817771911621
494,G235_component_2,235,SH2,2,component_2,Calanoida indet (small),117,2018-12-04,2018-12-05,"Calanoida indet (small) (0.35), Ctenocalanus sp. (0.21), Foraminifera indet (0.10)",9.30566120147705,2.6274302005767822
495,G236_component_1,236,SH2,2,component_1,Calanoida indet (small),49,2019-03-10,2019-03-11,"Calanoida indet (small) (0.56), Oithona similis (0.24), Ctenocalanus sp. (0.11)",13.809235572814941,5.622381687164307
496,G236_component_2,236,SH2,2,component_2,Calanoides acutus,49,2019-03-10,2019-03-11,"Calanoides acutus (0.29), Ctenocalanus sp. (0.25), Calanoida indet (small) (0.14)",11.267196655273438,-0.6505280137062073
497,G237_component_1,237,SH2,2,component_1,Oithona similis,180,2019-12-05,2019-12-07,"Oithona similis (0.87), Copepoda nauplius indet (0.04), Fritillaria sp. (0.04)",-2.9632551670074463,9.154621124267578
498,G237_component_2,237,SH2,2,component_2,Calanoida indet (small),180,2019-12-05,2019-12-07,"Calanoida indet (small) (0.48), Ctenocalanus sp. (0.33), Clausocalanus laticeps (0.04)",10.44009780883789,2.1909427642822266
499,G238_component_1,238,SH2,2,component_1,Calanoida indet (small),60,2020-03-13,2020-03-14,"Calanoida indet (small) (0.51), Oithona similis (0.18), Ctenocalanus sp. (0.14)",13.847737312316895,5.563411712646484
500,G238_component_2,238,SH2,2,component_2,Neocalanus tonsus,60,2020-03-13,2020-03-14,"Neocalanus tonsus (0.66), Ctenocalanus sp. (0.12), Euphausiidae furcilia indet (0.09)",11.059194564819336,16.203556060791016
501,G239_component_1,239,SH2,2,component_1,Calanoida indet (small),60,2021-12-01,2021-12-02,"Calanoida indet (small) (0.33), Ctenocalanus sp. (0.25), Oithona similis (0.19)",9.346029281616211,2.667055606842041
502,G239_component_2,239,SH2,2,component_2,Oithona similis,60,2021-12-01,2021-12-02,"Oithona similis (0.48), Copepoda nauplius indet (0.13), Foraminifera indet (0.12)",-2.0077760219573975,7.624788761138916
503,G240_component_1,240,SH2,2,component_1,Oithona similis,60,2022-12-06,2022-12-07,"Oithona similis (0.60), Fritillaria sp. (0.10), Calanoida indet (small) (0.10)",-4.6869659423828125,9.792410850524902
504,G240_component_2,240,SH2,2,component_2,Ctenocalanus sp.,60,2022-12-06,2022-12-07,"Ctenocalanus sp. (0.32), Calanoida indet (small) (0.31), Oithona similis (0.19)",9.366984367370605,2.6126346588134766
505,G241_component_1,241,TA,2,component_1,Foraminifera indet,100,2002-02-07,2002-02-09,"Foraminifera indet (0.66), Oikopleura sp. (0.17), Fritillaria sp. (0.06)",-7.258455276489258,5.862908840179443
506,G241_component_2,241,TA,2,component_2,Foraminifera indet,100,2002-02-07,2002-02-09,"Foraminifera indet (0.31), Oithona similis (0.21), Fritillaria sp. (0.19)",4.682925224304199,-2.0261621475219727
507,G242_component_1,242,TA,2,component_1,Oithona similis,63,2002-02-11,2002-02-12,"Oithona similis (0.41), Limacina sp. (0.28), Foraminifera indet (0.07)",-2.361924171447754,3.434870958328247
508,G242_component_2,242,TA,2,component_2,Fritillaria sp.,63,2002-02-11,2002-02-12,"Fritillaria sp. (0.84), Oithona similis (0.05), Foraminifera indet (0.04)",6.198943138122559,-1.3348904848098755
509,G243_component_1,243,TA,2,component_1,Oithona similis,47,2002-02-19,2002-02-22,"Oithona similis (0.52), Fritillaria sp. (0.22), Cyclopoida nauplius indet (0.11)",3.69036865234375,-1.219438910484314
510,G243_component_2,243,TA,2,component_2,Ctenocalanus citer,47,2002-02-19,2002-02-22,"Ctenocalanus citer (0.28), Fritillaria sp. (0.22), Calanoida indet (small) (0.20)",-0.8252311944961548,3.5672595500946045
511,G244_component_1,244,TA,2,component_1,Oithona similis,115,2002-02-25,2002-02-27,"Oithona similis (0.40), Limacina sp. (0.21), Foraminifera indet (0.10)",-2.3352210521698,3.744107246398926
512,G244_component_2,244,TA,2,component_2,Fritillaria sp.,115,2002-02-25,2002-02-27,"Fritillaria sp. (0.82), Foraminifera indet (0.09), Euphausia superba C2 (0.02)",6.182802200317383,-1.3088780641555786
513,G245_component_1,245,TA,2,component_1,Foraminifera indet,128,2002-02-28,2002-03-03,"Foraminifera indet (0.83), Oikopleura sp. (0.05), Calanus simillimus (0.02)",-7.240627288818359,5.855508327484131
514,G245_component_2,245,TA,2,component_2,Ctenocalanus citer,128,2002-02-28,2002-03-03,"Ctenocalanus citer (0.36), Calanoida indet (small) (0.12), Limacina sp. (0.12)",-0.858875572681427,3.603652238845825
515,G246_component_1,246,TA,2,component_1,Calanoida indet (small),363,2006-01-30,2006-02-06,"Calanoida indet (small) (0.51), Oithona similis (0.39), Clausocalanus brevipes (0.03)",8.38187313079834,14.837788581848145
516,G246_component_2,246,TA,2,component_2,Calanus simillimus,363,2006-01-30,2006-02-06,"Calanus simillimus (0.82), Limacina sp. (0.04), Clausocalanus brevipes (0.04)",15.500967979431152,-0.40353769063949585
517,G247_component_1,247,TA,2,component_1,Limacina sp.,64,2006-02-18,2006-02-20,"Limacina sp. (0.97), Pisces larvae (0.01), Oikopleura sp. (0.01)",-2.6481571197509766,2.1602163314819336
518,G247_component_2,247,TA,2,component_2,Calanoida indet (small),64,2006-02-18,2006-02-20,"Calanoida indet (small) (0.54), Oithona similis (0.24), Foraminifera indet (0.11)",14.595010757446289,10.495055198669434
519,G248_component_1,248,TA,2,component_1,Oithona similis,70,2006-03-06,2006-03-07,"Oithona similis (0.96), Oikopleura sp. (0.02), Themisto gaudichaudii (0.01)",2.3716657161712646,1.9213004112243652
520,G248_component_2,248,TA,2,component_2,Calanoida indet (small),70,2006-03-06,2006-03-07,"Calanoida indet (small) (0.44), Foraminifera indet (0.36), Oithona similis (0.09)",15.647764205932617,10.781839370727539
521,G249_component_1,249,TA,2,component_1,Oithona similis,87,2006-03-11,2006-03-13,"Oithona similis (0.61), Calanoida indet (small) (0.23), Foraminifera indet (0.13)",1.5185610055923462,14.130890846252441
522,G249_component_2,249,TA,2,component_2,Calanus simillimus,87,2006-03-11,2006-03-13,"Calanus simillimus (0.64), Calanoida indet (small) (0.17), Metridia lucens (0.05)",14.288597106933594,-0.21041548252105713
523,G250_component_1,250,TA,2,component_1,Calanoida indet (small),287,2008-01-31,2008-02-06,"Calanoida indet (small) (0.44), Oithona similis (0.29), Fritillaria sp. (0.06)",8.681878089904785,14.617382049560547
524,G250_component_2,250,TA,2,component_2,Oithona similis,287,2008-01-31,2008-02-06,"Oithona similis (0.39), Foraminifera indet (0.37), Oikopleura sp. (0.08)",-4.478840351104736,4.704511642456055
525,G251_component_1,251,TA,2,component_1,Calanoida indet (small),201,2008-03-14,2008-03-18,"Calanoida indet (small) (0.47), Oithona similis (0.18), Calanus simillimus (0.11)",13.868752479553223,6.478031635284424
526,G251_component_2,251,TA,2,component_2,Oithona similis,201,2008-03-14,2008-03-18,"Oithona similis (0.64), Foraminifera indet (0.12), Fritillaria sp. (0.08)",-2.7535223960876465,4.929980278015137
527,G252_component_1,252,TA,2,component_1,Calanus simillimus,399,2010-02-02,2010-02-09,"Calanus simillimus (0.85), Calanoida indet (small) (0.05), Limacina sp. (0.04)",15.455636978149414,-0.3634428381919861
