id,topic_label,group_id,ship,best_k,component,dominant_species,n_segments,period_start,period_end,top3_detail,umap_x,umap_y
132,G59_component_1,59,AA,2,component_1,Oithona similis,175,2005-12-07,2005-12-09,"Oithona similis (0.87), Calanoida indet (small) (0.04), Foraminifera indet (0.02)",-0.8081956505775452,7.355195045471191
133,G59_component_2,59,AA,2,component_2,Foraminifera indet,175,2005-12-07,2005-12-09,"Foraminifera indet (0.59), Calanoida indet (small) (0.27), Rhincalanus gigas nauplius (0.04)",-7.883706092834473,5.80552339553833
134,G60_component_1,60,AA,2,component_1,Oithona similis,251,2005-12-20,2005-12-23,"Oithona similis (0.82), Calanoida indet (small) (0.08), Rhincalanus gigas nauplius (0.04)",-0.7282586097717285,6.845648765563965
135,G60_component_2,60,AA,2,component_2,Calanoida indet (small),251,2005-12-20,2005-12-23,"Calanoida indet (small) (0.60), Calanus simillimus (0.09), Foraminifera indet (0.05)",11.224875450134277,7.983553886413574
136,G61_component_1,61,AA,2,component_1,Oithona similis,242,2006-01-06,2006-01-10,"Oithona similis (0.55), Calanoida indet (small) (0.28), Foraminifera indet (0.07)",1.493348479270935,14.131468772888184
137,G61_component_2,61,AA,2,component_2,Calanus simillimus,242,2006-01-06,2006-01-10,"Calanus simillimus (0.33), Calanoida indet (small) (0.33), Foraminifera indet (0.11)",11.586753845214844,-0.3527035117149353
138,G62_component_1,62,AA,2,component_1,Limacina sp.,358,2006-03-04,2006-03-09,"Limacina sp. (0.45), Calanoida indet (small) (0.33), Oithona similis (0.10)",-2.733875036239624,1.387233853340149
139,G62_component_2,62,AA,2,component_2,Calanus simillimus,358,2006-03-04,2006-03-09,"Calanus simillimus (0.31), Calanoida indet (small) (0.25), Oithona similis (0.22)",12.765039443969727,-0.21179631352424622
140,G63_component_1,63,AA,2,component_1,Calanoida indet (small),166,2006-03-18,2006-03-21,"Calanoida indet (small) (0.49), Oithona similis (0.24), Calanus simillimus (0.10)",13.559730529785156,10.655601501464844
141,G63_component_2,63,AA,2,component_2,Foraminifera indet,166,2006-03-18,2006-03-21,"Foraminifera indet (0.56), Oithona similis (0.16), Calanus simillimus (0.08)",-6.385622024536133,5.50985050201416
142,G64_component_1,64,AA,2,component_1,Foraminifera indet,83,2006-03-30,2006-03-31,"Foraminifera indet (0.76), Oithona similis (0.13), Calanoida indet (small) (0.09)",-6.535891532897949,5.598442554473877
143,G64_component_2,64,AA,2,component_2,Calanoida indet (small),83,2006-03-30,2006-03-31,"Calanoida indet (small) (0.38), Oithona similis (0.31), Calanus simillimus (0.18)",13.281492233276367,10.938736915588379
144,G65_component_1,65,AA,2,component_1,Oithona similis,275,2006-11-24,2006-11-28,"Oithona similis (0.56), Calanoida indet (small) (0.27), Rhincalanus gigas nauplius (0.06)",1.3573122024536133,13.93586540222168
145,G65_component_2,65,AA,2,component_2,Foraminifera indet,275,2006-11-24,2006-11-28,"Foraminifera indet (0.55), Calanoida indet (small) (0.26), Copepoda nauplius indet (0.06)",-7.899438381195068,5.805272579193115
146,G66_component_1,66,AA,2,component_1,Calanoida indet (small),171,2007-01-07,2007-01-10,"Calanoida indet (small) (0.62), Oithona similis (0.20), Calanus simillimus (0.06)",14.151778221130371,7.716775894165039
147,G66_component_2,66,AA,2,component_2,Oithona similis,171,2007-01-07,2007-01-10,"Oithona similis (0.72), Calanus simillimus (0.11), Clausocalanus brevipes (0.03)",1.203773021697998,1.1854071617126465
148,G67_component_1,67,AA,2,component_1,Thysanoessa macrura F6,21,2007-02-25,2007-02-25,"Thysanoessa macrura F6 (0.59), Neocalanus tonsus (0.13), Calanoida indet (small) (0.07)",10.982071876525879,15.629780769348145
149,G67_component_2,67,AA,2,component_2,Limacina sp.,21,2007-02-25,2007-02-25,"Limacina sp. (0.41), Calanoida indet (small) (0.16), Neocalanus tonsus (0.10)",-2.7524514198303223,1.346464991569519
150,G68_component_1,68,AA,2,component_1,Calanus simillimus,328,2007-02-26,2007-03-05,"Calanus simillimus (0.63), Calanoida indet (small) (0.19), Clausocalanus brevipes (0.05)",14.293634414672852,-0.16496291756629944
151,G68_component_2,68,AA,2,component_2,Calanoida indet (small),328,2007-02-26,2007-03-05,"Calanoida indet (small) (0.49), Oithona similis (0.29), Clausocalanus brevipes (0.07)",10.155998229980469,13.549880981445312
152,G69_component_1,69,AA,2,component_1,Calanoida indet (small),244,2007-03-26,2007-03-30,"Calanoida indet (small) (0.41), Oithona similis (0.19), Clausocalanus brevipes (0.10)",9.015677452087402,12.936327934265137
153,G69_component_2,69,AA,2,component_2,Calanus simillimus,244,2007-03-26,2007-03-30,"Calanus simillimus (0.47), Oithona similis (0.34), Calanoida indet (small) (0.06)",0.9915784001350403,1.6439290046691895
154,G70_component_1,70,AA,2,component_1,Calanoida indet (small),358,2007-11-25,2007-11-30,"Calanoida indet (small) (0.70), Foraminifera indet (0.16), Calanus simillimus (0.04)",11.301177978515625,8.026191711425781
155,G70_component_2,70,AA,2,component_2,Oithona similis,358,2007-11-25,2007-11-30,"Oithona similis (0.77), Calanoida indet (small) (0.14), Copepoda nauplius indet (0.02)",1.012061357498169,8.356745719909668
156,G71_component_1,71,AA,2,component_1,Calanoida indet (small),210,2007-12-17,2007-12-21,"Calanoida indet (small) (0.77), Clausocalanus brevipes (0.06), Calanus simillimus (0.05)",10.317509651184082,7.492945671081543
157,G71_component_2,71,AA,2,component_2,Oithona similis,210,2007-12-17,2007-12-21,"Oithona similis (0.66), Calanus simillimus (0.09), Foraminifera indet (0.09)",1.230838418006897,1.1436067819595337
158,G72_component_1,72,AA,2,component_1,Calanoida indet (small),166,2008-01-21,2008-01-24,"Calanoida indet (small) (0.55), Oithona similis (0.39), Fritillaria sp. (0.03)",8.255386352539062,14.94577407836914
159,G72_component_2,72,AA,2,component_2,Calanus simillimus,166,2008-01-21,2008-01-24,"Calanus simillimus (0.69), Calanoida indet (small) (0.17), Clausocalanus brevipes (0.09)",14.287826538085938,-0.19539032876491547
160,G73_component_1,73,AA,2,component_1,Oithona similis,253,2008-02-02,2008-02-07,"Oithona similis (0.47), Calanoida indet (small) (0.40), Fritillaria sp. (0.06)",2.4563515186309814,15.521417617797852
161,G73_component_2,73,AA,2,component_2,Calanus simillimus,253,2008-02-02,2008-02-07,"Calanus simillimus (0.45), Calanoida indet (small) (0.10), Clausocalanus laticeps (0.09)",15.495110511779785,0.38079550862312317
162,G74_component_1,74,AA,2,component_1,Calanoida indet (small),254,2008-03-10,2008-03-14,"Calanoida indet (small) (0.41), Oithona similis (0.21), Clausocalanus brevipes (0.14)",13.366753578186035,10.858987808227539
163,G74_component_2,74,AA,2,component_2,Oithona similis,254,2008-03-10,2008-03-14,"Oithona similis (0.60), Calanus simillimus (0.16), Calanoida indet (small) (0.09)",1.1284195184707642,1.3911099433898926
164,G75_component_1,75,AA,2,component_1,Calanoida indet (small),254,2008-03-22,2008-03-27,"Calanoida indet (small) (0.82), Clausocalanus brevipes (0.10), Oithona similis (0.02)",10.47545337677002,7.247242450714111
165,G75_component_2,75,AA,2,component_2,Oithona similis,254,2008-03-22,2008-03-27,"Oithona similis (0.45), Calanus simillimus (0.19), Calanoida indet (small) (0.12)",1.0856328010559082,1.5022106170654297
166,G76_component_1,76,AA,3,component_1,Calanoida indet (small),209,2008-11-25,2008-11-28,"Calanoida indet (small) (0.67), Clausocalanus brevipes (0.08), Calanus simillimus (0.08)",10.31039047241211,7.469135284423828
167,G76_component_2,76,AA,3,component_2,Oithona similis,209,2008-11-25,2008-11-28,"Oithona similis (0.48), Rhincalanus gigas nauplius (0.36), Clausocalanus brevipes (0.07)",-4.170752048492432,9.983858108520508
168,G76_component_3,76,AA,3,component_3,Neocalanus tonsus,209,2008-11-25,2008-11-28,"Neocalanus tonsus (0.98), Clausocalanus brevipes (0.01), Oithona similis (0.00)",11.059657096862793,16.445148468017578
169,G77_component_1,77,AA,2,component_1,Calanoida indet (small),470,2009-01-03,2009-01-11,"Calanoida indet (small) (0.44), Oithona similis (0.42), Fritillaria sp. (0.03)",5.134580135345459,16.22402572631836
170,G77_component_2,77,AA,2,component_2,Calanus simillimus,470,2009-01-03,2009-01-11,"Calanus simillimus (0.42), Calanoida indet (small) (0.37), Limacina sp. (0.10)",11.80367660522461,-0.14700990915298462
171,G78_component_1,78,AA,2,component_1,Calanoida indet (small),200,2009-02-15,2009-02-18,"Calanoida indet (small) (0.41), Oithona similis (0.22), Calanus simillimus (0.13)",13.342881202697754,10.882431983947754
172,G78_component_2,78,AA,2,component_2,Neocalanus tonsus,200,2009-02-15,2009-02-18,"Neocalanus tonsus (0.72), Clausocalanus brevipes (0.18), Thysanoessa macrura (0.03)",11.117450714111328,16.310258865356445
173,G79_component_1,79,AA,2,component_1,Calanoida indet (small),175,2009-02-25,2009-03-01,"Calanoida indet (small) (0.55), Calanus simillimus (0.23), Clausocalanus brevipes (0.08)",11.244711875915527,0.9803327918052673
174,G79_component_2,79,AA,2,component_2,Oithona similis,175,2009-02-25,2009-03-01,"Oithona similis (0.38), Calanoida indet (small) (0.20), Fritillaria sp. (0.11)",1.576708436012268,14.254366874694824
175,G80_component_1,80,AA,2,component_1,Oithona similis,186,2009-03-03,2009-03-07,"Oithona similis (0.63), Calanoida indet (small) (0.13), Fritillaria sp. (0.09)",1.0316047668457031,12.00257682800293
176,G80_component_2,80,AA,2,component_2,Calanoida indet (small),186,2009-03-03,2009-03-07,"Calanoida indet (small) (0.78), Calanus simillimus (0.07), Clausocalanus brevipes (0.03)",11.189846992492676,7.961730480194092
177,G81_component_1,81,AA,2,component_1,Oithona similis,293,2009-11-01,2009-11-07,"Oithona similis (0.66), Fritillaria sp. (0.18), Calanoida indet (small) (0.07)",3.486021041870117,-1.0491139888763428
178,G81_component_2,81,AA,2,component_2,Calanoida indet (small),293,2009-11-01,2009-11-07,"Calanoida indet (small) (0.66), Clausocalanus brevipes (0.11), Oithona similis (0.04)",10.582676887512207,7.061123371124268
179,G82_component_1,82,AA,2,component_1,Foraminifera indet,216,2009-12-09,2009-12-13,"Foraminifera indet (0.77), Oithona similis (0.11), Fritillaria sp. (0.06)",-6.67912483215332,6.043524742126465
180,G82_component_2,82,AA,2,component_2,Oithona similis,216,2009-12-09,2009-12-13,"Oithona similis (0.65), Calanoida indet (small) (0.18), Rhincalanus gigas nauplius (0.10)",0.9715648293495178,12.605036735534668
181,G83_component_1,83,AA,2,component_1,Calanoida indet (small),363,2010-01-26,2010-02-03,"Calanoida indet (small) (0.70), Oithona similis (0.12), Rhincalanus gigas nauplius (0.06)",12.459859848022461,8.275835990905762
182,G83_component_2,83,AA,2,component_2,Oithona similis,363,2010-01-26,2010-02-03,"Oithona similis (0.75), Fritillaria sp. (0.16), Calanoida indet (small) (0.05)",3.068033218383789,-0.30037689208984375
183,G84_component_1,84,AA,2,component_1,Calanoida indet (small),487,2010-02-17,2010-02-26,"Calanoida indet (small) (0.58), Oithona similis (0.18), Calanus simillimus (0.10)",14.07597827911377,6.994056224822998
184,G84_component_2,84,AA,2,component_2,Oithona similis,487,2010-02-17,2010-02-26,"Oithona similis (0.72), Fritillaria sp. (0.11), Calanoida indet (small) (0.05)",3.0638363361358643,-0.29753637313842773
185,G85_component_1,85,AA,2,component_1,Oithona similis,355,2010-03-22,2010-03-27,"Oithona similis (0.44), Calanus simillimus (0.27), Calanoida indet (small) (0.10)",1.024127721786499,1.6109232902526855
186,G85_component_2,85,AA,2,component_2,Calanoida indet (small),355,2010-03-22,2010-03-27,"Calanoida indet (small) (0.42), Clausocalanus brevipes (0.37), Ctenocalanus citer (0.07)",8.815666198730469,11.842931747436523
187,G86_component_1,86,AA,2,component_1,Calanoida indet (small),339,2010-12-10,2010-12-16,"Calanoida indet (small) (0.49), Fritillaria sp. (0.24), Oithona similis (0.09)",9.828961372375488,7.232889652252197
188,G86_component_2,86,AA,2,component_2,Oithona similis,339,2010-12-10,2010-12-16,"Oithona similis (0.62), Foraminifera indet (0.17), Copepoda nauplius indet (0.09)",-1.9368609189987183,7.512119293212891
189,G87_component_1,87,AA,2,component_1,Oithona similis,70,2011-02-01,2011-02-02,"Oithona similis (0.73), Rhincalanus gigas nauplius (0.06), Calanoida indet (small) (0.04)",-0.698253870010376,6.817272186279297
190,G87_component_2,87,AA,2,component_2,Calanoida indet (small),70,2011-02-01,2011-02-02,"Calanoida indet (small) (0.59), Oithona similis (0.10), Ctenocalanus sp. (0.09)",13.799644470214844,5.682706356048584
191,G88_component_1,88,AA,3,component_1,Clausocalanus brevipes,63,2011-02-04,2011-02-05,"Clausocalanus brevipes (0.67), Calanoida indet (small) (0.22), Thysanoessa macrura F3 (0.05)",8.79968547821045,11.8270845413208
192,G88_component_2,88,AA,3,component_2,Neocalanus tonsus,63,2011-02-04,2011-02-05,"Neocalanus tonsus (0.86), Calanoida indet (small) (0.04), Oikopleura sp. (0.02)",11.083661079406738,16.042016983032227
193,G88_component_3,88,AA,3,component_3,Oithona similis,63,2011-02-04,2011-02-05,"Oithona similis (0.37), Foraminifera indet (0.36), Calanoida indet (small) (0.10)",-5.199692249298096,4.8542304039001465
194,G89_component_1,89,AA,2,component_1,Calanoida indet (small),502,2011-02-08,2011-02-18,"Calanoida indet (small) (0.53), Oithona similis (0.28), Fritillaria sp. (0.06)",9.736170768737793,13.853779792785645
195,G89_component_2,89,AA,2,component_2,Calanus simillimus,502,2011-02-08,2011-02-18,"Calanus simillimus (0.67), Calanoida indet (small) (0.24), Clausocalanus brevipes (0.05)",13.786214828491211,-0.20062382519245148
196,G90_component_1,90,AA,2,component_1,Calanoida indet (small),464,2011-03-19,2011-03-28,"Calanoida indet (small) (0.42), Oithona similis (0.23), Calanus simillimus (0.13)",13.329773902893066,10.896824836730957
197,G90_component_2,90,AA,2,component_2,Limacina sp.,464,2011-03-19,2011-03-28,"Limacina sp. (0.57), Calanoides acutus (0.15), Calanoida indet (small) (0.12)",-2.6512725353240967,1.7127890586853027
198,G91_component_1,91,AA,2,component_1,Oithona similis,253,2011-12-02,2011-12-07,"Oithona similis (0.70), Fritillaria sp. (0.18), Calanoida indet (small) (0.05)",3.2117021083831787,-0.5547233819961548
199,G91_component_2,91,AA,2,component_2,Calanoida indet (small),253,2011-12-02,2011-12-07,"Calanoida indet (small) (0.68), Clausocalanus brevipes (0.07), Fritillaria sp. (0.05)",10.341802597045898,7.481081962585449
200,G92_component_1,92,AA,2,component_1,Calanoida indet (small),177,2012-01-06,2012-01-09,"Calanoida indet (small) (0.43), Oithona similis (0.38), Fritillaria sp. (0.06)",4.4372148513793945,16.47361946105957
201,G92_component_2,92,AA,2,component_2,Calanus simillimus,177,2012-01-06,2012-01-09,"Calanus simillimus (0.58), Calanoida indet (small) (0.26), Limacina sp. (0.07)",12.676506042480469,-0.22611787915229797
202,G93_component_1,93,AA,2,component_1,Calanoida indet (small),302,2012-02-18,2012-02-23,"Calanoida indet (small) (0.43), Oithona similis (0.42), Clausocalanus brevipes (0.04)",4.486019134521484,16.348026275634766
203,G93_component_2,93,AA,2,component_2,Calanus simillimus,302,2012-02-18,2012-02-23,"Calanus simillimus (0.76), Calanoida indet (small) (0.07), Limacina sp. (0.04)",15.328607559204102,-0.25295037031173706
204,G94_component_1,94,AA,2,component_1,Calanoida indet (small),417,2012-03-17,2012-03-26,"Calanoida indet (small) (0.48), Calanus simillimus (0.13), Fritillaria sp. (0.12)",14.035388946533203,6.966101169586182
205,G94_component_2,94,AA,2,component_2,Oithona similis,417,2012-03-17,2012-03-26,"Oithona similis (0.68), Calanoida indet (small) (0.22), Clausocalanus brevipes (0.02)",1.2530763149261475,12.78444766998291
206,G95_component_1,95,AA,2,component_1,Oithona similis,259,2012-11-11,2012-11-15,"Oithona similis (0.38), Fritillaria sp. (0.30), Calanoida indet (small) (0.09)",4.0591607093811035,-1.4956547021865845
207,G95_component_2,95,AA,2,component_2,Calanoida indet (small),259,2012-11-11,2012-11-15,"Calanoida indet (small) (0.54), Neocalanus tonsus (0.12), Oithona similis (0.11)",10.466761589050293,14.842629432678223
208,G96_component_1,96,AA,2,component_1,Oithona similis,405,2012-11-19,2012-11-26,"Oithona similis (0.40), Calanoida indet (small) (0.16), Radiozoa indet (0.11)",0.8267813324928284,14.136378288269043
209,G96_component_2,96,AA,2,component_2,Calanoida indet (small),405,2012-11-19,2012-11-26,"Calanoida indet (small) (0.49), Neocalanus tonsus (0.20), Oithona similis (0.09)",10.631723403930664,15.0689115524292
210,G97_component_1,97,AA,3,component_1,Oithona similis,251,2012-12-17,2012-12-23,"Oithona similis (0.50), Calanoida indet (small) (0.21), Fritillaria sp. (0.07)",0.9329527020454407,14.095314979553223
211,G97_component_2,97,AA,3,component_2,Calanoida indet (small),251,2012-12-17,2012-12-23,"Calanoida indet (small) (0.48), Oithona similis (0.12), Calanus simillimus (0.11)",14.048487663269043,6.967599391937256
212,G97_component_3,97,AA,3,component_3,Neocalanus tonsus,251,2012-12-17,2012-12-23,"Neocalanus tonsus (0.45), Oithona similis (0.18), Calanoida indet (small) (0.17)",10.897505760192871,15.494638442993164
213,G98_component_1,98,AA,2,component_1,Oithona similis,300,2013-01-02,2013-01-07,"Oithona similis (0.78), Fritillaria sp. (0.05), Calanoida indet (small) (0.05)",2.3724822998046875,1.24419105052948
214,G98_component_2,98,AA,2,component_2,Calanoida indet (small),300,2013-01-02,2013-01-07,"Calanoida indet (small) (0.48), Fritillaria sp. (0.18), Limacina sp. (0.04)",9.784356117248535,7.201113700866699
215,G99_component_1,99,AA,2,component_1,Oithona similis,368,2013-02-15,2013-02-21,"Oithona similis (0.44), Calanoida indet (small) (0.25), Calanus simillimus (0.14)",1.2960689067840576,13.858119010925293
216,G99_component_2,99,AA,2,component_2,Calanoida indet (small),368,2013-02-15,2013-02-21,"Calanoida indet (small) (0.58), Limacina sp. (0.07), Oithona sp. (0.05)",11.037557601928711,8.50232982635498
217,G100_component_1,100,AA,2,component_1,Oithona similis,245,2013-12-15,2013-12-19,"Oithona similis (0.82), Fritillaria sp. (0.06), Calanoida indet (small) (0.05)",2.3702125549316406,1.2288576364517212
218,G100_component_2,100,AA,2,component_2,Calanoida indet (small),245,2013-12-15,2013-12-19,"Calanoida indet (small) (0.41), Fritillaria sp. (0.22), Copepoda nauplius indet (0.08)",9.802742958068848,7.225999355316162
219,G101_component_1,101,AA,2,component_1,Calanoida indet (small),270,2014-01-16,2014-01-20,"Calanoida indet (small) (0.50), Clausocalanus brevipes (0.15), Oithona similis (0.13)",8.893254280090332,12.4723482131958
220,G101_component_2,101,AA,2,component_2,Oithona similis,270,2014-01-16,2014-01-20,"Oithona similis (0.44), Calanoida indet (small) (0.21), Fritillaria sp. (0.19)",0.825122594833374,11.219066619873047
221,G102_component_1,102,AA,2,component_1,Oithona similis,435,2014-02-20,2014-02-26,"Oithona similis (0.40), Calanoida indet (small) (0.34), Clausocalanus brevipes (0.07)",2.607785940170288,15.607553482055664
222,G102_component_2,102,AA,2,component_2,Calanus simillimus,435,2014-02-20,2014-02-26,"Calanus simillimus (0.51), Calanoida indet (small) (0.15), Limacina sp. (0.12)",14.685409545898438,-0.11001209914684296
223,G103_component_1,103,AA,2,component_1,Calanoida indet (small),247,2014-12-07,2014-12-11,"Calanoida indet (small) (0.44), Oithona similis (0.18), Rhincalanus gigas nauplius (0.05)",9.191710472106934,14.245521545410156
224,G103_component_2,103,AA,2,component_2,Oithona similis,247,2014-12-07,2014-12-11,"Oithona similis (0.41), Calanoida indet (small) (0.18), Fritillaria sp. (0.10)",0.833442211151123,14.142256736755371
225,G104_component_1,104,AA,2,component_1,Calanoida indet (small),387,2015-01-30,2015-02-05,"Calanoida indet (small) (0.55), Oithona similis (0.22), Clausocalanus brevipes (0.09)",9.52993106842041,13.271437644958496
226,G104_component_2,104,AA,2,component_2,Limacina sp.,387,2015-01-30,2015-02-05,"Limacina sp. (0.57), Calanus simillimus (0.29), Globigerina bulloides (0.02)",-2.566465377807617,2.5904719829559326
227,G105_component_1,105,AA,2,component_1,Calanoida indet (small),197,2015-11-01,2015-11-04,"Calanoida indet (small) (0.54), Oithona similis (0.15), Clausocalanus brevipes (0.10)",9.04151439666748,12.89233112335205
228,G105_component_2,105,AA,2,component_2,Oithona similis,197,2015-11-01,2015-11-04,"Oithona similis (0.50), Calanoida indet (small) (0.11), Radiozoa indet (0.10)",0.9649524688720703,11.093283653259277
229,G106_component_1,106,AA,2,component_1,Calanoida indet (small),266,2015-12-11,2015-12-16,"Calanoida indet (small) (0.57), Oithona similis (0.17), Clausocalanus brevipes (0.11)",9.074373245239258,12.913031578063965
230,G106_component_2,106,AA,2,component_2,Oithona similis,266,2015-12-11,2015-12-16,"Oithona similis (0.52), Calanoida indet (small) (0.14), Fritillaria sp. (0.14)",0.9094588756561279,11.277558326721191
231,G107_component_1,107,AA,2,component_1,Calanoida indet (small),274,2016-01-01,2016-01-05,"Calanoida indet (small) (0.38), Oithona similis (0.37), Fritillaria sp. (0.10)",4.39560079574585,16.62323760986328
232,G107_component_2,107,AA,2,component_2,Calanoida indet (small),274,2016-01-01,2016-01-05,"Calanoida indet (small) (0.41), Clausocalanus brevipes (0.23), Clausocalanus laticeps (0.19)",8.814724922180176,12.206879615783691
233,G108_component_1,108,AA,2,component_1,Calanoida indet (small),334,2016-01-13,2016-01-20,"Calanoida indet (small) (0.62), Oithona similis (0.12), Fritillaria sp. (0.07)",9.10035228729248,13.021645545959473
234,G108_component_2,108,AA,2,component_2,Oithona similis,334,2016-01-13,2016-01-20,"Oithona similis (0.44), Calanoida indet (small) (0.19), Clausocalanus brevipes (0.11)",1.2502621412277222,12.774888038635254
235,G109_component_1,109,AA,2,component_1,Calanoida indet (small),107,2016-11-01,2016-11-03,"Calanoida indet (small) (0.59), Oithona similis (0.12), Clausocalanus brevipes (0.09)",9.092634201049805,13.00273323059082
236,G109_component_2,109,AA,2,component_2,Oithona similis,107,2016-11-01,2016-11-03,"Oithona similis (0.58), Radiozoa indet (0.14), Fritillaria sp. (0.10)",0.9865283370018005,11.05759048461914
237,G110_component_1,110,AA,2,component_1,Oithona similis,249,2016-12-09,2016-12-14,"Oithona similis (0.60), Calanoida indet (small) (0.13), Fritillaria sp. (0.12)",1.0008126497268677,11.676630020141602
238,G110_component_2,110,AA,2,component_2,Calanoida indet (small),249,2016-12-09,2016-12-14,"Calanoida indet (small) (0.57), Clausocalanus brevipes (0.12), Fritillaria sp. (0.08)",10.751786231994629,6.719509601593018
239,G111_component_1,111,AA,2,component_1,Calanoida indet (small),89,2017-01-16,2017-01-18,"Calanoida indet (small) (0.50), Limacina sp. (0.19), Oithona similis (0.12)",10.952613830566406,6.425961971282959
240,G111_component_2,111,AA,2,component_2,Oithona similis,89,2017-01-16,2017-01-18,"Oithona similis (0.65), Calanoida indet (small) (0.14), Fritillaria sp. (0.08)",1.0494675636291504,12.019865989685059
241,G112_component_1,112,AA,2,component_1,Oithona similis,368,2017-01-26,2017-02-03,"Oithona similis (0.67), Calanoida indet (small) (0.19), Fritillaria sp. (0.07)",1.1728591918945312,12.380095481872559
242,G112_component_2,112,AA,2,component_2,Calanoida indet (small),368,2017-01-26,2017-02-03,"Calanoida indet (small) (0.50), Clausocalanus brevipes (0.12), Limacina sp. (0.10)",10.851007461547852,6.56958532333374
243,G113_component_1,113,AA,2,component_1,Oithona similis,9,2017-02-04,2017-02-04,"Oithona similis (0.54), Calanoida indet (small) (0.19), Euphausia superba (0.09)",1.2510446310043335,12.344270706176758
244,G113_component_2,113,AA,2,component_2,Calanoida indet (small),9,2017-02-04,2017-02-04,"Calanoida indet (small) (0.46), Oithona similis (0.25), Foraminifera indet (0.06)",10.245244979858398,13.487725257873535
245,G114_component_1,114,AA,2,component_1,Calanoida indet (small),315,2017-11-02,2017-11-09,"Calanoida indet (small) (0.41), Oithona similis (0.35), Clausocalanus brevipes (0.07)",8.342963218688965,14.882612228393555
246,G114_component_2,114,AA,2,component_2,Fritillaria sp.,315,2017-11-02,2017-11-09,"Fritillaria sp. (0.42), Calanoida indet (small) (0.30), Oithona similis (0.05)",5.934781074523926,-2.0243237018585205
247,G115_component_1,115,AA,2,component_1,Calanoida indet (small),303,2017-12-13,2017-12-19,"Calanoida indet (small) (0.60), Oithona similis (0.15), Clausocalanus brevipes (0.09)",9.086538314819336,12.97830581665039
248,G115_component_2,115,AA,2,component_2,Oithona similis,303,2017-12-13,2017-12-19,"Oithona similis (0.50), Fritillaria sp. (0.19), Calanoida indet (small) (0.19)",0.8388857841491699,11.184004783630371
249,G116_component_1,116,AA,2,component_1,Oithona similis,67,2018-01-09,2018-01-10,"Oithona similis (0.38), Calanoida indet (small) (0.34), Fritillaria sp. (0.12)",4.317903518676758,16.815975189208984
250,G116_component_2,116,AA,2,component_2,Calanoida indet (small),67,2018-01-09,2018-01-10,"Calanoida indet (small) (0.36), Metridia lucens (0.20), Clausocalanus brevipes (0.15)",9.741869926452637,12.709614753723145
251,G117_component_1,117,AA,2,component_1,Calanoida indet (small),250,2018-01-17,2018-01-22,"Calanoida indet (small) (0.41), Oithona similis (0.24), Calanus simillimus (0.09)",13.324488639831543,10.903226852416992
252,G117_component_2,117,AA,2,component_2,Neocalanus tonsus,250,2018-01-17,2018-01-22,"Neocalanus tonsus (0.71), Calanoida indet (small) (0.09), Clausocalanus brevipes (0.04)",11.028780937194824,15.788947105407715
253,G118_component_1,118,AA,2,component_1,Clausocalanus brevipes,73,2018-03-09,2018-03-11,"Clausocalanus brevipes (0.31), Calanoida indet (small) (0.22), Clausocalanus laticeps (0.20)",8.768317222595215,12.00580883026123
254,G118_component_2,118,AA,2,component_2,Calanoida indet (small),73,2018-03-09,2018-03-11,"Calanoida indet (small) (0.35), Oithona similis (0.33), Thysanoessa gregaria furcilia (0.05)",5.058162212371826,16.299028396606445
255,G119_component_1,119,AA,2,component_1,Calanoida indet (small),72,2018-03-22,2018-03-24,"Calanoida indet (small) (0.40), Oithona similis (0.21), Metridia lucens (0.15)",9.710348129272461,12.857722282409668
256,G119_component_2,119,AA,2,component_2,Calanoida indet (small),72,2018-03-22,2018-03-24,"Calanoida indet (small) (0.36), Clausocalanus brevipes (0.32), Clausocalanus laticeps (0.21)",8.796354293823242,12.019591331481934
257,G120_component_1,120,AA,2,component_1,Oithona similis,187,2018-12-07,2018-12-10,"Oithona similis (0.41), Calanoida indet (small) (0.23), Rhincalanus gigas nauplius (0.10)",0.8319931030273438,14.135894775390625
258,G120_component_2,120,AA,2,component_2,Calanoida indet (small),187,2018-12-07,2018-12-10,"Calanoida indet (small) (0.42), Oithona similis (0.18), Clausocalanus brevipes (0.10)",9.62736988067627,13.114089012145996
259,G121_component_1,121,AA,2,component_1,Calanoida indet (small),225,2019-01-15,2019-01-18,"Calanoida indet (small) (0.39), Oithona similis (0.30), Clausocalanus brevipes (0.08)",8.334942817687988,14.895402908325195
260,G121_component_2,121,AA,2,component_2,Calanus simillimus,225,2019-01-15,2019-01-18,"Calanus simillimus (0.48), Calanoida indet (small) (0.22), Clausocalanus brevipes (0.06)",12.688628196716309,-0.2542019486427307
261,G122_component_1,122,AA,2,component_1,Calanoida indet (small),153,2019-11-01,2019-11-04,"Calanoida indet (small) (0.45), Oithona similis (0.25), Clausocalanus brevipes (0.08)",8.916528701782227,14.442059516906738
262,G122_component_2,122,AA,2,component_2,Oithona similis,153,2019-11-01,2019-11-04,"Oithona similis (0.61), Fritillaria sp. (0.14), Calanoida indet (small) (0.05)",3.4865105152130127,-1.0573960542678833
263,G123_component_1,123,AA,2,component_1,Calanoida indet (small),24,2019-12-23,2019-12-23,"Calanoida indet (small) (0.36), Neocalanus tonsus (0.24), Oithona similis (0.21)",10.631040573120117,15.063417434692383
