component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Candacia maxima,Candacia sp.,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Copepoda nauplius indet,Crustacea nauplius indet,Ctenocalanus sp.,Decapoda (natant) indet juv,Decapoda zoea indet,Eukrohnia hamata,Euphausia frigida,Euphausia frigida furcilia,Euphausia longirostris,Euphausia triacantha,Euphausia triacantha furcilia,Euphausia vallentini,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Heterorhabdus austrinus,Hyperiidea indet,Hyperoche medusarum,Limacina sp.,Metridia lucens,Metridia sp.,Neocalanus tonsus,Oikopleura sp.,Oithona frigida,Oithona similis,Ostracoda indet,Paraeuchaeta sp.,Pisces larvae,Pleuromamma robusta,Pleuromamma sp.,Primno macropa,Rhincalanus gigas,Rhincalanus gigas nauplius,Siphonophorae nectophore,Subeucalanus sp.,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura C3,Thysanoessa macrura F1,Thysanoessa macrura F2,Thysanoessa macrura F3,Thysanoessa macrura F4,Thysanoessa macrura F5,Tomopteris sp.,Vibilia antarctica
component_1,36.3436635203572,0.15433744387541787,0.07479522039731266,7.146590263651827,0.0034115216288737363,0.010145377047957255,0.017254994136933,0.2730807819715207,0.009673838271951049,0.0,0.0,9.748081096069596,0.0014898850268360677,6.068732058542542e-05,0.01647319153924699,0.044854125606808556,0.023859604053363136,0.004417629175423529,0.007285473644479504,0.015291707737801955,0.013433852773974311,0.0,0.16814687946312626,1.0901101279635723,0.0,0.020769682594597258,0.007897370566526106,0.12214024978161137,0.012999986113991592,0.19887553524935597,0.2638433802816023,0.03197753220804236,0.31415211218673567,0.04682458168210048,0.05722365256850427,3.217729204921959,0.1886874442908879,0.09244235497652009,0.001081251887879963,0.03238984206781135,0.022533290492511664,0.002098553462731128,0.05755755320323356,0.3791965427824874,0.009712561679632123,0.0,0.06132140303841332,0.0031251768738657336,0.0,0.023575408745952695,0.005333447974971973,0.026356387811438262,0.01578588420438175,0.03376965742521963,0.00912918465782375,0.0006047095076718457
component_2,5.49874570947665,0.026720014961250232,0.049372210151765177,0.0,0.0,0.0,0.006153407281333978,0.10155891259054581,0.044669932936940854,5.022739101569595,0.0028961066851062246,9.02256201948604,0.0,0.0,0.0,0.019998169035649053,0.0224084670877651,0.0,0.0017367495819189183,0.0,0.0,0.0007071243466566539,0.023679687139435527,1.0365312575351322,1.6303989326779995,0.0,0.0,0.0,0.00035801117984244946,0.0,0.0,0.0,0.0,0.0,0.018989095947907545,35.65834416485935,0.0,0.0,0.0,0.0,0.0,0.0008946161723509407,0.002995608685111611,1.1437682510277178,0.0,0.0007187988312751364,0.2930267044797515,0.00231394202611629,0.002474459145150727,0.0035556034525732016,0.0,0.0,0.0,0.0,0.0,0.0015141207334903098
