component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Candacia maxima,Candacia sp.,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Copepoda nauplius indet,Crustacea nauplius indet,Ctenocalanus sp.,Decapoda (natant) indet juv,Decapoda zoea indet,Eukrohnia hamata,Euphausia frigida,Euphausia frigida furcilia,Euphausia longirostris,Euphausia triacantha,Euphausia triacantha furcilia,Euphausia vallentini,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Heterorhabdus austrinus,Hyperiidea indet,Hyperoche medusarum,Limacina sp.,Metridia lucens,Metridia sp.,Neocalanus tonsus,Oikopleura sp.,Oithona frigida,Oithona similis,Ostracoda indet,Paraeuchaeta sp.,Pisces larvae,Pleuromamma robusta,Pleuromamma sp.,Primno macropa,Rhincalanus gigas,Rhincalanus gigas nauplius,Siphonophorae nectophore,Subeucalanus sp.,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura C3,Thysanoessa macrura F1,Thysanoessa macrura F2,Thysanoessa macrura F3,Thysanoessa macrura F4,Thysanoessa macrura F5,Tomopteris sp.,Vibilia antarctica
component_1,0.6014614473716076,0.0025541735033108937,0.0012378070111574685,0.11827092008322722,5.645822511791114e-05,0.00016789868087946366,0.000285557721559225,0.004519290199843534,0.0001600950538579426,0.0,0.0,0.16132371910866186,2.4656523802455134e-05,1.004331433345165e-06,0.00027261945181930944,0.0007423034635170376,0.00039485925736713467,7.310858016041754e-05,0.00012056933997701936,0.0002530667461085822,0.00022232058495384898,0.0,0.0027827097132423918,0.018040537245018345,0.0,0.0003437232833667995,0.0001306957931941045,0.0020213331376136303,0.0002151404043115391,0.00329124682796164,0.0043664178569863205,0.0005292051197438646,0.0051989911249548295,0.0007749130919427305,0.0009470102230740748,0.05325110011978319,0.003122641262636574,0.001529854374517697,1.7893939753577544e-05,0.000536028550873292,0.0003729097234812212,3.472954789970381e-05,0.0009525360380192326,0.006275429589879248,0.00016073589835668097,0.0,0.0010148250411157029,5.171942572037894e-05,0.0,0.00039015602977876676,8.826472148882266e-05,0.0004361792297486924,0.00026124501059971095,0.0005588635009467072,0.00015108142894129957,1.0007506687374974e-05
component_2,0.09219921654313888,0.00044802298116868066,0.0008278395356873499,0.0,0.0,0.0,0.00010317613513788697,0.0017028705578590291,0.0007489949594727646,0.08421786249675134,4.8559941030179914e-05,0.1512841643094764,0.0,0.0,0.0,0.00033531565466037694,0.00037572988797499664,0.0,2.912063209407597e-05,0.0,0.0,1.1856578609911309e-05,0.0003970448385128889,0.017379848954009815,0.027337416965220677,0.0,0.0,0.0,6.002887210854536e-06,0.0,0.0,0.0,0.0,0.0,0.00031839620556415975,0.5978947870892811,0.0,0.0,0.0,0.0,0.0,1.5000313627056024e-05,5.022832268113739e-05,0.019177925698569638,0.0,1.2052328403089408e-05,0.004913271863561469,3.87986012094512e-05,4.149004274878825e-05,5.9617932886103566e-05,0.0,0.0,0.0,0.0,0.0,2.5387743451918242e-05
