component,Calanoida indet (small),Candacia maxima,Chaetognatha indet,Copepoda nauplius indet,Ctenocalanus sp.,Decapoda zoea indet,Eukrohnia hamata,Euphausia vallentini,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Hyperiidea indet,Limacina sp.,Metridia lucens,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Pisces larvae,Pleuromamma sp.,Primno macropa,Subeucalanus sp.,Thysanoessa macrura F1,Thysanoessa macrura F2,Thysanoessa macrura F3,Thysanoessa macrura F5
component_1,0.5592394608242398,6.574058159417152e-05,0.0020414616279182452,0.016927473176277137,0.019581856387007057,6.574058159417152e-05,0.0005856201608969481,0.0007597614185097165,0.0022614349318156226,0.008865806081713714,0.008844588149321838,0.02597562642023208,0.00024420354996125684,0.0,0.00440696659537168,0.001280475052711074,0.10566711169066073,0.21421684088541754,0.004388498234738218,0.0074317254692532865,0.0004683388071795755,0.008606928326483606,0.0,0.002894136426829243,0.003401896874206177,0.0011945725529078017,0.0005837351931595996,0.0
component_2,0.0351249633224304,6.584638682386373e-05,2.6534320749347005e-05,0.012847790996605732,0.015131226120805806,6.584638682386373e-05,0.0009283032472595825,0.0037191560982981924,0.0,0.008850623053665052,0.007366370762303757,0.0,7.161007849048025e-06,0.034219134121875244,0.00022789326267974128,0.7806624424896351,0.018147420812578634,0.032797657761918245,0.0009768487150951834,0.027861066228647712,1.2454507764932512e-05,0.0014821212934193538,0.0068082512272356075,0.0005398274781730099,0.0003230067818466633,0.0009771128559573601,4.24785458711826e-05,0.010788462213687813
