component,Calanoida indet (small),Candacia maxima,Chaetognatha indet,Copepoda nauplius indet,Ctenocalanus sp.,Decapoda zoea indet,Eukrohnia hamata,Euphausia vallentini,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Hyperiidea indet,Limacina sp.,Metridia lucens,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Pisces larvae,Pleuromamma sp.,Primno macropa,Subeucalanus sp.,Thysanoessa macrura F1,Thysanoessa macrura F2,Thysanoessa macrura F3,Thysanoessa macrura F5
component_1,15.26660271355777,0.0017946432819265447,0.05572958600322338,0.4621008101712762,0.5345624599054094,0.0017946432819265447,0.015986765891460086,0.02074062462684892,0.06173460759672895,0.2420264460334751,0.24144722055508613,0.7091051268252875,0.006666479817079049,0.0,0.12030518748498079,0.03495551598871472,2.8845922490749443,5.847876685116311,0.11980102219566766,0.20287767255926248,0.0127851180136933,0.2349593770633227,0.0,0.07900664048655881,0.09286792454605095,0.0326104752173336,0.015935308411096378,0.0
component_2,0.6022154808639907,0.001128932524150624,0.00045492940683764714,0.22027463949322112,0.2594240036852611,0.001128932524150624,0.01591570591275288,0.06376471791828524,0.0,0.15174342444950412,0.126296004073272,0.0,0.00012277506870822478,0.586685091192534,0.003907216913240268,13.384412785881413,0.3111364886211659,0.5623139605584517,0.016748015173492083,0.47767638195807316,0.00021353182105085741,0.025410884538783835,0.11672707666670533,0.009255311140608487,0.005537932742207319,0.016752543853418993,0.0007282922317496466,0.1849675656643349
