component,Calanoida indet (small),Calanus propinquus,Copepoda indet,Copepoda nauplius indet,Ctenocalanus sp.,Euphausia crystallorophias,Euphausia superba,Euphausiidae calyptopis indet,Euphausiidae metanauplius indet,Globigerina bulloides,Limacina sp.,Oithona similis,Radiozoa indet
component_1,0.0,0.0,0.007709111590768278,0.2304479031230211,0.0,0.0,0.0,0.023009428183863246,0.4498320397668831,4.598842015865887,0.6288904551618602,0.01117226919146219,0.2147877130388907
component_2,0.0,0.0,0.0,0.0,0.0,0.0,3.712687537632301,0.0,0.0,0.0,0.0,0.0,0.0
component_3,0.29319197486801113,0.022588475982904192,0.34571809070439663,1.1846207344794095,0.0676408145055051,0.0,0.0,1.039122220576342,0.18029454505475917,0.0,1.9999746421642897,1.698088312912425,0.0
