component,Calanoida indet (small),Calanoides acutus,Calanus simillimus,Candacia maxima,Clausocalanus brevipes,Clausocalanus laticeps,Copepoda nauplius indet,Eukrohnia hamata,Euphausia frigida,Euphausia vallentini,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Haloptilus oxycephalus,Harpacticoida indet,Hyperiidea indet,Limacina sp.,Metridia lucens,Oikopleura sp.,Oithona similis,Ostracoda indet,Paraeuchaeta exigua,Pisces larvae,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Themisto gaudichaudii,Thysanoessa macrura,Tomopteris sp.
component_1,0.08611794435561972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003843464956098901,0.0,0.7648145617064035,0.0028613911308093326,0.0,0.0,0.0,0.0,0.0015770837196150953,0.007843691108854287,0.12870216934789808,0.0,0.0004889040320417932,0.00010679318550892753,0.0,0.0,0.00038825120123839145,0.0,0.006714863716401101,0.0
component_2,0.3801244496440249,0.0003589294298487747,0.18357195932373654,0.0013781040060401538,0.02257917093702136,0.0009457425585555943,0.0019645369440649176,0.010818924140980759,0.004655417069276892,8.190429643901943e-05,0.0027457317315574144,0.0,0.004978552160710667,5.196011671504789e-05,0.0006869684799938091,0.0007563397355374436,0.025167840595424488,0.005282064227543231,0.01875705144104937,0.3097946890947702,0.0007730927734431043,0.0005758006567334713,0.00025027433502205755,0.004466159355070129,0.00995118767967727,0.0,0.0008017636449643866,0.007659077172111114,0.0008223084496876
