component,Calanoida indet (small),Calanoides acutus,Calanus simillimus,Clausocalanus laticeps,Euphausia frigida,Euphausia superba,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Metridia lucens,Oikopleura sp.,Oithona similis,Rhincalanus gigas,Salpa thompsoni,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura F1
component_1,13.625363570362513,0.0668835907243984,0.11292821885194455,0.19491245585938705,0.0,0.11314779021398245,0.018617271931883318,0.11550686695505119,0.2559912441620435,0.09169073421186305,0.01443005672647193,0.0011258586743645395,2.533284893214238,0.04864312293990095,0.0,0.0,0.0,0.011955400833183376
component_2,0.0,0.0,0.09616110872446616,0.05680614568831109,0.24265132332719572,2.8644363017835657,0.028541311057328433,0.2451911387881856,0.14748202443617436,0.009023410002662935,0.0,0.07243618794638831,0.9227661517291088,0.0,0.1436127034805469,0.04018615620437342,4.079898728088936,0.013729464090702944
