component,Calanoida indet (small),Calanoides acutus,Calanus simillimus,Clausocalanus laticeps,Euphausia frigida,Euphausia superba,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Metridia lucens,Oikopleura sp.,Oithona similis,Rhincalanus gigas,Salpa thompsoni,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura F1
component_1,0.7919659715652799,0.0038875680370863983,0.006563884045982732,0.011329167965148634,0.0,0.006576646497873742,0.0010821176093605482,0.006713766398828271,0.014879335391532867,0.005329468166382291,0.0008387382719078805,6.543985078150745e-05,0.14724564385717026,0.0028273519396475864,0.0,0.0,0.0,0.0006949004030174674
component_2,0.0,0.0,0.01072876758916056,0.006337904614558804,0.027072791565238785,0.3195873234349614,0.003184375649218214,0.02735616069608351,0.016454680948910796,0.001006748674848068,0.0,0.008081760244137285,0.10295371707301038,0.0,0.016022977885047997,0.004483599824683892,0.4551973851133544,0.0015318066867858406
