component,Calanoida indet (small),Calanoides acutus,Calanus simillimus,Candacia sp.,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Clio sp.,Cnidaria indet,Copepoda nauplius indet,Ctenocalanus sp.,Decapoda zoea indet,Egg indet,Eukrohnia hamata,Euphausia frigida,Euphausia longirostris furcilia,Euphausia vallentini,Euphausia vallentini calyptopis,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Globigerina bulloides,Heterorhabdus austrinus,Heterorhabdus sp.,Hyperiidea indet,Limacina sp.,Metridia lucens,Neocalanus tonsus,Neogloboquadrina pachyderma,Oikopleura sp.,Oithona similis,Ostracoda indet,Paraeuchaeta exigua,Paraeuchaeta sp.,Pisces larvae,Pleuromamma robusta,Primno macropa,Pseudosagitta sp.,Radiozoa indet,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Spongiobranchaea australis,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura F3,Thysanoessa macrura F6,Tomopteris sp.,Vibilia sp.
component_1,1.9007689045640663,0.07312849943320322,20.07644127260861,0.00303006328300679,0.23285805674924812,0.9836443204066744,0.2767378504702904,0.012685238012917124,0.009712440616592608,0.0,0.01339303280131065,0.0,0.0,0.032863948965766235,0.18670670424731528,0.007429675593052969,0.1093069115452502,0.0,0.0036398752828462988,0.0,0.07325387041476224,0.9965166527430858,0.2901468217737281,0.7480730280815965,0.03913117088792554,0.13655872395082447,0.1691173021106989,8.503926574681245,0.5526585079980981,1.2644478064522615,0.0,0.28378744992686744,0.2196769071372998,0.8718986548394535,0.06287014521036234,0.040456540351731435,0.0,0.0092159690203905,0.018204279451517417,0.08058264646876069,0.0,0.0,0.0,0.0016232005538496215,0.0,0.05338648680288347,0.2679004902646681,0.18645458627410805,0.7060821329872682,0.020891301234788537,0.0
component_2,12.111370336058727,1.2032144389814823,2.2200881191605757,0.027151971000129154,0.0,2.825434096508905,0.5320058326355424,0.0,0.02218750916576148,0.31401095959394804,0.7811127988561918,0.0022189164610256396,0.1003840284609592,0.0,0.0,0.0,0.06126218910574196,0.012773039703875645,0.012511362534709967,0.0050256305465471475,0.0,1.4660413571604756,1.6678421623905964,0.14016340283777787,0.0,0.0,0.02890418011980106,0.0,1.7038463280518714,0.0,0.008323765396961951,0.6020077887357623,12.996942699170607,0.0,0.06368542609184893,0.014071650325805738,0.016212926466651182,0.0,0.01755458297968134,0.0,0.7828903015715406,0.005694808947662345,0.06292525981929052,0.10376948478128735,0.003976999901696648,0.05867657729287546,0.09243728535123105,0.0,0.20815590037529896,0.0,0.005311464027575305
