component,Calanoida indet (small),Calanoides acutus,Calanus simillimus,Candacia sp.,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Clio sp.,Cnidaria indet,Copepoda nauplius indet,Ctenocalanus sp.,Decapoda zoea indet,Egg indet,Eukrohnia hamata,Euphausia frigida,Euphausia longirostris furcilia,Euphausia vallentini,Euphausia vallentini calyptopis,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Globigerina bulloides,Heterorhabdus austrinus,Heterorhabdus sp.,Hyperiidea indet,Limacina sp.,Metridia lucens,Neocalanus tonsus,Neogloboquadrina pachyderma,Oikopleura sp.,Oithona similis,Ostracoda indet,Paraeuchaeta exigua,Paraeuchaeta sp.,Pisces larvae,Pleuromamma robusta,Primno macropa,Pseudosagitta sp.,Radiozoa indet,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Spongiobranchaea australis,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura F3,Thysanoessa macrura F6,Tomopteris sp.,Vibilia sp.
component_1,0.0480973430044004,0.0018504545777186683,0.5080172975671753,7.667317825848037e-05,0.005892275383879641,0.024890284220943026,0.007002616301439707,0.000320989175661869,0.00024576506203591433,0.0,0.00033889932172557374,0.0,0.0,0.0008315943206405138,0.004724454600368061,0.0001880016316304621,0.0027659185736465474,0.0,9.210395306443028e-05,0.0,0.0018536269839424671,0.025216007659581142,0.00734191893342669,0.018929352714886157,0.0009901810492801675,0.003455502544436038,0.004279369716153165,0.2151846404707919,0.013984554229426972,0.03199577797809363,0.0,0.007181000429195828,0.005558737586330497,0.022062655047750984,0.001590875635464362,0.0010237183980631593,0.0,0.000233202269895777,0.00046064383251703144,0.0020390754384206526,0.0,0.0,0.0,4.107371159953995e-05,0.0,0.0013508997129491047,0.0067789944060885,0.004718074969153658,0.01786680877302969,0.0005286366369342139,0.0
component_2,0.30067811658496374,0.029871124515420944,0.05511613432663674,0.0006740776043799113,0.0,0.07014451536866263,0.013207631121048289,0.0,0.0005508293679874172,0.007795668144722119,0.019391986099313554,5.5087046622147586e-05,0.0024921441402042726,0.0,0.0,0.0,0.0015209013618669234,0.0003171047878696184,0.0003106083637495692,0.00012476681708664507,0.0,0.03639609242186899,0.04140601981722492,0.0034797109501249965,0.0,0.0,0.000717578126892824,0.0,0.042299862910108836,0.0,0.00020664664963651532,0.014945506830687178,0.3226634264922509,0.0,0.0015810608907067271,0.00034934422776327403,0.00040250376786922406,0.0,0.0004358118694504968,0.0,0.019436114563215322,0.0001413799083986668,0.0015621889252080108,0.0025761918244821018,9.873340562797697e-05,0.0014567106989988334,0.0022948574843661886,0.0,0.005167699636312133,0.0,0.00013186294827145353
