component,Calanoida indet (small),Calanoides acutus,Calanoides brevicornis,Calanus propinquus,Calanus simillimus,Candacia cheirura,Candacia sp.,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Clio sp.,Clione sp.,Cnidaria indet,Copepoda nauplius indet,Ctenocalanus sp.,Decapoda (natant) indet juv,Decapoda zoea indet,Egg indet,Egg mass,Euchirella rostromagna,Euchirella sp.,Eukrohnia hamata,Euphausia frigida,Euphausia frigida calyptopis,Euphausia longirostris,Euphausia longirostris calyptopis,Euphausia longirostris furcilia,Euphausia spinifera calyptopis,Euphausia spinifera furcilia,Euphausia superba,Euphausia triacantha calyptopis,Euphausia triacantha furcilia,Euphausia vallentini,Euphausia vallentini calyptopis,Euphausia vallentini furcilia,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Euphausiidae nauplius indet,Foraminifera indet,Fritillaria sp.,Globorotalia sp.,Haloptilus oxycephalus,Hansarsia megalops,Harpacticoida indet,Heterorhabdus austrinus,Heterorhabdus sp.,Hyperiella dilatata,Hyperiidea indet,Limacina sp.,Lucicutia sp.,Mecynocera clausi,Metridia lucens,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta exigua,Paraeuchaeta sp.,Pelagobia longicirrata,Phronima sp.,Pisces larvae,Pleuromamma borealis,Pleuromamma piseki,Pleuromamma robusta,Pleuromamma sp.,Primno macropa,Pseudosagitta sp.,Pyrosomatidae indet,Radiozoa indet,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Siphonophorae nectophore,Solmundella bitentaculata,Spongiobranchaea australis,Subeucalanus longiceps,Teuthida indet,Themisto gaudichaudii,Thysanoessa gregaria,Thysanoessa gregaria furcilia,Thysanoessa macrura,Thysanoessa macrura C2,Thysanoessa macrura C3,Thysanoessa macrura F1,Thysanoessa macrura F2,Thysanoessa macrura F3,Thysanoessa macrura F4,Tomopteris sp.,Travisiopsis sp.,Vibilia sp.
component_1,0.1639275387089924,0.0,0.0,3.4334433987691158e-06,0.0073946599134391885,0.0,1.8810743388695782e-06,0.002090689040189094,0.03623225229165774,0.0042171278753600425,2.9843204910906358e-06,2.84648376285401e-06,0.0,0.04408077033806276,3.2599669078601575e-05,0.0,0.0,0.05006540531814089,7.665067614353532e-05,0.0,0.0,0.0,0.0,5.621936157176986e-05,0.0,0.0,0.0,0.0,0.0,9.533502499464976e-06,1.3435719234962619e-05,0.0,7.037551440136581e-05,4.4399707959849374e-05,0.0001782146570708401,4.2286637426764375e-05,0.0,0.0,0.00011206954769635335,0.007066128827053935,0.09766424455850085,0.0,8.9198803508161e-05,0.0,0.0001439028052902761,2.9667242180246545e-05,0.0,1.3613069607659087e-05,0.0008418904294801998,0.00036642640948526844,0.0,0.0,0.0,0.0,0.026733730925881483,0.40281210885123897,0.001377681468285462,0.0025825299120361698,0.0,0.00011606767750205511,2.641945711448071e-05,0.0,4.0088951058604797e-07,0.0,0.0,0.00020132510864456812,0.0,0.0,0.0,0.0,0.10643411936531319,0.0039678024523967705,0.03814843392566374,0.0001789219118667351,6.908263997329352e-05,6.597285990456542e-06,7.3147571863854146e-06,0.0,0.0,0.0006724098224739152,0.0,0.0,0.0009427768046320002,8.279769328902157e-05,0.00029861073098197644,0.00037116166317110387,1.814919513945545e-05,3.055950749308371e-05,1.5869044505484865e-05,1.2707216721682052e-05,0.0,2.1975746964128404e-05
component_2,0.487084659845129,0.006835707561729232,0.00019550519349038022,0.0,0.002722214414251014,0.0004061621039295033,4.85149436165884e-05,0.011382420624088634,0.05118601508985211,0.020401623777042494,0.0,0.0,0.0010185316744534647,0.0,7.94933191352516e-05,0.00018217930103485558,0.0018713951567748352,0.0,5.5730110349830554e-05,0.0012491215204976423,0.0006875597362336042,0.001463226034664219,0.0003067213700155429,4.2785309639867096e-05,0.0002672654611046515,0.00043392570610479236,0.000339904315623975,0.0008838113026798481,0.0006422589428167775,0.0,0.0,0.00016730309475546633,0.00017009971545249786,0.00031862622193010816,0.0002891920863278254,0.005033802294368407,0.00469643696220822,0.002661581135923439,3.3652799743120254e-05,0.011753638050120422,0.0,3.3102237767098445e-05,0.00011616761564474353,0.0013768291229755373,0.0001592081588264421,0.0,0.0002673043288527979,0.0,0.0005675298428339658,0.0036203862130153907,0.00017521368178261034,0.0004801726455846822,0.005113397541347283,0.2012334819073168,0.03168430521218383,0.09255145531729467,0.007734158620119474,0.009384167804729783,0.0007987078067040803,0.0001707718943091848,0.0001137401399608133,0.00039138062421878586,0.0003078740482658518,0.007371023906433827,0.000738430039905137,0.00022347346275818186,0.0024496928633378702,0.000448441503247609,0.002191774443582863,0.0001821253760601186,0.0,0.005703843383061,0.0,0.0010794613092064325,0.0004174851095991374,2.692738395495167e-06,1.1588472529054733e-06,0.004047371896221818,1.2691719986842802e-05,0.0,0.0013744485215429984,0.0021019252009539134,0.0,6.0205316184448846e-05,0.0,5.1851230418507105e-05,3.609275941163175e-05,4.3946422342651394e-05,7.188129534909663e-06,0.00019531631424303986,5.742122584050404e-05,1.1518341656932952e-05
