component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Candacia maxima,Clio pyramidata,Cnidaria indet,Eukrohnia hamata,Euphausia frigida,Euphausia frigida calyptopis,Euphausia frigida furcilia,Euphausia superba,Euphausia triacantha furcilia,Euphausia vallentini,Euphausiidae furcilia indet,Euphausiidae indet,Fritillaria sp.,Harpacticoida indet,Heterorhabdus austrinus,Hyperiella dilatata,Limacina sp.,Nauplius indet,Oikopleura sp.,Oithona similis,Ostracoda indet,Paraeuchaeta antarctica,Pelagobia longicirrata,Pleuromamma robusta,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Solidosagitta marri,Teuthida indet,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura furcilia,Tomopteris sp.
component_1,39.22515881914755,0.08603884061114973,0.006462281591214881,0.5841199501257994,0.007413627728615153,0.0,0.012070727346300117,0.001455635137680686,0.006314002918493119,0.02604765102471497,0.04652423195813074,0.0,0.006936244202100852,0.0006416259158902401,0.014928208894262718,0.0003365921891262111,0.0,0.002374212514509664,0.0016125129418835358,0.003692708585543407,0.3672885171872178,0.06963901291287526,0.3776832535617048,16.300100510306073,0.04886413729648613,0.018989573851017294,0.038974963450953755,0.005794753054138419,0.03278837121501468,0.1500207228312835,0.004105919650434877,0.0,0.0013140478864735103,0.0,0.0060766514884163115,0.6440795748460881,0.015744033241559242
component_2,0.8968796396419011,0.0,0.0,0.0,0.0,0.04461699899582336,0.0,0.0,0.0,0.0,0.0,5.183240069566385e-05,0.0,0.0,0.0,0.0,0.08108445322276488,0.0,0.0015377170013682522,0.0,0.0,0.034275239215404055,0.0,31.723488839897396,0.0,0.0,0.0,0.0,0.0,0.0,0.0018657267584249351,0.0019610193573753004,0.0,0.0457165250275478,0.008441633026560997,0.2336189678531085,0.021477826139390473
component_3,2.512854691782858,0.20341764775968024,0.1674189317297717,0.07520403308970146,0.0,0.0,0.0,0.0022795559771603916,0.008890258924026407,0.0,0.0,0.04693807031230349,0.011108698352332453,0.0,0.0072066292253488914,0.0005940626126380008,10.13044888446174,0.0009638938841915692,0.0,0.0,0.0,3.354984238759488,0.0,2.5127032443192925,0.0,0.0,0.0731457277762177,0.011552186179986792,0.038440789581212616,2.5119713406802315,0.0,0.0,0.002681377700858821,0.0,0.0,0.0,0.0
