component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Candacia sp.,Centropages bradyi,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Clio sp.,Clione limacina antarctica,Cnidaria indet,Copepoda nauplius indet,Ctenocalanus sp.,Decapoda zoea indet,Egg indet,Egg mass,Eukrohnia hamata,Euphausia frigida,Euphausia longirostris,Euphausia longirostris calyptopis,Euphausia longirostris furcilia,Euphausia spinifera calyptopis,Euphausia spinifera furcilia,Euphausia superba,Euphausia triacantha,Euphausia triacantha furcilia,Euphausia vallentini,Euphausia vallentini calyptopis,Euphausia vallentini furcilia,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Euphausiidae nauplius indet,Foraminifera indet,Fritillaria sp.,Globigerina bulloides,Haloptilus oxycephalus,Hansarsia megalops,Harpacticoida indet,Heterorhabdus austrinus,Heterorhabdus sp.,Hyperiidea indet,Limacina sp.,Lucicutia sp.,Mecynocera clausi,Metridia gerlachei,Metridia lucens,Neocalanus tonsus,Neogloboquadrina incompta,Neogloboquadrina pachyderma,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta exigua,Paraeuchaeta sp.,Phronima sp.,Pisces larvae,Pleuromamma borealis,Pleuromamma piseki,Pleuromamma robusta,Pleuromamma sp.,Pleuromamma xiphias,Primno macropa,Pseudosagitta sp.,Pyrosomatidae indet,Radiozoa indet,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Salpidae indet,Subeucalanus longiceps,Subeucalanus sp.,Themisto gaudichaudii,Thysanoessa gregaria,Thysanoessa gregaria calyptopis,Thysanoessa gregaria furcilia,Thysanoessa macrura,Thysanoessa macrura C3,Thysanoessa macrura F1,Thysanoessa macrura F2,Thysanoessa macrura F3,Thysanoessa macrura F4,Thysanoessa macrura F6,Tomopteris sp.,Turborotalita quinqueloba
component_1,0.6229251921666762,0.013977992965301264,0.00029256601739510057,0.024230265957285776,8.522721127626714e-06,0.0,0.001017929999149956,0.06356263290933806,0.0038720320388976465,0.0001023520271725999,1.7950014729080683e-05,0.0,0.004296989060117396,0.010737998960762107,0.0,0.004184954993545226,5.281927433891224e-05,0.0,0.0,0.0,4.846378992054146e-06,0.0,0.0,0.0,0.00032425772004653037,0.0001018498507139625,6.169529626708402e-05,0.0,0.0,0.0,0.0,0.0,0.00029852307244143336,4.2583270242272965e-05,0.0009313013447870631,0.07427890643729955,0.0,1.2895568411603787e-05,0.0,6.461414196451316e-05,0.0,0.0,0.0,0.014065219839747808,0.0,0.0,4.3463307350949996e-05,0.0,0.0,0.0,4.616320973709137e-05,0.0006135655014091582,0.11969471980657428,0.0,0.0012608430505808485,0.0004718363755721327,0.0,2.7146919404218987e-06,4.2108749075297136e-05,0.0,0.0,0.00022798353487887455,0.0,0.0,0.0,0.0,0.0,0.004314453725313414,0.0047577687098423645,0.016827066780699174,7.00594776855753e-05,1.642247586783833e-05,0.0,0.0,0.005670388228120132,0.0,0.0,0.0,0.002284574749737799,0.00042452201003245294,0.0009035933840401023,0.00023639949252966718,0.0019129828719096384,3.163290744909071e-05,0.0005588999297205209,3.1540459921492707e-06,0.00011779095718979824
component_2,0.18739628823170904,0.0021227758453292987,0.0,0.035112908940158595,1.591967945386819e-05,7.176603961728338e-05,0.003905085427800666,0.10528059564890205,0.0372723387549986,2.4281222064082183e-05,2.0631896849620306e-06,0.00043219109342702974,0.013105725604923027,0.02316943736457825,0.00017371795253162426,0.002675903861904285,0.0,0.0006321559814309373,9.938795735532208e-05,0.00014353207923456675,5.634263763706318e-05,0.0004028386326730152,0.0004322768700795059,0.00022117006010986717,0.0,0.0,0.0,0.0010079142744282687,0.0004872644186329819,0.00047404827585295476,0.0015903299704050644,0.0005721846973770306,0.0002884272188260312,0.0,0.005481991374637168,0.0,0.00046355583016985006,0.0001684094490570763,0.0013293238945137034,0.0,8.834013706845165e-05,0.00134993645766078,0.001966857625042983,0.0,0.00014583239602122255,0.0007487732101295282,0.0,0.01875667823813021,0.03722232982733517,7.311512860718349e-05,0.00016472265944977887,0.022712847787602318,0.43803384442250076,0.0007312266497293685,0.005598819995567652,0.0,0.0016426218564161263,3.813772688553303e-05,0.0,0.0003027748421732273,0.00024096090827398336,0.000331148357690635,0.0003094575523087295,0.00015161861792106218,0.0009201022534026258,0.00044998810441858306,0.000684348151030597,0.02170973255222729,0.0,0.0030575156131878584,0.0,5.371539450036703e-05,0.003255837039877607,0.0008827840054928465,0.0002964915254818887,0.000817184218705829,0.002595894539154983,0.005044049357987486,0.0014869535395761612,0.00016992027564136179,0.0015014479821131078,0.0,0.0,0.0,0.0017939372098150841,5.790136136855629e-05,0.0
