component,Acartia sp.,Calanoida indet (small),Calanoides brevicornis,Calanus australis,Calanus propinquus,Calanus simillimus,Calocalanus sp.,Chaetognatha indet,Cirripedia nauplius,Clausocalanus laticeps,Clausocalanus sp.,Copepoda nauplius indet,Crustacea nauplius indet,Ctenocalanus sp.,Decapoda (natant) indet juv,Decapoda megalopa indet,Drepanopus sp.,Euphausia lucens,Euphausia vallentini,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae metanauplius indet,Foraminifera indet,Fritillaria sp.,Heterorhabdus sp.,Hyperiidea indet,Limacina sp.,Metridia lucens,Metridia sp.,Microsetella sp.,Munida gregaria,Neocalanus tonsus,Nyctiphanes australis,Nyctiphanes australis furcilia,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paracalanus sp.,Phronima sp.,Pisces larvae,Polychaeta indet,Pseudosagitta gazellae,Pteropoda indet,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpidae indet,Siphonophorae nectophore,Squilla sp.,Subeucalanus longiceps,Subeucalanus sp.,Thalia sp.,Themisto australis,Themisto gaudichaudii,Thysanoessa macrura,Tintinnina indet,Vibilia sp.
component_1,0.2182634798803237,47.23140075899906,0.05991773317338754,0.3842511448130277,0.0,0.0,0.0005444510687369257,0.024155048069863558,0.01410056718341866,0.0,5.878131354717812,5.284811104094681,0.0,1.1446994836125013,0.0,0.0025623295483349694,0.0,0.003178516025172806,0.0,0.5240172355604272,0.32999230286588066,0.00027240283906110834,15.684653810778704,0.0,0.0,0.0,0.0,0.003559473675536001,0.0033009940350733178,0.0,0.07171253880555038,0.784217279218653,0.014560184087142582,0.034012244203598586,1.791563210085611,43.02697909152545,0.13667266934978053,0.0,1.3047708245270917,0.00012819784953780968,0.0027331808018922514,0.0,0.00012819784953780968,0.0,0.6529044880190404,1.1197065141493574,0.0,0.0006696937231297505,0.0022633569944942315,0.020586650158068064,0.005734064264533488,0.001826830259823113,0.007070592059670074,0.0,0.0,0.0,0.0005792796813439524
component_2,0.0,0.0,0.0,0.0,0.0012792418375572683,0.09350607530388089,0.0,0.14151346934867468,0.004530935193468981,0.01145452818358126,1.8206027963526048,0.7559313206223135,0.8668231603281893,0.6967895220909825,0.001372472963439002,1.1115752568604959e-05,0.0027274421934710574,6.655657907188435e-05,0.00791130261991322,0.4645878775886724,0.14968013077013176,0.0015414610587329847,14.723514829716901,36.06240161095236,0.0005021365807228021,0.062070226353052795,0.0034378091397494377,0.0016355317420520242,0.021385342377357314,0.01698370168977203,0.0,0.0,0.0,0.0,0.26611022587643807,20.164831429969333,0.08768319652786341,0.015688622552003754,0.0,0.00025887331714506646,0.0,0.01305047745794311,0.00025887331714506646,0.002872810581331192,0.08094338465945636,0.3827940638386016,0.3769239640693094,0.00010747353140730297,0.0,0.017766848498393915,0.0015225235241682691,0.0,0.0,0.04104901198097069,0.022645994661989383,0.0036254123254970028,0.00035274701663174713
