component,Acartia sp.,Calanoida indet (small),Calanoides brevicornis,Calanus australis,Calanus propinquus,Calanus simillimus,Calocalanus sp.,Chaetognatha indet,Cirripedia nauplius,Clausocalanus laticeps,Clausocalanus sp.,Copepoda nauplius indet,Crustacea nauplius indet,Ctenocalanus sp.,Decapoda (natant) indet juv,Decapoda megalopa indet,Drepanopus sp.,Euphausia lucens,Euphausia vallentini,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae metanauplius indet,Foraminifera indet,Fritillaria sp.,Heterorhabdus sp.,Hyperiidea indet,Limacina sp.,Metridia lucens,Metridia sp.,Microsetella sp.,Munida gregaria,Neocalanus tonsus,Nyctiphanes australis,Nyctiphanes australis furcilia,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paracalanus sp.,Phronima sp.,Pisces larvae,Polychaeta indet,Pseudosagitta gazellae,Pteropoda indet,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpidae indet,Siphonophorae nectophore,Squilla sp.,Subeucalanus longiceps,Subeucalanus sp.,Thalia sp.,Themisto australis,Themisto gaudichaudii,Thysanoessa macrura,Tintinnina indet,Vibilia sp.
component_1,0.0017354089556640459,0.3755360077218018,0.00047640480583009025,0.0030551738582117465,0.0,0.0,4.328920537347756e-06,0.0001920563475296982,0.00011211335301473523,0.0,0.04673691540673787,0.04201943689373703,0.0,0.0091014847582123,0.0,2.037303559890681e-05,0.0,2.527232306032631e-05,0.0,0.0041664515017010946,0.0026237627935175125,2.1658700150577753e-06,0.12470839695509393,0.0,0.0,0.0,0.0,2.8301310404116116e-05,2.6246143487682283e-05,0.0,0.0005701850907206061,0.006235297312627653,0.00011576775865022872,0.0002704307345668715,0.014244686473089987,0.3421067275732293,0.001086681906263797,0.0,0.010374209076181792,1.0192987681987509e-06,2.1731470806080766e-05,0.0,1.0192987681987509e-06,0.0,0.005191231699974539,0.0089027661129366,0.0,5.324722602739634e-06,1.7995910265262112e-05,0.00016368408068552314,4.559144059501296e-05,1.4525094143616768e-05,5.621814876646573e-05,0.0,0.0,0.0,4.605842202230625e-06
component_2,0.0,0.0,0.0,0.0,1.6529648503185167e-05,0.0012082332771705653,0.0,0.0018285580084423576,5.854621381189833e-05,0.0001480090152507618,0.023524812435066517,0.009767722298932418,0.011200604712870526,0.009003525012017677,1.7734329037496004e-05,1.4363154597747598e-07,3.524248460863418e-05,8.600069395271378e-07,0.00010222543358900985,0.006003145058205449,0.0019340830458340187,1.9917898816425506e-05,0.19024903479656508,0.46597821092843617,6.4883284272412715e-06,0.0008020367955509213,4.442144951231838e-05,2.1133427643005615e-05,0.0002763294493971409,0.00021945390697270399,0.0,0.0,0.0,0.0,0.0034385277026587344,0.26055868865252935,0.0011329932900012768,0.00020271961772213106,0.0,3.345016410214119e-06,0.0,0.0001686309803550995,3.345016410214119e-06,3.712085372091327e-05,0.00104590520556597,0.004946251082938526,0.004870400932469472,1.3887129434032605e-06,0.0,0.00022957329260633047,1.9673198572357968e-05,0.0,0.0,0.0005304124048539074,0.00029261889408063887,4.6845553092612816e-05,4.5579999217379904e-06
