component,Calanoida indet (small),Calanoides acutus,Calanus simillimus,Chaetognatha indet,Decapoda zoea indet,Egg indet,Egg mass,Eukrohnia hamata,Euphausia frigida,Euphausia frigida calyptopis,Euphausia frigida furcilia,Euphausia superba,Euphausia vallentini,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Fritillaria sp.,Harpacticoida indet,Hyperiidea indet,Limacina sp.,Metridia sp.,Nauplius indet,Oikopleura sp.,Oithona similis,Ostracoda indet,Pisces larvae,Pseudosagitta gazellae,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Spongiobranchaea australis,Teuthida indet,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura furcilia,Tomopteris sp.
component_1,0.5992776765913044,0.002929693148555536,0.0,0.0,0.003322502583550845,0.001538343484085079,0.00586277640905604,0.000783105085460912,0.0020987301259737332,0.009515790217683517,0.0,0.016912041067896667,0.0,0.0071912265659846274,0.022193285583995102,0.6922911062629301,0.002351482221674377,0.0,0.022587269984481264,0.0,0.06817478348858143,0.11821063344306655,35.17415141653155,0.022142332471003705,0.004772115467447275,0.0,0.07451125259337422,0.5099926192963798,0.0,0.0038247777652401175,0.00037578181106219505,0.015579585736053886,0.2848879375704969,0.05969986494587736,0.0013115448952543708
component_2,20.590159185037955,0.0,0.6054282455683859,0.02318412235473818,0.01354595021162135,0.0026923916960899636,0.0,0.03263317178269418,0.0,0.0016007622548915442,0.003359097645182072,0.0,0.19686992358943137,0.02078542837304299,0.053685429620930154,0.026334417089693835,0.0,0.02468470380649465,0.013094463791797076,0.02031472157083309,1.1903532489841437,0.8011488113452679,5.113025553963848,0.14673927948652207,0.005326222658415075,0.0330552592576802,0.0,0.0,0.03208858542549424,0.0,0.0014439407512823305,0.22835251327313097,0.0,0.0,0.0
