component,Calanoida indet (small),Calanoides acutus,Calanus simillimus,Chaetognatha indet,Decapoda zoea indet,Egg indet,Egg mass,Eukrohnia hamata,Euphausia frigida,Euphausia frigida calyptopis,Euphausia frigida furcilia,Euphausia superba,Euphausia vallentini,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Fritillaria sp.,Harpacticoida indet,Hyperiidea indet,Limacina sp.,Metridia sp.,Nauplius indet,Oikopleura sp.,Oithona similis,Ostracoda indet,Pisces larvae,Pseudosagitta gazellae,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Spongiobranchaea australis,Teuthida indet,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura furcilia,Tomopteris sp.
component_1,0.01588479823456504,7.76561289896503e-05,0.0,0.0,8.806816144683345e-05,4.07762157922234e-05,0.00015540211823330624,2.075743309806594e-05,5.563014592754773e-05,0.000252231000010094,0.0,0.0004482802723876975,0.0,0.0001906147809634051,0.0005882679723180573,0.018350265614966572,6.232973812061101e-05,0.0,0.000598711149085272,0.0,0.0018070799609307283,0.003133358933214241,0.9323462564161047,0.0005869173798449736,0.00012649243299637188,0.0,0.001975038049778133,0.01351815723342077,0.0,0.00010138175584725494,9.960688478995854e-06,0.00041296144619132704,0.007551403271867458,0.0015824389032645042,3.4764562156213176e-05
component_2,0.7056280300413176,0.0,0.020748122266204993,0.0007945235604248496,0.0004642218681733093,9.226869163751251e-05,0.0,0.001118343987148731,0.0,5.48583770690035e-05,0.00011511681054941223,0.0,0.006746763592665207,0.000712319936170916,0.001839808211529809,0.0009024846620316606,0.0,0.0008459487254371185,0.000448749356759094,0.0006961887391954319,0.04079359516289311,0.02745549718383406,0.1752241989375264,0.005028778446210251,0.00018253049761508832,0.0011328089920475723,0.0,0.0,0.0010996809260735347,0.0,4.948407919857726e-05,0.007825676948286606,0.0,0.0,0.0
