	rank	measure	value
123	2	cosine_similarity	0.514414252829908
124	2	r_squared	0.4065184858161262
125	2	cosine_similarity	0.6502787367774069
126	2	r_squared	0.34189351092072795
127	2	cosine_similarity	0.5713077042859995
128	2	r_squared	0.36152538295053216
129	2	cosine_similarity	0.6115427445945277
130	2	r_squared	0.15235852927401494
131	2	cosine_similarity	0.5288532884572877
132	2	r_squared	0.2110654015836464
133	2	cosine_similarity	0.5083047855550862
134	2	r_squared	0.3294766529120346
135	2	cosine_similarity	0.6071557635322318
136	2	r_squared	0.3885278184638951
137	2	cosine_similarity	0.6490812243562563
138	2	r_squared	0.3687858376054626
139	2	cosine_similarity	0.6227682759375901
140	2	r_squared	0.3507980510556631
141	2	cosine_similarity	0.5832276635250593
142	2	r_squared	0.1850090586580802
143	2	cosine_similarity	0.5290158654215649
144	2	r_squared	0.3523406833988302
145	2	cosine_similarity	0.5829756124088339
146	2	r_squared	0.3558080667626385
147	2	cosine_similarity	0.5912241476386374
148	2	r_squared	0.36899185097980475
149	2	cosine_similarity	0.6134133318322281
150	2	r_squared	0.3568368722198938
151	2	cosine_similarity	0.5929370365655066
152	2	r_squared	0.37427066790971164
153	2	cosine_similarity	0.616818320009616
154	2	r_squared	0.430369712133704
155	2	cosine_similarity	0.6559285701325285
156	2	r_squared	0.3048695773046456
157	2	cosine_similarity	0.5515604505789599
158	2	r_squared	0.23360845404890648
159	2	cosine_similarity	0.5361086328019236
160	2	r_squared	0.38528237680473065
161	2	cosine_similarity	0.6221647961877558
162	2	r_squared	0.22966626527949888
163	2	cosine_similarity	0.5353618589696093
164	2	r_squared	0.36128879695074984
165	2	cosine_similarity	0.6093248698582365
166	2	r_squared	0.3197935246914125
167	2	cosine_similarity	0.5777712882121027
168	2	r_squared	0.22086133637056804
169	2	cosine_similarity	0.5369913411954916
170	2	r_squared	0.19434275276748428
171	2	cosine_similarity	0.4761659176014647
172	2	r_squared	0.3808234137976724
173	2	cosine_similarity	0.6210276925563716
174	2	r_squared	0.31263427861248183
175	2	cosine_similarity	0.5653823668818168
176	2	r_squared	0.4099142582329709
177	2	cosine_similarity	0.6471966330086809
178	2	r_squared	0.3788360667147393
179	2	cosine_similarity	0.6235850113887058
180	2	r_squared	0.20189604278685913
181	2	cosine_similarity	0.4734491501531348
182	2	r_squared	0.3267474058984395
183	2	cosine_similarity	0.5738262176551758
184	2	r_squared	0.3971936047451005
185	2	cosine_similarity	0.640066751082989
186	2	r_squared	0.34098990639029697
187	2	cosine_similarity	0.5813015345513364
188	2	r_squared	0.08395867507890847
189	2	cosine_similarity	0.4669912452695784
190	2	r_squared	0.3759209519526242
191	2	cosine_similarity	0.6224733697602824
192	2	r_squared	0.17500490822076875
193	2	cosine_similarity	0.4902007679549747
194	2	r_squared	0.30400256741968473
195	2	cosine_similarity	0.5672917834360545
196	2	r_squared	0.12401716313907737
197	2	cosine_similarity	0.5091726115763046
198	2	r_squared	0.16104020293258017
199	2	cosine_similarity	0.4660146206426783
200	3	r_squared	0.3906347730777064
201	3	cosine_similarity	0.6420999782269411
202	3	r_squared	0.3809563182312079
203	3	cosine_similarity	0.619693438829923
204	3	r_squared	0.11043435264585513
205	3	cosine_similarity	0.4844243987417912
206	3	r_squared	0.37966232220417084
207	3	cosine_similarity	0.6298718601644192
208	3	r_squared	0.13411528436836218
