component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Chaetognatha indet,Ctenocalanus citer,Drepanopus sp.,Euphausia superba,Euphausia superba furcilia,Foraminifera indet,Hansarsia megalops,Hyperiidea indet,Limacina sp.,Metridia gerlachei,Nauplius indet,Nematocarcinus longirostris,Oikopleura sp.,Oithona similis,Onchocalanus sp.,Paraeuchaeta antarctica,Salpa thompsoni,Themisto gaudichaudii,Thysanoessa macrura
component_1,0.0,0.040290621328041655,0.5509713533027291,0.0003496562874558653,0.21533000494054208,0.0013634027363585302,0.0020890319967200193,0.0004245262218118898,0.00024332637241462416,3.2448826261118775e-05,7.296890011552427e-06,0.0939002990027943,0.0033764520972519767,0.00012097525641434176,4.929218551397412e-06,6.736647189602956e-06,0.027354156187367865,1.1343562745919257e-05,0.00026151943151389345,1.1768010934664391e-05,0.002059973583448758,0.06179017809944104
component_2,0.5646386017342688,0.0,0.17654888261075594,0.003530142606620357,0.1081711430097826,0.0033899631221493867,0.0,0.0007059083028506163,0.003061208452801317,0.00034857601650908784,0.0,0.0,0.0022445967834708877,0.004440083182522477,0.0,0.0,0.13008295741241857,5.862299362178192e-05,0.0012813029168650685,4.6180377566512835e-06,0.0014933928176064353,0.0
