component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Chaetognatha indet,Ctenocalanus citer,Drepanopus sp.,Euphausia superba,Euphausia superba furcilia,Foraminifera indet,Hansarsia megalops,Hyperiidea indet,Limacina sp.,Metridia gerlachei,Nauplius indet,Nematocarcinus longirostris,Oikopleura sp.,Oithona similis,Onchocalanus sp.,Paraeuchaeta antarctica,Salpa thompsoni,Themisto gaudichaudii,Thysanoessa macrura
component_1,0.0,2.397097944036872,32.78014224382227,0.020802865286087643,12.811098342958005,0.08111589716152265,0.12428734378637088,0.025257265833891884,0.014476747387340335,0.0019305489007885239,0.0004341298165184112,5.586615600970834,0.20088264002095732,0.007197445183808167,0.0002932647664839935,0.00040079806653812945,1.6274405654788664,0.0006748873569088235,0.0155591467925897,0.0007001399801510223,0.12255850813148277,3.6762180378875176
component_2,16.20074852137321,0.0,5.065583614229018,0.1012877129526412,3.1036728268106053,0.09726564898323743,0.0,0.02025409325275699,0.08783293980080388,0.010001428111185815,0.0,0.0,0.0644025185476228,0.12739594996354528,0.0,0.0,3.7323719516911495,0.0016820252358224724,0.03676345590272295,0.00013250186602177053,0.04284879108044598,0.0
