component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Chaetognatha indet,Copepoda nauplius indet,Eukrohnia hamata,Euphausia vallentini,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Haloptilus oxycephalus,Heterorhabdus austrinus,Hyperiidea indet,Limacina sp.,Metridia gerlachei,Metridia sp.,Oikopleura sp.,Oithona similis,Ostracoda indet,Pelagobia longicirrata,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura F6
component_1,0.6385985532166516,0.03045260468156371,0.0007976042387556936,0.1120885412819392,0.0005402712673453586,0.0,0.00026702138062942163,0.0,0.0,0.003953765804438699,0.00020235592031966337,0.0,6.019525692540785e-05,0.0,0.001389913719283335,0.000967131132243451,0.024521712544053206,0.00021309875177498162,0.0,0.016240382800176825,0.16204338392920375,0.0013453091877172908,0.0,0.0,0.0,0.00018005811775460324,0.0001708472486422634,0.005901090865545402,6.615865503624428e-05
component_2,0.017329163336999378,0.04327596164492771,0.0,0.00539051842193092,0.0007178191299167496,0.0009438603976212356,0.002268976170986455,0.0005488971706308593,0.0004422863013830704,0.0,0.0,0.14410563349210612,0.0014685263961416383,6.136083547121734e-05,0.0,0.0,0.008736988869242297,0.0,0.0028519561000529157,0.019418416336582138,0.7469704364018727,0.0,0.0003576116527181155,0.0010800465633439738,0.0035051580660121332,0.0002748176305613341,0.0002515650814989686,0.0,0.0
