component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Calocalanus sp.,Candacia maxima,Chaetognatha indet,Cirripedia cyprid,Cirripedia nauplius,Clausocalanus brevipes,Clausocalanus laticeps,Clausocalanus sp.,Clio sp.,Clione sp.,Copepoda nauplius indet,Ctenocalanus sp.,Decapoda (natant) indet juv,Euphausia frigida,Euphausia longirostris,Euphausia similis,Euphausia superba,Euphausia vallentini,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Hansarsia megalops,Heterorhabdus austrinus,Hyperiidea indet,Iospilidae indet,Limacina sp.,Metridia gerlachei,Metridia lucens,Metridia sp.,Microcalanus pygmaeus,Microsetella sp.,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta sp.,Phronima sp.,Pisces larvae,Pleuromamma abdominalis,Polychaeta larvae,Primno macropa,Pseudosagitta gazellae,Pseudosagitta sp.,Pteropoda indet,Rhincalanus gigas,Rhincalanus gigas nauplius,Sagittidae indet,Salpidae indet,Scolecithricella minor,Siphonophorae nectophore,Siphonophorae sp.,Stephos longipes,Themisto australis,Themisto gaudichaudii,Thysanoessa gregaria,Thysanoessa macrura,Thysanoessa macrura C1,Thysanoessa macrura C2,Thysanoessa macrura C3,Thysanoessa macrura F1,Thysanoessa macrura F2,Thysanoessa macrura F3,Thysanoessa macrura F4,Thysanoessa macrura F5,Thysanoessa macrura F6,Thysanoessa sp.,Thysanoessa sp. furcilia,Tintinnina indet,Vanadis antarctica
component_1,0.0031629895121950205,0.0,0.0,0.025696805421552463,0.0001417859541678324,1.588170405822264e-05,0.007983474067413976,1.00915931201844e-06,0.0002608492961032034,0.00042002653224604085,0.0015887547898775643,0.0013647544380283399,7.645690314443364e-05,2.389596793420641e-05,0.0,0.011087276031274547,0.0,1.3874517071052924e-05,1.7158657102098927e-05,1.0044743696228451e-05,0.0,0.00033433092116960173,4.297066081194492e-07,0.0009407150248243927,0.00033705607906807296,0.9322219754654674,0.0,6.094620201781765e-05,0.0,0.0008919846643598527,0.0,0.0017796556758018075,0.0,0.00044643476947360045,0.0012055440576148708,0.00019806103361544745,0.00046642983411136426,0.0,0.001434577114784315,0.0026210116517829114,0.0,0.0,4.103922230612109e-05,9.89865140945931e-05,0.00014879149621115821,0.0,0.0,8.495631583564422e-05,4.1408582268300145e-05,0.0004432722283810483,1.0044743696228451e-05,0.0,0.0,0.0,7.621078812943653e-05,1.614067837675042e-05,0.0005039245405057111,0.00036050682290919247,0.0,9.852503133018031e-06,0.00030442508785292035,4.492651532640435e-05,0.0016511808079096814,0.0,0.0,0.0,0.0,0.0,2.6491269734116574e-05,8.337538910273554e-05,0.00017160159548380716,0.00033160769703369534,0.00025940209815946764,0.00041439016106765904,7.327504660560701e-05,0.0
component_2,0.037770776891081666,0.0,0.00013628501409453447,0.516710826448188,2.5825055741733224e-05,3.7735336446641276e-05,0.002265546513213405,0.0,0.0,0.007429043328473529,0.000761234399573691,0.019429967185485626,0.00013922013366708598,0.0,0.0,0.04294693129686318,0.0,4.829910097348901e-05,0.0002501330034612152,0.00015646160557289727,0.00010478832681109766,0.00016944625804106396,5.124303558185818e-06,0.002264910095920542,0.002514336104863046,9.260708915330238e-05,0.0,0.0,0.0013963549920972004,0.005136048049679064,1.954705319584269e-05,0.03823611663052783,9.279986710118704e-05,0.0,0.0020718078599969818,0.002135257819334349,0.000257871787564397,0.29002678124121833,0.00041448357542987155,0.0,0.00010478832681109766,0.012130111504205118,0.000258476799413509,0.0,0.0001849247089040924,0.0,0.0,0.0005744433587725161,0.00026750508739976296,0.00048640756166943856,0.00015646160557289727,0.0,0.0,0.0012091176032651848,0.0,0.00012262021879325908,2.770177032979067e-05,0.0003760119080575689,0.00010478832681109766,1.5190058961621474e-05,0.0003130597957477574,9.039749482060082e-05,0.003360618107829745,0.0,0.0001659948329555297,0.000592489147912742,0.0007185825736353605,0.002877260789416403,0.0009415538125257904,5.712328266374466e-06,0.0005563309941860686,0.0007794905430141403,0.000335492784645976,0.0,0.0,0.00019790158874792284
component_3,0.23523614836772094,0.02947673106593632,0.0001566899249223624,0.024624314722448734,0.0006470645487539589,1.7863043467877644e-06,0.0021372656033824488,6.182046887892764e-07,0.0,0.0,0.000863825528519745,0.007002253258829734,4.2463665812429614e-05,1.700531006768133e-06,0.057937117408396015,0.14125626148750914,4.0272864105776705e-06,6.373034174117401e-07,0.0,0.0,0.0,0.00026492087222793797,0.00023679606359907967,0.000926892983411539,0.0007327547464612274,0.0,0.1473875513772722,0.0,0.0,0.0035591994921867704,8.008552791505689e-05,0.03832657810308466,0.0,0.0027495994882100086,0.008604960599201662,0.0003854494371570174,0.0014210600038701456,0.0,0.0006332670730843624,0.21533982211452707,0.0,0.0,0.00018780496310415165,1.883892217976596e-05,1.2426799410393002e-05,1.2632130632575134e-05,0.001109964343816828,0.0,0.0,0.00010566027268037236,0.0,0.007613229333145328,0.06297628048007115,0.0,6.860743511695623e-05,0.00021585011632460215,2.4247247692650693e-07,0.0011811928285259197,0.0,8.96910725339358e-06,0.0008341187364969313,3.844774892985224e-05,0.0011226574426727598,5.8811392152091524e-05,6.096354410004901e-05,3.573313929794276e-05,0.0,0.0,4.903233534730576e-05,0.0001222805683831169,0.0005983258455167333,0.0006715880092853777,7.805417755022656e-05,0.0002548002333535165,0.002525644527864384,0.0
