component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Clausocalanus laticeps,Clausocalanus sp.,Clio pyramidata,Copepoda nauplius indet,Ctenocalanus citer,Cyclopoida nauplius indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Hyperiidea indet,Limacina sp.,Metridia lucens,Oithona similis,Oncaea sp.,Phalacrophorus pictus,Rhincalanus gigas nauplius,Salpa thompsoni,Spongiobranchaea australis,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura F1,Thysanoessa macrura F2,Thysanoessa macrura F3,Thysanoessa macrura F4,Thysanoessa macrura F5,Thysanoessa macrura F6,Tomopteris sp.
component_1,0.1733885027010517,0.0010611728561874551,0.00015116968776075881,6.46964780712534e-05,0.006201218178317809,0.0001702001057221672,2.876177177396652e-05,0.02797240079544048,0.0876436831591344,0.035168296835193194,0.0,0.0,0.09837832404452203,0.0003064836355731764,4.25500264305418e-05,0.0,0.00020831895470656335,0.5445869728756499,0.004085216960174669,0.00495084394343265,0.011634255550869116,0.0004587756839817328,7.318462515911665e-05,1.3553292209138744e-05,0.0,4.83899301217457e-05,0.0003321566855998986,0.0008977393779861056,0.0014603039615180967,0.000639960654677868,3.2867228734334725e-05,0.0
component_2,0.0,0.0,0.0,0.0,0.0,0.0,3.410720518200948e-05,0.04303757887728289,0.0,0.07542428014961781,6.435134000243598e-05,0.16111263924998623,0.3984097481576906,0.0008351002966101662,0.0,0.02267672252777186,0.0,0.2857589236755398,0.004646153451497363,0.0,0.006344592501449974,3.776729036051583e-05,6.491720564682124e-05,0.0,0.00011552077410578265,3.0705327035179693e-06,0.00022496866116540918,0.0005669278451607753,0.0005464354237570265,0.0,2.654272956036922e-05,6.965210490873273e-05
