component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Clausocalanus laticeps,Clausocalanus sp.,Clio pyramidata,Copepoda nauplius indet,Ctenocalanus citer,Cyclopoida nauplius indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Hyperiidea indet,Limacina sp.,Metridia lucens,Oithona similis,Oncaea sp.,Phalacrophorus pictus,Rhincalanus gigas nauplius,Salpa thompsoni,Spongiobranchaea australis,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura F1,Thysanoessa macrura F2,Thysanoessa macrura F3,Thysanoessa macrura F4,Thysanoessa macrura F5,Thysanoessa macrura F6,Tomopteris sp.
component_1,18.210849874386497,0.11145410032245731,0.015877226266354755,0.006795017150522906,0.651308774944379,0.01787597519805041,0.0030208249090203044,2.9379179332912377,9.20514296845365,3.6936968947000453,0.0,0.0,10.332593350537488,0.0321897207106192,0.004468993799512603,0.0,0.02187956612493047,57.19751570658727,0.42906693123884515,0.5199830115657418,1.2219361603371186,0.048184827580033326,0.0076865201620882236,0.0014234909805402034,0.0,0.0050823540151247815,0.03488613974977742,0.09428881837117865,0.15337450753599843,0.06721453398756447,0.0034520176306041847,0.0
component_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0026162054018372288,3.301212917912543,0.0,5.785446450511219,0.00493609260657452,12.358202756888364,30.560162573055187,0.06405666765741924,0.0,1.7394261317082027,0.0,21.919240692798777,0.35638486626818766,0.0,0.48666424253092244,0.0028969535476936208,0.004979497533705158,0.0,0.008861062395091285,0.00023552631189197588,0.017256301812013684,0.04348640362195092,0.04191452509109166,0.0,0.0020359695872111737,0.0053426896791789235
